chr1	1255136	1265136	XLOC_000020	XLOC_000020	1	1260136	1264277	1	GLTPD1	ENSG00000224051	protein_coding	1260136	chr1:1260121-1265313	1260121	1265313	OK	8.25444	6.59031	-0.324822	-1.46678	0.1313	0.999565	no
chr1	1261694	1271694	XLOC_000021	XLOC_000021	1	1266694	1270686	1	TAS1R3	ENSG00000169962	protein_coding	1266694	chr1:1266408-1284820	1266408	1284820	NOTEST	0.269335	0.213402	-0.335827	0.0	1.0	1.0	no
chr1	1292157	1302157	XLOC_000023	XLOC_000023	1	1288069	1297157	-1	MXRA8	ENSG00000162576	protein_coding	1297157	chr1:1286794-1298899	1286794	1298899	NOTEST	0.0	0.00621146	inf	0.0	1.0	1.0	no
chr1	1329708	1339708	XLOC_000024	XLOC_000024	1	1321091	1334708	-1	CCNL2	ENSG00000221978	protein_coding	1334708	chr1:1321026-1342693	1321026	1342693	OK	9.82867	9.63041	-0.0293997	-0.048108	0.9621	0.999565	no
chr1	1356508	1366508	XLOC_000025	XLOC_000025	1	1361508	1363167	1	TMEM88B	ENSG00000205116	protein_coding	1361508	chr1:1361507-1363167	1361507	1363167	OK	7.46963	6.89183	-0.11615	-0.328253	0.73485	0.999565	no
chr1	1365241	1375241	XLOC_000026	XLOC_000026	1	1370241	1378262	1	VWA1	ENSG00000179403	protein_coding	1370241	chr1:1363523-1381246	1363523	1381246	OK	18.5982	16.9238	-0.136115	-0.637926	0.51475	0.999565	no
chr1	1380069	1390069	XLOC_000027	XLOC_000027	1	1385069	1405538	1	ATAD3C	ENSG00000215915	protein_coding	1385069	chr1:1383483-1406558	1383483	1406558	OK	1.24157	1.13651	-0.127557	-0.445663	0.651	0.999565	no
chr1	1402143	1412143	XLOC_000028	XLOC_000028	1	1407143	1433228	1	ATAD3B	ENSG00000160072	protein_coding	1407143	chr1:1406662-1433132	1406662	1433132	OK	9.91076	9.64919	-0.0385878	-0.170675	0.8646	0.999565	no
chr1	1442531	1452531	XLOC_000029	XLOC_000029	1	1447531	1470067	1	ATAD3A	ENSG00000197785	protein_coding	1447531	chr1:1446382-1470085	1446382	1470085	OK	13.191	12.2441	-0.107462	-0.491171	0.62295	0.999565	no
chr1	1545795	1555795	XLOC_000031	XLOC_000031	1	1550795	1565990	1	MIB2	ENSG00000197530	protein_coding	1550795	chr1:1549011-1566996	1549011	1566996	OK	8.76341	8.61321	-0.0249412	-0.115164	0.90515	0.999565	no
chr1	1562474	1572474	XLOC_000032	XLOC_000032	1	1567474	1570639	1	MMP23B	ENSG00000189409	protein_coding	1567474	chr1:1567559-1570030	1567559	1570030	NOTEST	0.131307	0.0396541	-1.7274	0.0	1.0	1.0	no
chr1	1562474	1572474	XLOC_000033	XLOC_000033	1	1567474	1570639	1	MMP23B	ENSG00000189409	protein_coding	1567474	chr1:1570404-1678935	1570404	1678935	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	1562474	1572474	XLOC_000034	XLOC_000034	1	1567474	1570639	1	MMP23B	ENSG00000189409	protein_coding	1567474	chr1:1570404-1678935	1570404	1678935	NOTEST	0.324163	0.411097	0.342758	0.0	1.0	1.0	no
chr1	1841266	1851266	XLOC_000035	XLOC_000035	1	1846266	1848735	1	CALML6	ENSG00000169885	protein_coding	1846266	chr1:1845090-1848733	1845090	1848733	NOTEST	0.0475537	0.113447	1.25438	0.0	1.0	1.0	no
chr1	1945780	1955780	XLOC_000036	XLOC_000036	1	1950780	1962192	1	GABRD	ENSG00000187730	protein_coding	1950780	chr1:1950767-1962193	1950767	1962193	NOTEST	0.0174318	0.0	-inf	0.0	1.0	1.0	no
chr1	1976909	1986909	XLOC_000037	XLOC_000037	1	1981909	2116834	1	PRKCZ	ENSG00000067606	protein_coding	1981909	chr1:1979949-2139172	1979949	2139172	OK	16.2494	16.5553	0.0269088	0.0922421	0.92705	0.999565	no
chr1	2155134	2165134	XLOC_000038	XLOC_000038	1	2160134	2241558	1	SKI	ENSG00000157933	protein_coding	2160134	chr1:2159830-2241854	2159830	2241854	OK	13.3034	13.3569	0.00579667	0.0290661	0.97705	0.999565	no
chr1	2318267	2328267	XLOC_000039	XLOC_000039	1	2323267	2336883	1	RER1	ENSG00000157916	protein_coding	2323267	chr1:2323213-2345429	2323213	2345429	OK	24.2593	23.2591	-0.0607426	-0.242967	0.80135	0.999565	no
chr1	2352419	2362419	XLOC_000040	XLOC_000040	1	2357419	2436969	1	PLCH2	ENSG00000149527	protein_coding	2357419	chr1:2407753-2436966	2407753	2436966	NOTEST	0.156531	0.172844	0.143022	0.0	1.0	1.0	no
chr1	2482078	2492078	XLOC_000041	XLOC_000041	1	2487078	2496821	1	TNFRSF14	ENSG00000157873	protein_coding	2487078	chr1:2477718-2495317	2477718	2495317	OK	10.7759	11.0972	0.0423867	0.163652	0.8641	0.999565	no
chr1	2512930	2522930	XLOC_000042	XLOC_000042	1	2517930	2522908	1	FAM213B	ENSG00000157870	protein_coding	2517930	chr1:2517800-2564481	2517800	2564481	OK	13.2496	12.0655	-0.135059	-0.615714	0.53295	0.999565	no
chr1	2933046	2943046	XLOC_000043	XLOC_000043	1	2938046	2939465	1	ACTRT2	ENSG00000169717	protein_coding	2938046	chr1:2938045-2939467	2938045	2939467	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	2980732	2990732	XLOC_000044	XLOC_000044	1	2985732	3355185	1	PRDM16	ENSG00000142611	protein_coding	2985732	chr1:2976180-3355185	2976180	3355185	NOTEST	0.166568	0.169022	0.0210999	0.0	1.0	1.0	no
chr1	2980732	2990732	XLOC_000045	XLOC_000045	1	2985732	3355185	1	PRDM16	ENSG00000142611	protein_coding	2985732	chr1:2976180-3355185	2976180	3355185	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	3365990	3375990	XLOC_000046	XLOC_000046	1	3370990	3397677	1	ARHGEF16	ENSG00000130762	protein_coding	3370990	chr1:3366055-3402204	3366055	3402204	OK	8.07647	8.40772	0.0579891	0.255883	0.79185	0.999565	no
chr1	3536566	3546566	XLOC_000047	XLOC_000047	1	3541566	3546691	1	TPRG1L	ENSG00000158109	protein_coding	3541566	chr1:3541555-3546694	3541555	3546694	OK	30.36	31.4889	0.0526709	0.261884	0.79015	0.999565	no
chr1	3564325	3574325	XLOC_000048	XLOC_000048	1	3547331	3569325	-1	WRAP73	ENSG00000116213	protein_coding	3569325	chr1:3568576-3663980	3568576	3663980	OK	0.711576	0.597466	-0.252161	-0.361645	0.71375	0.999565	no
chr1	3663962	3673962	XLOC_000049	XLOC_000049	1	3668962	3688209	1	CCDC27	ENSG00000162592	protein_coding	3668962	chr1:3668964-3688209	3668964	3688209	NOTEST	0.0	0.0305687	inf	0.0	1.0	1.0	no
chr1	3684352	3694352	XLOC_000050	XLOC_000050	1	3689352	3692546	1	SMIM1	ENSG00000235169	protein_coding	3689352	chr1:3689228-3713200	3689228	3713200	OK	17.757	14.8765	-0.255355	-0.437717	0.65535	0.999565	no
chr1	3768845	3778845	XLOC_000051	XLOC_000051	1	3773845	3801993	1	DFFB	ENSG00000169598	protein_coding	3773845	chr1:3773844-3803258	3773844	3803258	OK	2.97393	3.82323	0.362421	1.45755	0.1403	0.999565	no
chr1	4709792	4719792	XLOC_000054	XLOC_000054	1	4714792	4852594	1	AJAP1	ENSG00000196581	protein_coding	4714792	chr1:4715104-4843851	4715104	4843851	NOTEST	0.0349513	0.0	-inf	0.0	1.0	1.0	no
chr1	6047533	6057533	XLOC_000055	XLOC_000055	1	5922871	6052533	-1	NPHP4	ENSG00000131697	protein_coding	6052533	chr1:5922021-6161253	5922021	6161253	OK	6.40811	6.53563	0.0284273	0.107754	0.9142	0.999565	no
chr1	6264449	6274449	XLOC_000056	XLOC_000056	1	6241329	6269449	-1	RPL22	ENSG00000116251	protein_coding	6269449	chr1:6265650-6296076	6265650	6296076	OK	2.68555	2.7363	0.0270106	0.0412071	0.96645	0.999565	no
chr1	6299252	6309252	XLOC_000058	XLOC_000058	1	6304252	6305638	1	HES3	ENSG00000173673	protein_coding	6304252	chr1:6304251-6305638	6304251	6305638	NOTEST	0.143781	0.0	-inf	0.0	1.0	1.0	no
chr1	6479848	6489848	XLOC_000059	XLOC_000059	1	6484848	6521430	1	ESPN	ENSG00000187017	protein_coding	6484848	chr1:6484840-6580069	6484840	6580069	OK	23.896	24.2946	0.0238629	0.0956774	0.9212	0.999565	no
chr1	6609595	6619595	XLOC_000060	XLOC_000060	1	6581407	6614595	-1	NOL9	ENSG00000162408	protein_coding	6614595	chr1:6581279-6639817	6581279	6639817	OK	1.13738	1.14045	0.00389679	0.00467168	0.9968	0.999565	no
chr1	6635061	6645061	XLOC_000061	XLOC_000061	1	6640061	6649340	1	ZBTB48	ENSG00000204859	protein_coding	6640061	chr1:6640062-6649530	6640062	6649530	OK	3.33722	3.95918	0.246556	0.967305	0.3255	0.999565	no
chr1	6669667	6679667	XLOC_000062	XLOC_000062	1	6650784	6674667	-1	KLHL21	ENSG00000162413	protein_coding	6674667	chr1:6673755-6684093	6673755	6684093	OK	6.2439	6.89177	0.142427	0.659792	0.50715	0.999565	no
chr1	6679926	6689926	XLOC_000063	XLOC_000063	1	6684926	6695646	1	THAP3	ENSG00000041988	protein_coding	6684926	chr1:6684722-6761966	6684722	6761966	OK	4.87216	4.38835	-0.150882	-0.221645	0.8202	0.999565	no
chr1	6840384	6850384	XLOC_000064	XLOC_000064	1	6845384	7829766	1	CAMTA1	ENSG00000171735	protein_coding	6845384	chr1:6845383-7829766	6845383	7829766	OK	29.2068	29.8033	0.0291692	0.113521	0.90245	0.999565	no
chr1	7826329	7836329	XLOC_000065	XLOC_000065	1	7831329	7841492	1	VAMP3	ENSG00000049245	protein_coding	7831329	chr1:7831328-7841492	7831328	7841492	OK	71.1452	74.5847	0.0681118	0.347414	0.7248	0.999565	no
chr1	7839380	7849380	XLOC_000066	XLOC_000066	1	7844380	7905237	1	PER3	ENSG00000049246	protein_coding	7844380	chr1:7844253-7905238	7844253	7905238	OK	2.69787	2.49556	-0.112456	-0.38941	0.6721	0.999565	no
chr1	8009351	8019351	XLOC_000067	XLOC_000067	1	8014351	8045565	1	PARK7	ENSG00000116288	protein_coding	8014351	chr1:8021713-8045342	8021713	8045342	OK	196.96	192.302	-0.0345314	-0.177952	0.8543	0.999565	no
chr1	8081368	8091368	XLOC_000068	XLOC_000068	1	8064464	8086368	-1	ERRFI1	ENSG00000116285	protein_coding	8086368	chr1:8059907-8067217	8059907	8067217	NOTEST	0.255394	0.305259	0.257309	0.0	1.0	1.0	no
chr1	8372886	8382886	XLOC_000071	XLOC_000071	1	8377886	8404227	1	SLC45A1	ENSG00000162426	protein_coding	8377886	chr1:8378166-8404227	8378166	8404227	NOTEST	0.0156715	0.0	-inf	0.0	1.0	1.0	no
chr1	8934308	8944308	XLOC_000072	XLOC_000072	1	8921061	8939308	-1	ENO1	ENSG00000074800	protein_coding	8939308	chr1:8938918-8939347	8938918	8939347	OK	0.821226	0.284468	-1.52951	-1.1395	0.29055	0.999565	no
chr1	9000926	9010926	XLOC_000073	XLOC_000073	1	9005926	9035151	1	CA6	ENSG00000131686	protein_coding	9005926	chr1:9005921-9035148	9005921	9035148	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	9289834	9299834	XLOC_000075	XLOC_000075	1	9294834	9331396	1	H6PD	ENSG00000049239	protein_coding	9294834	chr1:9294806-9331607	9294806	9331607	OK	8.95032	8.6073	-0.0563793	-0.280711	0.76955	0.999565	no
chr1	9347939	9357939	XLOC_000076	XLOC_000076	1	9352939	9429591	1	SPSB1	ENSG00000171621	protein_coding	9352939	chr1:9352940-9429590	9352940	9429590	OK	4.77137	4.52166	-0.0775511	-0.341175	0.7283	0.999565	no
chr1	9594541	9604541	XLOC_000077	XLOC_000077	1	9599541	9645237	1	SLC25A33	ENSG00000171612	protein_coding	9599541	chr1:9599499-9645386	9599499	9645386	OK	73.5095	72.2269	-0.0253946	-0.124136	0.89875	0.999565	no
chr1	9643932	9653932	XLOC_000078	XLOC_000078	1	9648932	9674935	1	TMEM201	ENSG00000188807	protein_coding	9648932	chr1:9648848-9675020	9648848	9675020	OK	5.45664	5.59153	0.0352302	0.160703	0.86835	0.999565	no
chr1	9706790	9716790	XLOC_000079	XLOC_000079	1	9711790	9789172	1	PIK3CD	ENSG00000171608	protein_coding	9711790	chr1:9711789-9884550	9711789	9884550	OK	7.76107	7.00598	-0.147667	-0.386361	0.6977	0.999565	no
chr1	9998465	10008465	XLOC_000080	XLOC_000080	1	9982173	10003465	-1	LZIC	ENSG00000162441	protein_coding	10003465	chr1:9982188-10049755	9982188	10049755	OK	6.96306	6.68273	-0.0592825	-0.140395	0.8847	0.999565	no
chr1	10052264	10062264	XLOC_000081	XLOC_000081	1	10057264	10076078	1	RBP7	ENSG00000162444	protein_coding	10057264	chr1:10057254-10076078	10057254	10076078	OK	0.186204	0.441497	1.24552	1.01251	0.31255	0.999565	no
chr1	10087890	10097890	XLOC_000082	XLOC_000082	1	10092890	10241297	1	UBE4B	ENSG00000130939	protein_coding	10092890	chr1:10093040-10241296	10093040	10241296	OK	13.003	12.8418	-0.0179905	-0.0898308	0.92745	0.999565	no
chr1	10265863	10275863	XLOC_000083	XLOC_000083	1	10270863	10441661	1	KIF1B	ENSG00000054523	protein_coding	10270863	chr1:10270440-10441945	10270440	10441945	OK	17.0285	16.8402	-0.0160442	-0.0798784	0.9359	0.999565	no
chr1	10453649	10463649	XLOC_000084	XLOC_000084	1	10458649	10480201	1	PGD	ENSG00000142657	protein_coding	10458649	chr1:10459084-10480201	10459084	10480201	OK	100.183	101.021	0.0120178	0.0620969	0.9499	0.999565	no
chr1	10485159	10495159	XLOC_000085	XLOC_000085	1	10490159	10512210	1	APITD1	ENSG00000175279	protein_coding	10490159	chr1:10489915-10513512	10489915	10513512	OK	10.6686	10.6521	-0.00224193	-0.00965971	0.9908	0.999565	no
chr1	10527345	10537345	XLOC_000086	XLOC_000086	1	10532345	10690815	1	PEX14	ENSG00000142655	protein_coding	10532345	chr1:10534929-10691112	10534929	10691112	OK	9.67349	9.55765	-0.0173808	-0.0791629	0.933	0.999565	no
chr1	11067414	11077414	XLOC_000087	XLOC_000087	1	11072414	11085796	1	TARDBP	ENSG00000120948	protein_coding	11072414	chr1:11071779-11107586	11071779	11107586	OK	63.2631	62.1587	-0.0254098	-0.125884	0.899	0.999565	no
chr1	11317564	11327564	XLOC_000088	XLOC_000088	1	11166592	11322564	-1	MTOR	ENSG00000198793	protein_coding	11322564	chr1:11166587-11323500	11166587	11323500	NOTEST	0.0648115	0.0561897	-0.205943	0.0	1.0	1.0	no
chr1	11328263	11338263	XLOC_000089	XLOC_000089	1	11333263	11356106	1	UBIAD1	ENSG00000120942	protein_coding	11333263	chr1:11333209-11359833	11333209	11359833	OK	12.1394	11.7685	-0.0447649	-0.215711	0.8251	0.999565	no
chr1	11534223	11544223	XLOC_000090	XLOC_000090	1	11539223	11597641	1	PTCHD2	ENSG00000204624	protein_coding	11539223	chr1:11539294-11597640	11539294	11597640	NOTEST	0.0139357	0.00825983	-0.754599	0.0	1.0	1.0	no
chr1	11710842	11720842	XLOC_000091	XLOC_000091	1	11708424	11715842	-1	FBXO2	ENSG00000116661	protein_coding	11715842	chr1:11705686-11723384	11705686	11723384	OK	8.64857	8.4807	-0.0282796	-0.0517416	0.957	0.999565	no
chr1	11719181	11729181	XLOC_000092	XLOC_000092	1	11724181	11734411	1	FBXO6	ENSG00000116663	protein_coding	11724181	chr1:11724149-11734448	11724149	11734448	OK	5.60168	5.56222	-0.0101991	-0.0413822	0.96395	0.999565	no
chr1	11746786	11756786	XLOC_000093	XLOC_000093	1	11751786	11785914	1	DRAXIN	ENSG00000162490	protein_coding	11751786	chr1:11751780-11780336	11751780	11780336	NOTEST	0.179327	0.171763	-0.0621698	0.0	1.0	1.0	no
chr1	11791141	11801141	XLOC_000094	XLOC_000094	1	11796141	11814859	1	AGTRAP	ENSG00000177674	protein_coding	11796141	chr1:11795886-11813153	11795886	11813153	OK	20.3065	20.1331	-0.0123695	-0.0572891	0.952	0.999565	no
chr1	11816844	11826844	XLOC_000095	XLOC_000095	1	11821844	11849642	1	C1orf167	ENSG00000215910	protein_coding	11821844	chr1:11845656-11908127	11845656	11908127	OK	9.75584	10.2207	0.0671614	0.281757	0.7674	0.999565	no
chr1	11989262	11999262	XLOC_000096	XLOC_000096	1	11994262	12035595	1	PLOD1	ENSG00000083444	protein_coding	11994262	chr1:11994745-12035594	11994745	12035594	OK	43.4767	40.3181	-0.108816	-0.558377	0.56875	0.999565	no
chr1	12035238	12045238	XLOC_000097	XLOC_000097	1	12040238	12073571	1	MFN2	ENSG00000116688	protein_coding	12040238	chr1:12040206-12073572	12040206	12073572	OK	27.6206	27.8039	0.00954037	0.0486769	0.9617	0.999565	no
chr1	12074523	12084523	XLOC_000098	XLOC_000098	1	12079523	12092102	1	MIIP	ENSG00000116691	protein_coding	12079523	chr1:12079381-12092204	12079381	12092204	OK	10.9222	10.766	-0.0207846	-0.0958094	0.92435	0.999565	no
chr1	12118434	12128434	XLOC_000099	XLOC_000099	1	12123434	12204264	1	TNFRSF8	ENSG00000120949	protein_coding	12123434	chr1:12123433-12204264	12123433	12204264	NOTEST	0.0175443	0.0163626	-0.100603	0.0	1.0	1.0	no
chr1	12222060	12232060	XLOC_000100	XLOC_000100	1	12227060	12269285	1	TNFRSF1B	ENSG00000028137	protein_coding	12227060	chr1:12227059-12269277	12227059	12269277	NOTEST	0.0347552	0.0822555	1.24288	0.0	1.0	1.0	no
chr1	12285124	12295124	XLOC_000101	XLOC_000101	1	12290124	12572099	1	VPS13D	ENSG00000048707	protein_coding	12290124	chr1:12290074-12572098	12290074	12572098	OK	2.71852	3.05535	0.168519	0.814776	0.4039	0.999565	no
chr1	12285124	12295124	XLOC_000102	XLOC_000102	1	12290124	12572099	1	VPS13D	ENSG00000048707	protein_coding	12290124	chr1:12290074-12572098	12290074	12572098	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	12699566	12709566	XLOC_000105	XLOC_000105	1	12704566	12727097	1	AADACL4	ENSG00000204518	protein_coding	12704566	chr1:12704565-12727097	12704565	12727097	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	12771118	12781118	XLOC_000106	XLOC_000106	1	12776118	12788726	1	AADACL3	ENSG00000188984	protein_coding	12776118	chr1:12776117-12788726	12776117	12788726	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	12801163	12811163	XLOC_000107	XLOC_000107	1	12806163	12823847	1	C1orf158	ENSG00000157330	protein_coding	12806163	chr1:12806162-12821102	12806162	12821102	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	12829984	12839984	XLOC_000108	XLOC_000108	1	12834984	12838049	1	PRAMEF12	ENSG00000116726	protein_coding	12834984	chr1:12834983-12838048	12834983	12838048	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	12846546	12856546	XLOC_000109	XLOC_000109	1	12851546	12856777	1	PRAMEF1	ENSG00000116721	protein_coding	12851546	chr1:12851545-12856777	12851545	12856777	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	12911941	12921941	XLOC_000110	XLOC_000110	1	12916941	12921764	1	PRAMEF2	ENSG00000120952	protein_coding	12916941	chr1:12916940-12921764	12916940	12921764	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	12971450	12981450	XLOC_000111	XLOC_000111	1	12976450	12980569	1	PRAMEF7	ENSG00000204510	protein_coding	12976450	chr1:12976449-12980568	12976449	12980568	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	13112751	13122751	XLOC_000112	XLOC_000112	1	12998181	13117751	-1	PRAMEF6	ENSG00000232423	protein_coding	13117751	chr1:13035542-13038381	13035542	13038381	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	13354819	13364819	XLOC_000113	XLOC_000113	1	13359819	13369057	1	PRAMEF5	ENSG00000204502	protein_coding	13359819	chr1:13359818-13369057	13359818	13369057	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	13416176	13426176	XLOC_000114	XLOC_000114	1	13421176	13428191	1	PRAMEF9	ENSG00000204501	protein_coding	13421176	chr1:13421175-13428191	13421175	13428191	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	13490254	13500254	XLOC_000115	XLOC_000115	1	13495254	13498260	1	PRAMEF16	ENSG00000204488	protein_coding	13495254	chr1:13495253-13498259	13495253	13498259	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	13511066	13521066	XLOC_000116	XLOC_000116	1	13516066	13526943	1	PRAMEF21	ENSG00000204486	protein_coding	13516066	chr1:13516065-13526943	13516065	13526943	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	13636973	13646973	XLOC_000117	XLOC_000117	1	13641973	13648988	1	PRAMEF15	ENSG00000157358	protein_coding	13641973	chr1:13641972-13648988	13641972	13648988	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	13711092	13721092	XLOC_000118	XLOC_000118	1	13716092	13719089	1	PRAMEF17	ENSG00000204479	protein_coding	13716092	chr1:13716087-13719064	13716087	13719064	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	13731907	13741907	XLOC_000119	XLOC_000119	1	13736907	13747803	1	PRAMEF20	ENSG00000204478	protein_coding	13736907	chr1:13736906-13747803	13736906	13747803	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	13904960	13914960	XLOC_000120	XLOC_000120	1	13909960	13944452	1	PDPN	ENSG00000162493	protein_coding	13909960	chr1:13910251-13944452	13910251	13944452	NOTEST	0.196942	0.131747	-0.580001	0.0	1.0	1.0	no
chr1	14021693	14031693	XLOC_000121	XLOC_000121	1	14026693	14151574	1	PRDM2	ENSG00000116731	protein_coding	14026693	chr1:14026561-14151574	14026561	14151574	OK	2.9901	3.12218	0.0623587	0.274991	0.77205	0.999565	no
chr1	14920200	14930200	XLOC_000122	XLOC_000122	1	14925200	15444539	1	KAZN	ENSG00000189337	protein_coding	14925200	chr1:14925195-15546974	14925195	15546974	OK	10.0675	9.87483	-0.0278767	-0.106585	0.9141	0.999565	no
chr1	14920200	14930200	XLOC_000123	XLOC_000123	1	14925200	15444539	1	KAZN	ENSG00000189337	protein_coding	14925200	chr1:14925195-15546974	14925195	15546974	OK	9.08193	9.91107	0.126042	0.360044	0.71275	0.999565	no
chr1	15568768	15578768	XLOC_000124	XLOC_000124	1	15573768	15726779	1	FHAD1	ENSG00000142621	protein_coding	15573768	chr1:15573767-15724622	15573767	15724622	NOTEST	0.0293579	0.0137384	-1.09554	0.0	1.0	1.0	no
chr1	15731391	15741391	XLOC_000125	XLOC_000125	1	15736391	15756839	1	EFHD2	ENSG00000142634	protein_coding	15736391	chr1:15736164-15756839	15736164	15756839	OK	10.8023	10.5227	-0.03783	-0.178929	0.863	0.999565	no
chr1	15759935	15769935	XLOC_000126	XLOC_000126	1	15764935	15775737	1	CTRC	ENSG00000162438	protein_coding	15764935	chr1:15764937-15773153	15764937	15773153	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	15778223	15788223	XLOC_000127	XLOC_000127	1	15783223	15798586	1	CELA2A	ENSG00000142615	protein_coding	15783223	chr1:15783222-15798586	15783222	15798586	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	15787404	15797404	XLOC_000128	XLOC_000128	1	15792404	15817895	1	CELA2B	ENSG00000215704	protein_coding	15792404	chr1:15802595-15851285	15802595	15851285	NOTEST	0.0	0.0	0.0	0.0	1.0	1.0	no
chr1	15848308	15858308	XLOC_000129	XLOC_000129	1	15853308	15918874	1	DNAJC16	ENSG00000116138	protein_coding	15853308	chr1:15853213-15911818	15853213	15911818	OK	9.02363	9.16948	0.0231323	0.04474	0.9646	0.999565	no
chr1	15938995	15948995	XLOC_000130	XLOC_000130	1	15943995	15995539	1	DDI2	ENSG00000197312	protein_coding	15943995	chr1:15943888-15995570	15943888	15995570	OK	18.9302	17.6597	-0.100231	-0.387874	0.68935	0.999565	no
chr1	16005827	16015827	XLOC_000131	XLOC_000131	1	16010827	16061264	1	PLEKHM2	ENSG00000116786	protein_coding	16010827	chr1:16010808-16061306	16010808	16061306	OK	11.2215	11.2636	0.00540246	0.0265105	0.9792	0.999565	no
chr1	16057900	16067900	XLOC_000132	XLOC_000132	1	16062900	16067891	1	SLC25A34	ENSG00000162461	protein_coding	16062900	chr1:16062734-16076163	16062734	16076163	NOTEST	0.110289	0.274044	1.31311	0.0	1.0	1.0	no
chr1	16057900	16067900	XLOC_000133	XLOC_000133	1	16062900	16067891	1	SLC25A34	ENSG00000162461	protein_coding	16062900	chr1:16062734-16076163	16062734	16076163	OK	0.613996	0.766638	0.320315	0.560954	0.5526	0.999565	no
chr1	16078102	16088102	XLOC_000134	XLOC_000134	1	16083102	16113089	1	FBLIM1	ENSG00000162458	protein_coding	16083102	chr1:16082301-16113120	16082301	16113120	OK	8.85757	8.60336	-0.0420111	-0.194497	0.84325	0.999565	no
