model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
SVM_Linear,789,H3K9ac,,77.7,0.8475,76.1,0.8366,0.8277,0.806,0.668,0.7306,0.762
DirectRanker,1011,H3K9me3,100,46.8,0.53,52.3,0.5593,0.5228,0.5011,0.9582,0.6581,0.178
LogisticRegression,1011,H3K9me3,,55.3,0.5035,52.3,0.5235,0.4968,0.5111,0.096,0.1617,0.102
RandomForest,1011,H3K9me3,,55.7,0.5136,52.1,0.5224,0.4991,0.5,0.0939,0.1582,0.119
SVM_Linear,1011,H3K9me3,,55.6,0.5092,52.3,0.5363,0.5007,0.5156,0.0689,0.1215,0.107
DirectRanker,123,H3K9me3,100,51.6,0.52,50.9,0.5252,0.5159,0.5072,0.9127,0.652,0.175
LogisticRegression,123,H3K9me3,,50.1,0.5101,49.6,0.4866,0.4924,0.5,0.0694,0.122,0.104
RandomForest,123,H3K9me3,,51.7,0.5417,50.6,0.505,0.5046,0.5568,0.0972,0.1655,0.126
SVM_Linear,123,H3K9me3,,49.9,0.5155,49.2,0.483,0.4909,0.4583,0.0437,0.0797,0.077
DirectRanker,42,H3K9me3,100,49.0,0.53,52.7,0.5555,0.5336,0.5098,0.9532,0.6643,0.161
LogisticRegression,42,H3K9me3,,52.6,0.4969,52.5,0.5381,0.5282,0.5909,0.1059,0.1796,0.08
RandomForest,42,H3K9me3,,53.5,0.5132,51.5,0.525,0.5193,0.5417,0.0794,0.1385,0.114
SVM_Linear,42,H3K9me3,,52.4,0.4902,52.6,0.5392,0.5239,0.6133,0.0937,0.1625,0.073
DirectRanker,456,H3K9me3,100,51.2,0.57,51.2,0.5372,0.5244,0.5022,0.9289,0.6519,0.16
LogisticRegression,456,H3K9me3,,54.2,0.5339,51.0,0.5061,0.5002,0.5135,0.0772,0.1343,0.114
RandomForest,456,H3K9me3,,55.3,0.5515,52.7,0.5376,0.5136,0.6338,0.0915,0.1599,0.113
SVM_Linear,456,H3K9me3,,54.5,0.5202,51.0,0.5063,0.5001,0.5172,0.061,0.1091,0.093
DirectRanker,789,H3K9me3,100,48.7,0.53,52.4,0.5499,0.5177,0.5049,0.9629,0.6624,0.155
LogisticRegression,789,H3K9me3,,52.5,0.4936,51.6,0.5217,0.4974,0.5067,0.0784,0.1357,0.087
RandomForest,789,H3K9me3,,54.3,0.529,52.6,0.5409,0.5148,0.5965,0.0701,0.1255,0.108
SVM_Linear,789,H3K9me3,,53.3,0.5074,51.2,0.5074,0.4924,0.4762,0.0619,0.1095,0.081
DirectRanker,1011,H3K27ac,100,70.2,0.81,69.3,0.8206,0.8017,0.6433,0.8058,0.7155,0.772
LogisticRegression,1011,H3K27ac,,74.3,0.7866,74.0,0.7884,0.7553,0.7951,0.6159,0.6941,0.682
RandomForest,1011,H3K27ac,,75.3,0.8266,76.0,0.8469,0.83,0.8056,0.6576,0.7241,0.706
SVM_Linear,1011,H3K27ac,,74.3,0.7858,74.4,0.7927,0.7597,0.8005,0.62,0.6988,0.678
DirectRanker,123,H3K27ac,100,76.2,0.85,71.5,0.8029,0.7774,0.6798,0.8214,0.7439,0.787
LogisticRegression,123,H3K27ac,,74.9,0.8184,71.4,0.7876,0.7557,0.793,0.5853,0.6735,0.688
RandomForest,123,H3K27ac,,78.0,0.866,73.3,0.8195,0.8188,0.8,0.627,0.703,0.737
SVM_Linear,123,H3K27ac,,75.0,0.8186,71.0,0.7888,0.7563,0.7923,0.5754,0.6667,0.679
DirectRanker,42,H3K27ac,100,72.7,0.84,72.2,0.8343,0.8162,0.6699,0.8554,0.7513,0.774
LogisticRegression,42,H3K27ac,,74.5,0.8091,73.8,0.8114,0.7893,0.8103,0.609,0.6953,0.697
RandomForest,42,H3K27ac,,77.8,0.8471,76.6,0.8492,0.8313,0.827,0.6619,0.7353,0.713
SVM_Linear,42,H3K27ac,,74.1,0.8069,73.6,0.8111,0.7878,0.8059,0.609,0.6937,0.697
DirectRanker,456,H3K27ac,100,73.0,0.83,73.5,0.8347,0.8189,0.6895,0.8394,0.7571,0.797
LogisticRegression,456,H3K27ac,,74.9,0.811,72.2,0.7894,0.7593,0.773,0.6159,0.6855,0.689
RandomForest,456,H3K27ac,,76.4,0.8499,75.7,0.8542,0.8408,0.8201,0.6484,0.7242,0.743
SVM_Linear,456,H3K27ac,,74.3,0.8109,72.5,0.7928,0.7614,0.7878,0.6037,0.6835,0.692
DirectRanker,789,H3K27ac,31,73.4,0.84,73.3,0.8346,0.8136,0.6811,0.8454,0.7544,0.781
LogisticRegression,789,H3K27ac,,77.2,0.8292,74.5,0.8165,0.7978,0.8075,0.6227,0.7031,0.706
RandomForest,789,H3K27ac,,77.8,0.8551,77.1,0.8531,0.8387,0.8316,0.6619,0.7371,0.721
SVM_Linear,789,H3K27ac,,77.5,0.8281,74.4,0.8192,0.7972,0.8053,0.6227,0.7023,0.701
DirectRanker,1011,H3K27me3,100,64.9,0.7,68.7,0.7501,0.7234,0.6566,0.7265,0.6898,0.933
LogisticRegression,1011,H3K27me3,,62.0,0.6491,64.4,0.695,0.6466,0.6401,0.5866,0.6122,0.75
RandomForest,1011,H3K27me3,,66.5,0.7157,69.2,0.7543,0.728,0.6948,0.6367,0.6645,0.783
SVM_Linear,1011,H3K27me3,,62.0,0.6494,65.0,0.6966,0.6496,0.6547,0.5699,0.6094,0.731
DirectRanker,123,H3K27me3,100,66.6,0.72,64.9,0.7077,0.7059,0.6446,0.6766,0.6602,0.943
LogisticRegression,123,H3K27me3,,61.8,0.6682,63.2,0.6724,0.6705,0.6567,0.5655,0.6077,0.777
RandomForest,123,H3K27me3,,66.1,0.7172,63.6,0.6904,0.6869,0.6584,0.5774,0.6152,0.813
SVM_Linear,123,H3K27me3,,61.5,0.6678,63.0,0.6722,0.6692,0.6618,0.5437,0.5969,0.76
DirectRanker,42,H3K27me3,100,64.5,0.7,62.1,0.6892,0.6745,0.6011,0.6782,0.6373,0.951
LogisticRegression,42,H3K27me3,,61.6,0.6341,60.7,0.6283,0.6127,0.6025,0.5866,0.5944,0.757
RandomForest,42,H3K27me3,,68.1,0.7271,64.3,0.7137,0.6866,0.6419,0.6171,0.6293,0.797
SVM_Linear,42,H3K27me3,,61.2,0.6371,60.4,0.63,0.6131,0.603,0.5662,0.584,0.759
DirectRanker,456,H3K27me3,100,67.0,0.75,65.5,0.7187,0.6944,0.6395,0.685,0.6614,0.944
LogisticRegression,456,H3K27me3,,64.6,0.6938,63.3,0.6757,0.6659,0.643,0.5711,0.605,0.764
RandomForest,456,H3K27me3,,69.0,0.7548,67.1,0.723,0.7094,0.6815,0.622,0.6504,0.782
SVM_Linear,456,H3K27me3,,64.7,0.6943,63.5,0.6774,0.6653,0.6494,0.561,0.602,0.734
DirectRanker,789,H3K27me3,100,65.3,0.72,63.8,0.7017,0.6827,0.6185,0.6619,0.6394,0.948
LogisticRegression,789,H3K27me3,,60.6,0.6423,62.4,0.6421,0.6166,0.6247,0.5629,0.5922,0.772
RandomForest,789,H3K27me3,,66.4,0.7272,65.1,0.6982,0.6781,0.6604,0.5773,0.6161,0.802
SVM_Linear,789,H3K27me3,,60.5,0.6402,61.8,0.6407,0.6165,0.6229,0.5381,0.5774,0.761
DirectRanker,1011,H3K4me3-H3K9ac,24,77.5,0.86,75.7,0.855,0.8582,0.7305,0.7808,0.7548,0.925
LogisticRegression,1011,H3K4me3-H3K9ac,,77.1,0.8332,77.1,0.8448,0.8349,0.8019,0.6931,0.7436,0.753
RandomForest,1011,H3K4me3-H3K9ac,,77.9,0.8547,78.4,0.8784,0.8666,0.8124,0.714,0.76,0.798
SVM_Linear,1011,H3K4me3-H3K9ac,,77.1,0.8323,77.3,0.8477,0.8367,0.8088,0.6889,0.7441,0.76
DirectRanker,123,H3K4me3-H3K9ac,35,78.6,0.88,73.5,0.8174,0.8096,0.7145,0.7897,0.7502,0.929
LogisticRegression,123,H3K4me3-H3K9ac,,78.2,0.8612,73.7,0.8035,0.7816,0.7696,0.6825,0.7234,0.786
RandomForest,123,H3K4me3-H3K9ac,,79.1,0.8856,76.5,0.8345,0.8323,0.7868,0.7321,0.7585,0.838
SVM_Linear,123,H3K4me3-H3K9ac,,78.2,0.8591,74.2,0.8044,0.78,0.7746,0.6885,0.729,0.775
DirectRanker,42,H3K4me3-H3K9ac,24,75.5,0.86,75.7,0.8526,0.844,0.7313,0.7984,0.7634,0.929
LogisticRegression,42,H3K4me3-H3K9ac,,77.4,0.835,76.2,0.8388,0.8189,0.783,0.7128,0.7463,0.781
RandomForest,42,H3K4me3-H3K9ac,,78.9,0.8695,78.9,0.8663,0.8556,0.8125,0.7413,0.7753,0.816
SVM_Linear,42,H3K4me3-H3K9ac,,77.3,0.8354,76.0,0.8406,0.8185,0.7846,0.7047,0.7425,0.774
DirectRanker,456,H3K4me3-H3K9ac,18,75.3,0.85,77.9,0.8659,0.857,0.7533,0.8191,0.7848,0.919
LogisticRegression,456,H3K4me3-H3K9ac,,75.8,0.8338,77.0,0.8503,0.8427,0.8119,0.6931,0.7478,0.77
RandomForest,456,H3K4me3-H3K9ac,,77.6,0.8591,77.8,0.8753,0.8589,0.8111,0.7154,0.7603,0.826
SVM_Linear,456,H3K4me3-H3K9ac,,75.8,0.8325,76.3,0.8501,0.8432,0.8014,0.689,0.741,0.767
DirectRanker,789,H3K4me3-H3K9ac,40,76.3,0.86,74.2,0.8477,0.8518,0.7075,0.7979,0.75,0.913
LogisticRegression,789,H3K4me3-H3K9ac,,76.3,0.8302,75.7,0.8309,0.8199,0.7854,0.6866,0.7327,0.77
RandomForest,789,H3K4me3-H3K9ac,,78.8,0.8706,76.8,0.8634,0.8623,0.7921,0.7072,0.7473,0.809
SVM_Linear,789,H3K4me3-H3K9ac,,76.3,0.8291,75.3,0.8339,0.8241,0.778,0.6866,0.7295,0.765
DirectRanker,1011,H3K4me3-H3K9me3,36,75.3,0.84,75.0,0.8465,0.8422,0.7198,0.7829,0.75,0.949
LogisticRegression,1011,H3K4me3-H3K9me3,,74.1,0.8033,76.0,0.8258,0.798,0.7747,0.7035,0.7374,0.801
RandomForest,1011,H3K4me3-H3K9me3,,75.3,0.8282,76.7,0.855,0.8417,0.7783,0.7182,0.747,0.802
SVM_Linear,1011,H3K4me3-H3K9me3,,73.5,0.7974,74.7,0.8171,0.7877,0.758,0.6931,0.7241,0.791
DirectRanker,123,H3K4me3-H3K9me3,31,77.1,0.86,73.1,0.8073,0.7949,0.7132,0.7798,0.745,0.946
LogisticRegression,123,H3K4me3-H3K9me3,,76.6,0.8345,71.2,0.7722,0.7361,0.7358,0.6687,0.7006,0.785
RandomForest,123,H3K4me3-H3K9me3,,75.6,0.8489,73.8,0.8143,0.8103,0.7574,0.7063,0.731,0.823
SVM_Linear,123,H3K4me3-H3K9me3,,75.4,0.8331,69.6,0.7613,0.7192,0.7252,0.6389,0.6793,0.761
DirectRanker,42,H3K4me3-H3K9me3,28,74.8,0.85,73.6,0.8186,0.806,0.7137,0.7719,0.7417,0.94
LogisticRegression,42,H3K4me3-H3K9me3,,73.4,0.8009,74.4,0.8079,0.7899,0.756,0.7067,0.7305,0.799
RandomForest,42,H3K4me3-H3K9me3,,77.6,0.8546,76.2,0.8348,0.8237,0.7843,0.7108,0.7457,0.82
SVM_Linear,42,H3K4me3-H3K9me3,,72.9,0.7927,72.6,0.7994,0.7794,0.7406,0.6802,0.7091,0.783
DirectRanker,456,H3K4me3-H3K9me3,19,74.5,0.84,74.0,0.8382,0.8306,0.7172,0.7785,0.7466,0.931
LogisticRegression,456,H3K4me3-H3K9me3,,73.2,0.8154,74.7,0.8179,0.8087,0.765,0.7012,0.7317,0.802
RandomForest,456,H3K4me3-H3K9me3,,74.9,0.8353,75.1,0.8447,0.8316,0.778,0.6911,0.732,0.795
SVM_Linear,456,H3K4me3-H3K9me3,,73.1,0.8088,74.9,0.8172,0.8117,0.7732,0.6931,0.731,0.796
DirectRanker,789,H3K4me3-H3K9me3,36,73.5,0.83,71.8,0.8192,0.8222,0.6869,0.7691,0.7257,0.924
LogisticRegression,789,H3K4me3-H3K9me3,,74.3,0.8119,71.7,0.7877,0.7492,0.7306,0.6598,0.6934,0.764
RandomForest,789,H3K4me3-H3K9me3,,75.0,0.8322,74.6,0.8257,0.815,0.7643,0.6887,0.7245,0.787
SVM_Linear,789,H3K4me3-H3K9me3,,74.2,0.8071,71.4,0.7843,0.7465,0.7267,0.6577,0.6905,0.751
DirectRanker,1011,H3K4me3-H3K27ac,38,75.4,0.84,75.3,0.8479,0.8504,0.7257,0.7787,0.7513,0.925
LogisticRegression,1011,H3K4me3-H3K27ac,,74.9,0.822,75.7,0.8305,0.8159,0.7837,0.6806,0.7285,0.782
RandomForest,1011,H3K4me3-H3K27ac,,76.4,0.8436,77.2,0.8685,0.8616,0.7885,0.7161,0.7505,0.816
SVM_Linear,1011,H3K4me3-H3K27ac,,75.1,0.8254,75.7,0.8328,0.8198,0.785,0.6785,0.7279,0.772
DirectRanker,123,H3K4me3-H3K27ac,54,79.6,0.88,74.0,0.8199,0.8114,0.7226,0.7857,0.7529,0.931
LogisticRegression,123,H3K4me3-H3K27ac,,77.9,0.8543,76.1,0.8175,0.7962,0.7887,0.7183,0.7518,0.797
RandomForest,123,H3K4me3-H3K27ac,,79.2,0.8794,76.5,0.8409,0.8413,0.7918,0.7242,0.7565,0.841
SVM_Linear,123,H3K4me3-H3K27ac,,77.6,0.8547,75.4,0.8168,0.7974,0.7879,0.7004,0.7416,0.79
DirectRanker,42,H3K4me3-H3K27ac,14,75.5,0.86,76.1,0.8535,0.8499,0.7316,0.8106,0.7691,0.929
LogisticRegression,42,H3K4me3-H3K27ac,,76.6,0.8407,76.7,0.8387,0.8277,0.7905,0.7149,0.7508,0.808
RandomForest,42,H3K4me3-H3K27ac,,80.8,0.8741,78.2,0.8645,0.8566,0.8027,0.7373,0.7686,0.828
SVM_Linear,42,H3K4me3-H3K27ac,,76.9,0.8423,77.4,0.8418,0.8304,0.8005,0.7189,0.7575,0.793
DirectRanker,456,H3K4me3-H3K27ac,38,76.0,0.85,76.4,0.8564,0.8454,0.737,0.8089,0.7713,0.92
LogisticRegression,456,H3K4me3-H3K27ac,,75.4,0.8303,75.7,0.8393,0.8254,0.7862,0.6951,0.7379,0.807
RandomForest,456,H3K4me3-H3K27ac,,77.4,0.8598,77.6,0.8668,0.8461,0.8045,0.7195,0.7597,0.831
SVM_Linear,456,H3K4me3-H3K27ac,,76.1,0.8303,75.8,0.8412,0.828,0.7894,0.6931,0.7381,0.793
DirectRanker,789,H3K4me3-H3K27ac,38,76.1,0.86,73.9,0.8526,0.8546,0.7051,0.7938,0.7468,0.911
LogisticRegression,789,H3K4me3-H3K27ac,,77.5,0.8329,76.0,0.8342,0.824,0.7829,0.699,0.7386,0.768
RandomForest,789,H3K4me3-H3K27ac,,78.9,0.8605,78.3,0.8651,0.8537,0.8059,0.7278,0.7649,0.81
SVM_Linear,789,H3K4me3-H3K27ac,,77.3,0.8316,76.8,0.8346,0.8239,0.7949,0.7031,0.7462,0.758
DirectRanker,1011,H3K4me3-H3K27me3,34,77.4,0.85,75.9,0.8562,0.8542,0.7449,0.7557,0.7503,0.974
LogisticRegression,1011,H3K4me3-H3K27me3,,75.0,0.8238,76.1,0.8486,0.8362,0.7778,0.7015,0.7377,0.793
RandomForest,1011,H3K4me3-H3K27me3,,75.8,0.8384,77.9,0.8705,0.8627,0.7892,0.7349,0.7611,0.792
SVM_Linear,1011,H3K4me3-H3K27me3,,75.2,0.8234,75.9,0.8471,0.8367,0.778,0.6952,0.7343,0.788
DirectRanker,123,H3K4me3-H3K27me3,36,79.1,0.87,74.0,0.8194,0.8168,0.7268,0.7758,0.7505,0.968
LogisticRegression,123,H3K4me3-H3K27me3,,77.7,0.8521,73.4,0.8073,0.7896,0.7587,0.6925,0.7241,0.814
RandomForest,123,H3K4me3-H3K27me3,,76.8,0.8653,75.2,0.8331,0.8397,0.7723,0.7202,0.7454,0.828
SVM_Linear,123,H3K4me3-H3K27me3,,77.6,0.8521,73.1,0.8073,0.7881,0.7527,0.6944,0.7224,0.809
DirectRanker,42,H3K4me3-H3K27me3,17,76.6,0.85,74.6,0.826,0.8188,0.7319,0.7617,0.7465,0.98
LogisticRegression,42,H3K4me3-H3K27me3,,75.1,0.8305,73.3,0.8137,0.8008,0.7403,0.7026,0.721,0.823
RandomForest,42,H3K4me3-H3K27me3,,78.2,0.8611,77.0,0.8486,0.8314,0.7946,0.7169,0.7537,0.823
SVM_Linear,42,H3K4me3-H3K27me3,,74.6,0.8312,73.4,0.8132,0.8009,0.7409,0.7047,0.7223,0.823
DirectRanker,456,H3K4me3-H3K27me3,53,75.5,0.86,75.2,0.851,0.85,0.7383,0.7683,0.753,0.971
LogisticRegression,456,H3K4me3-H3K27me3,,75.9,0.8366,75.1,0.8442,0.8446,0.7624,0.7175,0.7393,0.802
RandomForest,456,H3K4me3-H3K27me3,,77.1,0.857,77.5,0.8631,0.8527,0.7921,0.7358,0.7629,0.828
SVM_Linear,456,H3K4me3-H3K27me3,,75.3,0.8377,75.0,0.8459,0.8465,0.763,0.7134,0.7374,0.802
DirectRanker,789,H3K4me3-H3K27me3,63,76.2,0.84,73.1,0.83,0.8364,0.7085,0.7567,0.7318,0.981
LogisticRegression,789,H3K4me3-H3K27me3,,74.4,0.8181,72.6,0.8084,0.7989,0.7279,0.6948,0.711,0.809
RandomForest,789,H3K4me3-H3K27me3,,77.5,0.8516,75.1,0.8358,0.8317,0.7658,0.701,0.732,0.802
SVM_Linear,789,H3K4me3-H3K27me3,,74.9,0.8178,72.8,0.807,0.7989,0.732,0.6928,0.7119,0.819
DirectRanker,1011,H3K9ac-H3K9me3,86,75.3,0.86,75.4,0.8682,0.8699,0.7145,0.81,0.7593,0.899
LogisticRegression,1011,H3K9ac-H3K9me3,,75.7,0.8214,75.7,0.8293,0.8027,0.7796,0.6868,0.7303,0.764
RandomForest,1011,H3K9ac-H3K9me3,,78.4,0.8582,79.3,0.8824,0.8681,0.8192,0.7286,0.7713,0.796
SVM_Linear,1011,H3K9ac-H3K9me3,,75.0,0.8202,74.8,0.8222,0.7944,0.7696,0.6764,0.72,0.758
DirectRanker,123,H3K9ac-H3K9me3,100,78.2,0.88,72.4,0.8132,0.8035,0.7021,0.7857,0.7416,0.901
LogisticRegression,123,H3K9ac-H3K9me3,,76.9,0.8447,70.9,0.7727,0.743,0.7483,0.6369,0.6881,0.745
RandomForest,123,H3K9ac-H3K9me3,,79.2,0.8837,74.3,0.8316,0.8281,0.7691,0.7004,0.7331,0.815
SVM_Linear,123,H3K9ac-H3K9me3,,76.6,0.8418,70.4,0.7622,0.727,0.7476,0.623,0.6797,0.725
DirectRanker,42,H3K9ac-H3K9me3,33,74.7,0.85,74.7,0.8575,0.8495,0.7095,0.8208,0.7611,0.89
LogisticRegression,42,H3K9ac-H3K9me3,,75.3,0.814,77.3,0.8415,0.8276,0.792,0.7291,0.7593,0.763
RandomForest,42,H3K9ac-H3K9me3,,77.8,0.8672,78.0,0.8663,0.8498,0.7991,0.7373,0.7669,0.812
SVM_Linear,42,H3K9ac-H3K9me3,,74.2,0.8055,75.8,0.8346,0.8183,0.7761,0.7128,0.7431,0.747
DirectRanker,456,H3K9ac-H3K9me3,100,77.0,0.86,77.6,0.8703,0.8618,0.7436,0.8313,0.785,0.889
LogisticRegression,456,H3K9ac-H3K9me3,,76.8,0.8376,76.9,0.8303,0.8156,0.8071,0.6972,0.7481,0.765
RandomForest,456,H3K9ac-H3K9me3,,77.1,0.8648,78.0,0.8727,0.8612,0.8317,0.6931,0.7561,0.792
SVM_Linear,456,H3K9ac-H3K9me3,,76.2,0.8322,76.4,0.8303,0.8202,0.8019,0.6911,0.7424,0.763
DirectRanker,789,H3K9ac-H3K9me3,54,76.9,0.87,75.3,0.8485,0.8502,0.7125,0.8227,0.7636,0.879
LogisticRegression,789,H3K9ac-H3K9me3,,77.0,0.8421,73.7,0.818,0.7939,0.7681,0.6557,0.7075,0.77
RandomForest,789,H3K9ac-H3K9me3,,78.3,0.8698,76.8,0.8617,0.86,0.8005,0.6948,0.7439,0.792
SVM_Linear,789,H3K9ac-H3K9me3,,77.1,0.8415,73.5,0.8186,0.791,0.7632,0.6577,0.7065,0.756
DirectRanker,1011,H3K9ac-H3K27ac,73,75.6,0.86,74.7,0.8637,0.8636,0.7055,0.81,0.7541,0.86
LogisticRegression,1011,H3K9ac-H3K27ac,,76.2,0.823,76.8,0.8328,0.8139,0.8095,0.6743,0.7358,0.736
RandomForest,1011,H3K9ac-H3K27ac,,77.7,0.8557,79.1,0.8818,0.8663,0.8325,0.7056,0.7638,0.783
SVM_Linear,1011,H3K9ac-H3K27ac,,76.0,0.8268,76.5,0.8372,0.8179,0.8112,0.6639,0.7302,0.732
DirectRanker,123,H3K9ac-H3K27ac,37,77.6,0.87,73.2,0.8201,0.8076,0.7063,0.8016,0.7509,0.871
LogisticRegression,123,H3K9ac-H3K27ac,,77.0,0.8497,72.9,0.8026,0.7809,0.7754,0.6508,0.7077,0.744
RandomForest,123,H3K9ac-H3K27ac,,79.0,0.8879,75.7,0.8361,0.8297,0.7894,0.7063,0.7455,0.816
SVM_Linear,123,H3K9ac-H3K27ac,,77.0,0.8518,73.6,0.8036,0.7811,0.7857,0.6548,0.7143,0.726
DirectRanker,42,H3K9ac-H3K27ac,62,74.3,0.85,74.6,0.8612,0.8556,0.7075,0.8228,0.7608,0.86
LogisticRegression,42,H3K9ac-H3K27ac,,77.1,0.8413,75.6,0.8342,0.821,0.7906,0.6843,0.7336,0.749
RandomForest,42,H3K9ac-H3K27ac,,78.5,0.8662,79.0,0.8723,0.8567,0.82,0.7332,0.7742,0.802
SVM_Linear,42,H3K9ac-H3K27ac,,77.4,0.8425,75.7,0.8363,0.8212,0.7938,0.6823,0.7338,0.744
DirectRanker,456,H3K9ac-H3K27ac,100,75.7,0.86,77.9,0.8706,0.8587,0.7433,0.8415,0.7893,0.866
LogisticRegression,456,H3K9ac-H3K27ac,,76.5,0.8326,75.9,0.8412,0.8213,0.8054,0.6728,0.7331,0.756
RandomForest,456,H3K9ac-H3K27ac,,79.1,0.8666,78.4,0.875,0.8622,0.8317,0.7033,0.7621,0.803
SVM_Linear,456,H3K9ac-H3K27ac,,76.8,0.8362,75.8,0.8395,0.8207,0.8109,0.6626,0.7293,0.749
DirectRanker,789,H3K9ac-H3K27ac,28,75.8,0.87,74.5,0.8519,0.8497,0.6983,0.8351,0.7606,0.853
LogisticRegression,789,H3K9ac-H3K27ac,,76.8,0.8327,76.6,0.835,0.8237,0.8024,0.6866,0.74,0.743
RandomForest,789,H3K9ac-H3K27ac,,78.8,0.868,78.1,0.8678,0.8641,0.8197,0.7031,0.7569,0.788
SVM_Linear,789,H3K9ac-H3K27ac,,76.6,0.8339,76.3,0.8366,0.8258,0.8085,0.6701,0.7328,0.724
