item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max,test_acc_score,test_auc_score
H3K27ac-H3K27me3-H3K9me3-H3K9ac-H3K4me3,0.4849,0.5115,0.684,72.21,78.0818,79.08,0.72,0.7811,0.79,0.5189,0.5288,0.6714,75.67,77.3937,77.85,0.76,0.7748,0.78,76.89,0.77
H3K27me3-H3K4me3-H3K9ac-H3K9me3-H3K27ac,0.4861,0.5119,0.6833,70.87,78.0037,79.01,0.71,0.7806,0.79,0.5189,0.5279,0.6709,76.29,77.3304,77.76,0.76,0.7738,0.78,76.82,0.77
H3K27me3-H3K4me3-H3K9ac-H3K27ac-H3K9me3,0.4784,0.506,0.6846,50.01,77.8217,79.36,0.5,0.7782,0.79,0.5191,0.5273,0.6661,49.99,77.0547,77.9,0.5,0.7706,0.78,76.76,0.77
H3K27me3-H3K4me3-H3K9me3-H3K9ac-H3K27ac,0.4806,0.5061,0.6806,58.26,78.1058,79.46,0.58,0.7814,0.79,0.5188,0.5261,0.6579,75.11,77.4963,77.9,0.75,0.7762,0.78,76.85,0.77
H3K27me3-H3K4me3-H3K9me3-H3K27ac-H3K9ac,0.4861,0.5118,0.686,70.17,78.0346,78.98,0.7,0.7812,0.79,0.5188,0.5284,0.6752,76.13,77.363,77.84,0.76,0.775,0.78,76.9,0.77
H3K27me3-H3K4me3-H3K27ac-H3K9ac-H3K9me3,0.4829,0.5102,0.6787,68.16,78.0897,79.21,0.68,0.7814,0.79,0.5202,0.5289,0.6602,76.29,77.2903,77.86,0.76,0.7738,0.78,76.71,0.77
H3K27me3-H3K4me3-H3K27ac-H3K9me3-H3K9ac,0.4868,0.5137,0.6874,69.56,77.9005,78.94,0.7,0.7795,0.79,0.5192,0.5294,0.679,76.01,77.269,77.76,0.76,0.7736,0.78,76.82,0.77
H3K27me3-H3K9ac-H3K4me3-H3K9me3-H3K27ac,0.4833,0.5115,0.6822,65.13,78.0381,79.12,0.65,0.7806,0.79,0.5194,0.5292,0.6668,76.26,77.2926,77.85,0.76,0.7729,0.78,76.92,0.77
H3K27me3-H3K9ac-H3K4me3-H3K27ac-H3K9me3,0.4842,0.5085,0.6802,51.33,77.9398,78.92,0.51,0.7797,0.79,0.519,0.5261,0.6603,73.38,77.3772,77.88,0.73,0.7743,0.78,76.96,0.77
H3K27me3-H3K9ac-H3K9me3-H3K4me3-H3K27ac,0.4823,0.5103,0.6818,69.77,78.0262,79.17,0.7,0.7804,0.79,0.519,0.5291,0.6684,74.72,77.2768,77.97,0.75,0.773,0.78,76.9,0.77
H3K27me3-H3K9ac-H3K9me3-H3K27ac-H3K4me3,0.4836,0.5128,0.6812,49.99,77.5706,79.04,0.5,0.7761,0.79,0.5207,0.5313,0.6675,49.99,76.8882,77.76,0.5,0.7691,0.78,76.9,0.77
H3K27me3-H3K9ac-H3K27ac-H3K4me3-H3K9me3,0.4795,0.5056,0.6752,55.7,78.0358,79.29,0.56,0.7807,0.79,0.5195,0.5268,0.6519,74.95,77.3692,77.94,0.75,0.774,0.78,76.78,0.77
H3K27me3-H3K9ac-H3K27ac-H3K9me3-H3K4me3,0.4837,0.51,0.6818,72.12,78.0879,79.05,0.72,0.7813,0.79,0.52,0.5285,0.667,75.56,77.266,77.86,0.76,0.7727,0.78,76.77,0.77
H3K27me3-H3K9me3-H3K4me3-H3K9ac-H3K27ac,0.4842,0.511,0.6846,50.01,77.5822,79.02,0.5,0.7767,0.79,0.5189,0.528,0.6707,49.99,77.0518,77.88,0.5,0.7717,0.78,76.89,0.77
H3K27me3-H3K9me3-H3K4me3-H3K27ac-H3K9ac,0.484,0.5085,0.6808,61.2,78.0294,79.01,0.61,0.7807,0.79,0.5188,0.526,0.663,76.05,77.3724,77.82,0.76,0.7747,0.78,76.86,0.77
H3K27me3-H3K9me3-H3K9ac-H3K4me3-H3K27ac,0.4815,0.507,0.6794,68.83,78.1617,79.36,0.69,0.7817,0.79,0.5194,0.527,0.6584,75.69,77.3471,77.9,0.76,0.7734,0.78,76.88,0.77
H3K27me3-H3K9me3-H3K9ac-H3K27ac-H3K4me3,0.482,0.5079,0.6789,70.6,78.2202,79.13,0.71,0.7823,0.79,0.5188,0.5268,0.6608,76.39,77.3964,77.93,0.76,0.7752,0.78,76.88,0.77
H3K27me3-H3K9me3-H3K27ac-H3K4me3-H3K9ac,0.485,0.5108,0.6795,52.12,77.7826,79.04,0.52,0.7781,0.79,0.5199,0.5286,0.6615,71.98,77.233,77.8,0.72,0.7733,0.78,76.92,0.77
H3K27me3-H3K9me3-H3K27ac-H3K9ac-H3K4me3,0.4819,0.5099,0.6709,67.85,78.0977,79.17,0.68,0.7812,0.79,0.5204,0.5298,0.6481,76.01,77.1668,77.8,0.76,0.7708,0.78,76.74,0.77
H3K27me3-H3K27ac-H3K4me3-H3K9ac-H3K9me3,0.48,0.5091,0.6775,50.22,77.8547,79.23,0.5,0.7784,0.79,0.5204,0.53,0.6602,70.3,77.1918,77.8,0.7,0.7723,0.78,76.88,0.77
H3K27me3-H3K27ac-H3K4me3-H3K9me3-H3K9ac,0.4847,0.5094,0.6818,69.81,78.007,79.04,0.7,0.7808,0.79,0.5189,0.5271,0.6635,76.16,77.3434,77.86,0.76,0.7741,0.78,76.9,0.77
H3K27me3-H3K27ac-H3K9ac-H3K4me3-H3K9me3,0.4854,0.51,0.6851,61.85,77.9823,79.05,0.62,0.7805,0.79,0.519,0.5271,0.6679,75.03,77.3451,77.82,0.75,0.7743,0.78,76.93,0.77
H3K27me3-H3K27ac-H3K9ac-H3K9me3-H3K4me3,0.4856,0.511,0.686,53.91,77.8158,78.98,0.54,0.7792,0.79,0.5192,0.5279,0.6699,73.24,77.2763,77.77,0.73,0.7733,0.78,76.67,0.77
H3K27me3-H3K27ac-H3K9me3-H3K4me3-H3K9ac,0.4797,0.5061,0.6782,52.26,77.992,79.21,0.52,0.7805,0.79,0.5191,0.5265,0.658,74.75,77.3436,77.86,0.75,0.7739,0.78,76.73,0.77
H3K27me3-H3K27ac-H3K9me3-H3K9ac-H3K4me3,0.4809,0.507,0.6782,50.03,77.9354,79.19,0.5,0.7797,0.79,0.5203,0.5272,0.6559,70.46,77.3409,77.8,0.7,0.7738,0.78,76.63,0.77
H3K4me3,0.5086,0.5223,0.6682,57.21,76.4083,77.2,0.57,0.7633,0.77,0.5363,0.5396,0.6323,74.83,75.934,76.24,0.75,0.7593,0.76,75.48,0.75
H3K9ac,0.509,0.523,0.6784,67.96,77.2238,77.9,0.68,0.7731,0.78,0.531,0.537,0.6577,75.38,76.4757,76.78,0.75,0.7666,0.77,75.49,0.75
H3K9me3,0.6928,0.693,0.6933,48.72,50.1726,51.26,0.49,0.502,0.51,0.6929,0.693,0.6932,49.63,50.5922,50.78,0.5,0.5085,0.51,50.81,0.51
H3K27ac,0.5102,0.5239,0.6684,67.23,77.394,78.13,0.67,0.7743,0.78,0.5286,0.5347,0.6323,73.69,77.1157,77.65,0.74,0.7701,0.78,76.92,0.77
H3K27me3,0.6649,0.6738,0.693,50.41,54.5825,55.64,0.5,0.5455,0.56,0.6729,0.6785,0.6928,50.01,54.9696,55.36,0.5,0.5475,0.55,55.71,0.56
H3K4me3-H3K9ac,0.4961,0.5145,0.6748,67.25,77.5903,78.48,0.67,0.776,0.78,0.5286,0.5333,0.6458,76.01,76.8891,77.28,0.76,0.7691,0.77,75.91,0.76
H3K9ac-H3K4me3,0.4918,0.5115,0.6678,59.32,77.6459,78.74,0.59,0.7767,0.79,0.5281,0.5325,0.632,75.64,76.9576,77.4,0.76,0.7691,0.77,75.73,0.76
H3K4me3-H3K9me3,0.5135,0.5282,0.6854,50.16,76.213,77.01,0.5,0.762,0.77,0.5368,0.5424,0.6702,50.06,75.6385,76.39,0.5,0.7562,0.76,75.44,0.75
H3K9me3-H3K4me3,0.5129,0.5275,0.6835,50.01,76.1659,76.98,0.5,0.7621,0.77,0.5363,0.5414,0.6632,49.99,75.67,76.28,0.5,0.7563,0.76,75.48,0.75
H3K4me3-H3K27ac,0.4884,0.5106,0.6721,71.21,78.0158,79.04,0.71,0.7802,0.79,0.5226,0.5303,0.6477,75.69,77.2779,77.82,0.76,0.7743,0.78,76.99,0.77
H3K27ac-H3K4me3,0.4924,0.5124,0.6804,55.05,77.7506,78.69,0.55,0.7771,0.79,0.5218,0.5291,0.6602,75.79,77.2258,77.76,0.76,0.7725,0.78,76.96,0.77
H3K4me3-H3K27me3,0.5018,0.5194,0.675,51.6,76.5439,77.51,0.52,0.7653,0.78,0.5314,0.5361,0.6461,74.46,76.3187,76.82,0.74,0.7634,0.77,75.58,0.76
H3K27me3-H3K4me3,0.5055,0.5236,0.6854,53.62,76.4841,77.4,0.54,0.7652,0.77,0.531,0.5379,0.6702,74.8,76.3143,76.9,0.75,0.7635,0.77,75.82,0.76
H3K9ac-H3K9me3,0.5106,0.5258,0.6869,59.45,77.1002,77.89,0.59,0.7713,0.78,0.5308,0.5383,0.676,75.22,76.447,76.83,0.75,0.7662,0.77,75.63,0.76
H3K9me3-H3K9ac,0.5063,0.5213,0.6786,65.18,77.2981,78.02,0.65,0.7737,0.78,0.5312,0.5368,0.655,75.36,76.4809,76.81,0.75,0.7663,0.77,75.59,0.76
H3K9ac-H3K27ac,0.4922,0.5124,0.6747,67.46,78.0387,78.97,0.67,0.7804,0.79,0.5233,0.5296,0.6504,75.53,77.2367,77.59,0.76,0.7702,0.78,76.76,0.77
H3K27ac-H3K9ac,0.494,0.5139,0.6862,50.01,77.7517,78.86,0.5,0.7776,0.79,0.5225,0.5293,0.6703,49.99,77.0291,77.67,0.5,0.769,0.78,76.65,0.77
H3K9ac-H3K27me3,0.5039,0.522,0.6859,50.44,77.0733,78.02,0.5,0.7714,0.78,0.5282,0.537,0.6724,72.88,76.5607,77.0,0.73,0.767,0.77,76.04,0.76
H3K27me3-H3K9ac,0.5017,0.5192,0.6828,50.03,77.1377,78.05,0.5,0.7717,0.78,0.5279,0.5352,0.6665,72.93,76.6668,77.04,0.73,0.7675,0.77,75.75,0.76
H3K9me3-H3K27ac,0.5129,0.5338,0.6883,57.59,76.9463,78.04,0.58,0.7702,0.78,0.5287,0.5402,0.6797,70.79,76.8187,77.61,0.71,0.7676,0.78,76.9,0.77
H3K27ac-H3K9me3,0.5122,0.5302,0.6853,65.36,77.1821,78.08,0.65,0.7726,0.78,0.5289,0.5379,0.671,74.54,76.9977,77.58,0.75,0.7689,0.78,76.8,0.77
H3K9me3-H3K27me3,0.6652,0.6779,0.694,49.95,54.9383,56.41,0.5,0.5495,0.56,0.6716,0.6807,0.6934,50.01,55.2501,55.9,0.5,0.5541,0.56,56.32,0.56
H3K27me3-H3K9me3,0.666,0.6804,0.6932,50.01,54.7335,56.47,0.5,0.5478,0.56,0.6718,0.6826,0.6929,50.01,55.2519,55.86,0.5,0.5534,0.56,56.41,0.56
H3K27ac-H3K27me3,0.5077,0.527,0.6881,61.78,77.2278,78.12,0.62,0.7726,0.78,0.527,0.5374,0.6775,74.72,77.0528,77.66,0.75,0.7718,0.78,77.01,0.77
H3K27me3-H3K27ac,0.5074,0.5267,0.6844,67.62,77.2206,78.12,0.68,0.7728,0.78,0.5271,0.5367,0.6715,74.54,77.049,77.7,0.75,0.7711,0.78,76.99,0.77
H3K4me3-H3K9ac-H3K9me3,0.4965,0.5196,0.676,50.02,77.1762,78.38,0.5,0.7718,0.78,0.5297,0.538,0.6568,73.12,76.6427,77.16,0.73,0.7668,0.77,75.87,0.76
H3K4me3-H3K9me3-H3K9ac,0.4932,0.5152,0.6735,53.37,77.4641,78.48,0.53,0.7743,0.78,0.5296,0.5356,0.649,74.6,76.8112,77.25,0.75,0.7685,0.77,75.89,0.76
H3K9ac-H3K4me3-H3K9me3,0.489,0.513,0.6588,73.1,77.8217,78.85,0.73,0.7783,0.79,0.5295,0.5358,0.6289,75.44,76.9008,77.29,0.75,0.7686,0.77,75.81,0.76
H3K9ac-H3K9me3-H3K4me3,0.498,0.5158,0.6784,50.3,77.4445,78.46,0.5,0.7743,0.78,0.5289,0.534,0.6578,73.5,76.883,77.19,0.74,0.7688,0.77,75.78,0.76
H3K9me3-H3K4me3-H3K9ac,0.4973,0.5155,0.6732,65.89,77.5976,78.38,0.66,0.7755,0.78,0.5291,0.5339,0.6445,75.99,76.8884,77.27,0.76,0.7688,0.77,75.85,0.76
H3K9me3-H3K9ac-H3K4me3,0.4934,0.5152,0.6742,50.01,77.4656,78.77,0.5,0.7749,0.79,0.5298,0.5359,0.6505,73.38,76.8154,77.35,0.73,0.7681,0.77,75.81,0.76
H3K4me3-H3K9ac-H3K27ac,0.4803,0.5061,0.6667,71.81,78.2225,79.28,0.72,0.7826,0.79,0.5215,0.5275,0.6341,76.09,77.2235,77.82,0.76,0.7712,0.78,76.71,0.77
H3K4me3-H3K27ac-H3K9ac,0.4875,0.5111,0.6832,59.33,77.9534,79.01,0.59,0.7799,0.79,0.5218,0.5286,0.6654,75.44,77.3457,77.71,0.75,0.7741,0.78,76.69,0.77
H3K9ac-H3K4me3-H3K27ac,0.4862,0.5098,0.6788,71.79,78.1162,79.06,0.72,0.7818,0.79,0.522,0.529,0.6585,75.68,77.168,77.71,0.76,0.7709,0.78,76.62,0.77
H3K9ac-H3K27ac-H3K4me3,0.4812,0.5081,0.6732,54.3,77.9583,79.24,0.54,0.7794,0.79,0.5228,0.5301,0.6486,74.05,77.1263,77.69,0.74,0.7699,0.78,76.57,0.77
H3K27ac-H3K4me3-H3K9ac,0.4863,0.5095,0.6795,49.99,77.8769,79.09,0.5,0.7792,0.79,0.5213,0.5279,0.6577,50.03,77.1242,77.82,0.5,0.772,0.78,76.89,0.77
H3K27ac-H3K9ac-H3K4me3,0.4818,0.5084,0.6668,69.24,78.0906,79.23,0.69,0.7811,0.79,0.5232,0.5301,0.6356,76.13,77.1373,77.66,0.76,0.7699,0.78,76.58,0.77
H3K4me3-H3K9ac-H3K27me3,0.4879,0.5136,0.6806,50.05,77.4207,78.93,0.5,0.7744,0.79,0.5268,0.5348,0.6643,50.12,76.6823,77.47,0.5,0.7657,0.77,75.96,0.76
H3K4me3-H3K27me3-H3K9ac,0.492,0.5179,0.6799,70.46,77.6038,78.61,0.7,0.7756,0.79,0.5274,0.5375,0.6644,72.59,76.8281,77.42,0.73,0.7673,0.77,75.97,0.76
H3K9ac-H3K4me3-H3K27me3,0.4935,0.5163,0.6869,50.01,77.2388,78.61,0.5,0.7713,0.79,0.5258,0.5339,0.673,49.99,76.6134,77.38,0.5,0.7655,0.77,76.13,0.76
H3K9ac-H3K27me3-H3K4me3,0.4911,0.5138,0.6734,56.03,77.5536,78.63,0.56,0.7759,0.79,0.5259,0.5337,0.6533,73.77,76.9603,77.47,0.74,0.7685,0.77,76.0,0.76
H3K27me3-H3K4me3-H3K9ac,0.4873,0.5141,0.6761,66.52,77.581,78.93,0.67,0.7756,0.79,0.5266,0.5355,0.6566,72.13,76.8125,77.4,0.72,0.7675,0.77,76.05,0.76
H3K27me3-H3K9ac-H3K4me3,0.4903,0.5159,0.6849,49.17,77.3084,78.82,0.49,0.7739,0.79,0.5265,0.5362,0.6714,49.99,76.732,77.5,0.5,0.7659,0.77,76.0,0.76
H3K4me3-H3K9me3-H3K27ac,0.4897,0.5104,0.6751,69.74,77.9389,78.78,0.7,0.7792,0.79,0.5216,0.5278,0.6493,76.32,77.2917,77.71,0.76,0.7721,0.78,77.0,0.77
H3K4me3-H3K27ac-H3K9me3,0.4909,0.5141,0.6759,72.58,77.9422,78.81,0.73,0.7792,0.79,0.5227,0.5315,0.6575,74.95,77.2177,77.81,0.75,0.7725,0.78,76.92,0.77
H3K9me3-H3K4me3-H3K27ac,0.4905,0.5141,0.6838,50.01,77.4801,78.75,0.5,0.7744,0.79,0.5219,0.5308,0.6683,49.99,76.9753,77.8,0.5,0.7704,0.78,76.88,0.77
H3K9me3-H3K27ac-H3K4me3,0.4926,0.5154,0.6818,51.07,77.5825,78.81,0.51,0.7754,0.79,0.522,0.531,0.6673,74.28,77.078,77.8,0.74,0.7711,0.78,76.92,0.77
H3K27ac-H3K4me3-H3K9me3,0.4938,0.5157,0.6888,50.01,77.3971,78.66,0.5,0.773,0.79,0.5218,0.5304,0.6776,49.99,76.8802,77.63,0.5,0.7681,0.78,76.97,0.77
H3K27ac-H3K9me3-H3K4me3,0.4939,0.5139,0.685,50.56,77.6001,78.58,0.51,0.7753,0.79,0.5218,0.5287,0.6698,74.52,77.0705,77.55,0.75,0.7693,0.78,76.85,0.77
H3K4me3-H3K9me3-H3K27me3,0.5075,0.5265,0.6873,51.22,76.4057,77.31,0.51,0.7642,0.77,0.5309,0.54,0.6768,71.61,76.2177,76.83,0.72,0.7625,0.77,75.82,0.76
H3K4me3-H3K27me3-H3K9me3,0.5086,0.5267,0.6877,50.01,76.241,77.23,0.5,0.7626,0.77,0.5315,0.5397,0.6763,49.99,75.894,76.68,0.5,0.759,0.77,75.82,0.76
H3K9me3-H3K4me3-H3K27me3,0.5075,0.5248,0.6841,53.43,76.427,77.36,0.53,0.7648,0.77,0.5316,0.5386,0.667,74.6,76.2018,76.75,0.75,0.7628,0.77,75.74,0.76
H3K9me3-H3K27me3-H3K4me3,0.5073,0.5246,0.6825,68.82,76.6744,77.29,0.69,0.7673,0.77,0.531,0.5385,0.6679,74.75,76.3373,76.86,0.75,0.7641,0.77,75.83,0.76
H3K27me3-H3K4me3-H3K9me3,0.5074,0.5239,0.6812,57.6,76.5114,77.31,0.58,0.7659,0.77,0.5313,0.5379,0.6625,74.39,76.2648,76.81,0.74,0.7626,0.77,75.71,0.76
H3K27me3-H3K9me3-H3K4me3,0.5043,0.5256,0.6776,70.32,76.6251,77.43,0.7,0.7658,0.77,0.5324,0.542,0.6618,73.67,76.0823,76.81,0.74,0.7612,0.77,75.7,0.76
H3K4me3-H3K27ac-H3K27me3,0.4894,0.5145,0.6819,71.54,77.8298,78.88,0.72,0.7785,0.79,0.5212,0.531,0.6667,75.65,77.0894,77.78,0.76,0.7711,0.78,77.01,0.77
H3K4me3-H3K27me3-H3K27ac,0.4873,0.5104,0.6832,58.81,77.8168,78.78,0.59,0.7782,0.79,0.5192,0.5276,0.6676,75.22,77.3456,77.85,0.75,0.7748,0.78,76.92,0.77
H3K27ac-H3K4me3-H3K27me3,0.4836,0.5103,0.6721,70.9,77.9484,78.89,0.71,0.7798,0.79,0.5216,0.5306,0.6496,74.95,77.1164,77.73,0.75,0.7718,0.78,77.05,0.77
H3K27ac-H3K27me3-H3K4me3,0.4883,0.5116,0.6831,60.13,77.8079,78.85,0.6,0.7783,0.79,0.5196,0.5282,0.6659,75.52,77.2612,77.88,0.76,0.7735,0.78,77.09,0.77
H3K27me3-H3K4me3-H3K27ac,0.4836,0.5082,0.6806,50.01,77.7633,78.93,0.5,0.7778,0.79,0.5205,0.5275,0.6583,70.73,77.2195,77.94,0.71,0.7733,0.78,77.04,0.77
H3K27me3-H3K27ac-H3K4me3,0.4834,0.508,0.6794,63.68,77.9526,78.93,0.64,0.7798,0.79,0.5196,0.5274,0.6598,75.36,77.3497,77.85,0.75,0.7749,0.78,77.08,0.77
H3K9ac-H3K9me3-H3K27ac,0.4948,0.5185,0.6836,63.71,77.8516,78.79,0.64,0.778,0.79,0.5237,0.5329,0.6697,75.91,77.2355,77.57,0.76,0.7702,0.78,76.63,0.77
H3K9ac-H3K27ac-H3K9me3,0.4909,0.5121,0.6716,50.01,77.8653,78.9,0.5,0.7789,0.79,0.5238,0.5299,0.6455,75.48,77.2726,77.58,0.75,0.77,0.78,76.76,0.77
H3K9me3-H3K9ac-H3K27ac,0.4945,0.5146,0.6777,70.78,78.0286,78.83,0.71,0.7802,0.79,0.523,0.53,0.6571,75.98,77.2582,77.59,0.76,0.7708,0.78,76.67,0.77
H3K9me3-H3K27ac-H3K9ac,0.4934,0.5141,0.6801,50.01,77.6977,78.88,0.5,0.7773,0.79,0.5224,0.5295,0.6608,49.99,77.1112,77.67,0.5,0.7726,0.78,76.85,0.77
H3K27ac-H3K9ac-H3K9me3,0.4936,0.5129,0.6747,65.55,78.0323,78.94,0.66,0.7803,0.79,0.5229,0.5293,0.6501,75.59,77.3173,77.61,0.76,0.7724,0.78,76.61,0.77
H3K27ac-H3K9me3-H3K9ac,0.4939,0.5167,0.6746,68.85,77.9521,78.89,0.69,0.7793,0.79,0.5242,0.5329,0.6566,75.49,77.1496,77.57,0.75,0.7687,0.78,76.82,0.77
H3K9ac-H3K9me3-H3K27me3,0.5026,0.5197,0.6827,71.52,77.4443,78.16,0.72,0.7748,0.78,0.5283,0.5348,0.6665,75.49,76.6495,77.05,0.75,0.768,0.77,75.71,0.76
H3K9ac-H3K27me3-H3K9me3,0.5037,0.5236,0.6885,50.02,77.0129,78.05,0.5,0.771,0.78,0.5276,0.5372,0.6808,50.07,76.462,77.12,0.5,0.7653,0.77,75.62,0.76
H3K9me3-H3K9ac-H3K27me3,0.5027,0.5227,0.6881,66.43,77.3291,78.13,0.66,0.7735,0.78,0.5279,0.537,0.6803,75.64,76.6899,77.09,0.76,0.7679,0.77,75.7,0.76
H3K9me3-H3K27me3-H3K9ac,0.5021,0.521,0.6862,51.1,77.1759,78.12,0.51,0.7724,0.78,0.5278,0.5364,0.6756,73.13,76.6691,77.09,0.73,0.7676,0.77,75.77,0.76
H3K27me3-H3K9ac-H3K9me3,0.5016,0.5215,0.6883,67.35,77.4029,78.17,0.67,0.7747,0.78,0.5277,0.5366,0.6798,75.55,76.6772,77.08,0.76,0.768,0.77,75.83,0.76
H3K27me3-H3K9me3-H3K9ac,0.5023,0.52,0.6791,68.64,77.405,78.04,0.69,0.7746,0.78,0.5288,0.5351,0.6581,75.41,76.6067,77.02,0.75,0.7676,0.77,75.66,0.76
H3K9ac-H3K27ac-H3K27me3,0.4894,0.5114,0.6819,50.05,77.7849,78.92,0.5,0.7775,0.79,0.5214,0.5288,0.6636,49.91,77.0286,77.63,0.5,0.7689,0.78,76.73,0.77
H3K9ac-H3K27me3-H3K27ac,0.4886,0.5119,0.6785,52.13,77.8706,79.01,0.52,0.7784,0.79,0.5217,0.5295,0.6587,73.16,77.2887,77.7,0.73,0.7732,0.78,76.69,0.77
H3K27ac-H3K9ac-H3K27me3,0.4857,0.5099,0.6716,54.89,78.0073,79.06,0.55,0.7804,0.79,0.5227,0.5288,0.6453,75.78,77.2645,77.57,0.76,0.7708,0.78,76.9,0.77
H3K27ac-H3K27me3-H3K9ac,0.4905,0.5116,0.684,50.01,77.7433,78.85,0.5,0.7774,0.79,0.5204,0.5272,0.6637,49.99,77.1174,77.76,0.5,0.7723,0.78,76.85,0.77
H3K27me3-H3K9ac-H3K27ac,0.4872,0.5133,0.6792,66.0,78.0013,79.06,0.66,0.7799,0.79,0.5217,0.5313,0.6616,75.76,77.2348,77.63,0.76,0.7715,0.78,76.82,0.77
H3K27me3-H3K27ac-H3K9ac,0.4875,0.5093,0.669,72.59,78.1449,78.93,0.73,0.7814,0.79,0.5208,0.5273,0.6418,75.9,77.3567,77.67,0.76,0.7742,0.78,76.69,0.77
H3K9me3-H3K27ac-H3K27me3,0.5077,0.5289,0.6873,50.22,76.9801,78.04,0.5,0.7702,0.78,0.5273,0.5388,0.6779,73.4,77.0568,77.65,0.73,0.7717,0.78,76.96,0.77
H3K9me3-H3K27me3-H3K27ac,0.5079,0.5298,0.6892,50.01,76.8429,78.06,0.5,0.7689,0.78,0.527,0.5391,0.6827,49.99,76.7718,77.62,0.5,0.7691,0.78,76.94,0.77
H3K27ac-H3K9me3-H3K27me3,0.5078,0.5298,0.6889,58.64,77.0383,78.11,0.59,0.7712,0.78,0.5273,0.539,0.6802,74.47,76.9713,77.71,0.74,0.7706,0.78,76.99,0.77
H3K27ac-H3K27me3-H3K9me3,0.5078,0.5295,0.6893,61.47,77.1075,78.09,0.61,0.7718,0.78,0.5263,0.5381,0.6827,74.52,77.0335,77.69,0.75,0.7721,0.78,77.03,0.77
H3K27me3-H3K9me3-H3K27ac,0.5078,0.5292,0.685,62.39,77.1683,78.09,0.62,0.7721,0.78,0.5274,0.5383,0.6738,74.5,77.0151,77.62,0.75,0.7713,0.78,76.99,0.77
H3K27me3-H3K27ac-H3K9me3,0.5075,0.527,0.6841,58.14,77.1222,78.11,0.58,0.772,0.78,0.5269,0.5364,0.6702,73.35,77.0215,77.67,0.73,0.772,0.78,76.9,0.77
H3K4me3-H3K9ac-H3K9me3-H3K27ac,0.4875,0.5109,0.6799,52.49,77.8293,79.01,0.52,0.7787,0.79,0.5224,0.5295,0.6579,74.54,77.1376,77.69,0.75,0.7701,0.78,76.57,0.77
