,gene_id,label,y,scores
96,XLOC_000115,0,0.0,-2.4917598
97,XLOC_000116,0,0.0,-2.4917598
98,XLOC_000117,0,0.0,-2.4917598
99,XLOC_000118,0,0.0,-2.4917598
100,XLOC_000119,0,0.0,-2.4917598
101,XLOC_000120,0,0.196942,-2.4917598
102,XLOC_000121,1,2.9901,-2.4917598
103,XLOC_000122,1,10.0675,-2.4917598
104,XLOC_000123,1,9.08193,-2.4917598
105,XLOC_000124,0,0.0293579,-2.4917598
106,XLOC_000125,1,10.8023,-1.7286708
107,XLOC_000126,0,0.0,-2.4917598
108,XLOC_000127,0,0.0,-2.4917598
109,XLOC_000128,0,0.0,-2.4917598
110,XLOC_000129,1,9.02363,-1.0537367
111,XLOC_000130,1,18.9302,-0.5720228
112,XLOC_000131,1,11.2215,-2.1344988
113,XLOC_000132,0,0.110289,-2.0093167
114,XLOC_000133,0,0.613996,-2.0093167
115,XLOC_000134,1,8.85757,-2.4917598
116,XLOC_000135,1,5.71777,-0.81041497
117,XLOC_000136,1,11.2468,-1.5642523
118,XLOC_000137,0,0.0,-2.4770694
119,XLOC_000138,0,0.0,-2.4917598
120,XLOC_000140,1,30.4192,-0.86540383
121,XLOC_000141,1,16.5249,-1.0833808
122,XLOC_000143,0,0.528457,-1.8707328
123,XLOC_000144,0,0.0,-1.8707328
124,XLOC_000147,1,2.92653,-2.4917598
125,XLOC_000149,0,0.0,-2.4917598
126,XLOC_000150,0,0.0336751,-2.4917598
127,XLOC_000151,0,0.014488,-2.4917598
128,XLOC_000153,1,13.4477,-1.1152667
129,XLOC_000154,0,0.74506,-2.4917598
130,XLOC_000155,0,0.0,-2.4917598
131,XLOC_000156,1,1.63338,-1.4505899
132,XLOC_000157,0,0.0,-2.4917598
133,XLOC_000158,1,22.0826,-0.87068456
134,XLOC_000159,1,13.1135,-0.40018606
135,XLOC_000160,1,12.4457,-0.4052864
136,XLOC_000161,1,5.22253,-0.4052864
137,XLOC_000162,0,0.0,-2.4917598
138,XLOC_000163,1,3.87993,-1.2946267
139,XLOC_000164,0,0.0,-2.4917598
140,XLOC_000165,0,0.0,-2.4917598
141,XLOC_000166,0,0.0833001,-2.1138096
142,XLOC_000167,0,0.0,-2.4917598
143,XLOC_000168,1,2.41063,-1.1419747
144,XLOC_000169,1,2.57017,-2.3734274
145,XLOC_000170,1,4.32737,-1.3292247
146,XLOC_000171,1,2.66844,-1.5966299
147,XLOC_000172,0,1.05183,-2.4350061
148,XLOC_000173,0,0.0323338,-2.4917598
149,XLOC_000174,0,0.0,-2.4917598
150,XLOC_000175,0,0.0,-2.371416
151,XLOC_000177,1,134.521,-1.4680015
152,XLOC_000178,1,5.05657,-0.61040986
153,XLOC_000179,0,0.0,-2.4917598
154,XLOC_000180,0,0.0,-2.4917598
155,XLOC_000181,0,0.0,-2.4917598
156,XLOC_000182,0,0.0,-2.4917598
157,XLOC_000183,0,0.073954,-2.4917598
158,XLOC_000184,1,41.8192,-0.7279103
159,XLOC_000185,0,0.0,-0.7279103
160,XLOC_000186,0,1.00219,0.029869135
161,XLOC_000187,0,0.791812,-0.17193647
162,XLOC_000188,1,1.55233,-0.17193647
163,XLOC_000189,0,0.0471918,-2.4917598
164,XLOC_000190,1,915.771,-0.3673291
165,XLOC_000191,1,10.6051,-1.9992414
166,XLOC_000192,1,22.9224,-0.4132238
167,XLOC_000193,1,46.7782,-1.8460515
168,XLOC_000194,1,58.0344,-0.13770446
169,XLOC_000197,0,0.0419583,-2.4917598
170,XLOC_000198,1,2.92734,-1.6912559
171,XLOC_000199,1,7.57905,-1.7979577
172,XLOC_000200,1,3.23312,-1.9023945
173,XLOC_000201,1,16.651,-2.4917598
174,XLOC_000202,1,90.357,-1.0395434
175,XLOC_000204,0,0.16082,-0.5762046
176,XLOC_000205,1,37.1892,-0.8711698
177,XLOC_000206,1,7.06927,-0.9325582
178,XLOC_000207,1,4.55354,-1.3602576
179,XLOC_000209,0,0.0558323,-2.2849627
180,XLOC_000210,1,20.3949,-2.1279624
181,XLOC_000211,0,0.121057,-2.4917598
182,XLOC_000212,1,2.1687,-0.28884554
183,XLOC_000213,0,0.0,-2.4917598
184,XLOC_000214,1,39.5829,-1.1126351
185,XLOC_000215,1,2.02097,-2.0820997
186,XLOC_000216,0,0.0,-2.4917598
187,XLOC_000218,1,30.5976,-1.0545356
188,XLOC_000219,0,0.220951,-2.4917598
189,XLOC_000220,0,0.899801,-2.4917598
190,XLOC_000221,1,127.128,-1.0565524
191,XLOC_000222,1,13.791,-0.39687178
192,XLOC_000223,0,0.0,-0.39687178
193,XLOC_000224,1,9.42113,-1.1129003
194,XLOC_000225,1,6.95536,-0.16512294
195,XLOC_000226,1,8.0957,-1.7884812
196,XLOC_000227,1,6.90897,-0.5421242
197,XLOC_000228,1,98.6757,-1.6041795
198,XLOC_000229,1,52.4294,-0.113674514
199,XLOC_000230,1,5.35409,-1.3404272
200,XLOC_000231,1,14.298,-1.5074016
201,XLOC_000232,0,0.807879,-1.5074016
202,XLOC_000233,1,9.33991,-0.30362526
203,XLOC_000234,1,2.2827,-2.0417385
204,XLOC_000235,0,0.938493,-0.050005734
205,XLOC_000236,1,4.74741,-0.50530183
206,XLOC_000237,1,10.7571,-1.209332
207,XLOC_000238,1,25.3452,-0.50635606
208,XLOC_000239,1,2.85794,-0.50635606
209,XLOC_000240,0,0.304523,-2.2080007
210,XLOC_000241,1,5.38893,-2.2558224
211,XLOC_000242,1,76.7176,-0.23865789
212,XLOC_000243,1,11.8602,-0.7689008
213,XLOC_000244,1,9.9758,-0.7257503
214,XLOC_000245,1,11.7336,-0.14682023
215,XLOC_000246,1,65.9041,0.39893478
216,XLOC_000247,1,6.01797,-0.9786675
217,XLOC_000248,1,8.31659,-0.71165305
218,XLOC_000250,1,2.22496,-0.5513285
219,XLOC_000251,1,32.6551,-0.69627863
220,XLOC_000252,0,0.0,-2.4917598
221,XLOC_000253,1,16.2677,-1.0652118
222,XLOC_000254,1,16.1769,-1.7221426
223,XLOC_000255,0,0.047446,-2.4917598
224,XLOC_000257,0,0.288295,-0.4707133
225,XLOC_000258,1,19.2125,-0.76879454
226,XLOC_000259,1,16.3773,-2.4917598
227,XLOC_000262,1,8.03788,0.06393409
228,XLOC_000263,0,0.0,-2.1387832
229,XLOC_000264,1,62.4155,-0.3263938
230,XLOC_000265,1,3.77614,-1.1382456
231,XLOC_000266,1,14.203,-0.55510694
232,XLOC_000267,1,23.9011,-0.26300913
233,XLOC_000268,1,2.67059,-1.6333545
234,XLOC_000269,1,110.298,-1.6333545
235,XLOC_000270,0,0.284236,-2.056817
236,XLOC_000271,0,0.465516,-1.1484194
237,XLOC_000272,1,50.8854,-1.0623714
238,XLOC_000273,0,0.696408,-1.5479124
239,XLOC_000274,1,2.13995,-1.5479124
240,XLOC_000275,0,0.0211071,-2.4917598
241,XLOC_000276,1,1.42782,-2.4917598
242,XLOC_000277,1,23.5632,-0.8138028
243,XLOC_000278,1,10.1484,-1.2202053
244,XLOC_000279,1,9.38623,-1.2202053
245,XLOC_000280,0,0.0,-2.4917598
246,XLOC_000281,0,0.97247,-2.2013984
247,XLOC_000282,1,6.61293,-1.1534302
248,XLOC_000283,0,0.0,-2.4917598
249,XLOC_000284,0,0.173196,-2.4917598
250,XLOC_000285,0,0.94857,-1.6238086
251,XLOC_000286,0,0.0,-2.4917598
252,XLOC_000287,0,0.0176207,-2.4917598
253,XLOC_000288,0,0.0,-0.7412895
254,XLOC_000289,0,0.0,-0.7412895
255,XLOC_000290,0,0.0,-0.7412895
256,XLOC_000291,0,0.0,-0.7412895
257,XLOC_000292,1,6.08989,-2.4917598
258,XLOC_000293,1,13.8527,-1.6628164
259,XLOC_000294,1,6.21711,-0.96181446
260,XLOC_000295,0,0.262684,-1.9043642
261,XLOC_000296,1,3.01746,-1.2903872
262,XLOC_000297,1,7.95817,-2.4917598
263,XLOC_000298,1,5.07368,-0.988536
264,XLOC_000299,1,12.8958,-2.473607
265,XLOC_000300,1,6.49652,-1.0308216
266,XLOC_000301,1,39.5552,-0.36274552
267,XLOC_000302,1,2.61497,-1.2461897
268,XLOC_000304,1,7.35593,-0.70184803
269,XLOC_000305,0,0.166682,-2.5026383
270,XLOC_000306,1,15.1876,-1.2834103
271,XLOC_000307,1,13.5863,-1.3025502
272,XLOC_000308,1,30.3918,-1.3025502
273,XLOC_000309,1,17.4864,-2.4917598
274,XLOC_000313,1,1.48782,-1.8807656
275,XLOC_000314,1,55.234,-0.055546157
276,XLOC_000315,1,183.352,-0.23129416
277,XLOC_000317,1,13.5696,-1.999994
278,XLOC_000318,0,0.105154,-2.4998035
279,XLOC_000319,1,7.86729,-2.4917598
280,XLOC_000320,0,0.152073,-2.4917598
281,XLOC_000321,1,88.2999,-0.62346
282,XLOC_000322,1,6.53673,-0.3634884
283,XLOC_000323,0,0.0,-2.4917598
284,XLOC_000324,1,46.1544,-1.6539634
285,XLOC_000325,1,11.3093,-2.308281
286,XLOC_000326,1,4.01035,-0.1617856
287,XLOC_000327,1,2.19793,-1.6513685
288,XLOC_000328,1,6.19628,-1.6513685
289,XLOC_000329,1,5.64451,-0.6373638
290,XLOC_000330,1,21.3134,-0.626654
291,XLOC_000331,0,0.0,-0.626654
292,XLOC_000332,0,0.0,-0.626654
293,XLOC_000333,0,0.020878,-2.4917598
294,XLOC_000334,1,22.4639,-0.8835853
295,XLOC_000335,1,1.97771,-1.5746813
296,XLOC_000336,0,0.1889,-1.5746813
297,XLOC_000338,0,0.431812,-2.4917598
298,XLOC_000339,0,0.361531,-2.5260324
299,XLOC_000340,1,25.2336,-0.37609795
300,XLOC_000341,0,0.346404,-0.37609795
301,XLOC_000342,0,0.803882,-2.4266253
302,XLOC_000343,0,0.0484491,-2.4266253
303,XLOC_000344,1,25.8958,-0.7815258
304,XLOC_000345,1,397.223,-0.38949174
305,XLOC_000346,1,7.71497,-0.603596
306,XLOC_000347,1,1.69763,-1.967382
307,XLOC_000348,1,4.62488,-0.2668705
308,XLOC_000349,0,0.0774845,0.3143219
309,XLOC_000350,0,0.555752,-2.4917598
310,XLOC_000351,0,0.0231881,-2.4917598
311,XLOC_000352,0,0.0218113,-2.4917598
312,XLOC_000353,0,0.302419,-2.4917598
313,XLOC_000354,0,0.107899,-2.4917598
314,XLOC_000355,1,39.9207,-1.1596974
315,XLOC_000356,1,2.62551,-1.489721
316,XLOC_000357,0,0.268027,-1.489721
317,XLOC_000358,1,34.9534,-2.4917598
318,XLOC_000359,1,10.6416,-1.3986335
319,XLOC_000360,1,5.1564,-1.8591658
320,XLOC_000361,1,7.28429,-0.56375086
321,XLOC_000362,1,12.5184,-2.072092
322,XLOC_000363,1,89.7514,-0.8993709
323,XLOC_000364,1,28.5578,-2.1133287
324,XLOC_000365,1,2.36425,-2.2300267
325,XLOC_000366,0,0.110797,-2.2300267
326,XLOC_000367,0,0.0112799,-2.4917598
327,XLOC_000368,1,10.2515,-1.6875821
328,XLOC_000369,1,22.5788,-1.4344687
329,XLOC_000370,0,0.0,-1.3143985
330,XLOC_000371,1,21.7924,-1.3686912
331,XLOC_000372,1,1280.87,-0.44312418
332,XLOC_000373,0,0.0,-0.44312418
333,XLOC_000374,0,0.0,-0.44312418
334,XLOC_000375,0,0.0,-0.44312418
335,XLOC_000376,0,0.0,-0.44312418
336,XLOC_000377,1,7.18257,-1.1309227
337,XLOC_000378,1,2.20881,-1.1309227
338,XLOC_000379,1,64.4972,1.5224771
339,XLOC_000380,0,0.303308,-1.9612559
340,XLOC_000381,0,0.0968645,-2.4917598
341,XLOC_000382,1,7.86301,-1.1277694
342,XLOC_000383,1,5.04262,-0.740796
343,XLOC_000384,1,58.7983,-0.7588872
344,XLOC_000385,1,69.591,-0.5064406
345,XLOC_000386,1,33.9583,-1.2452219
346,XLOC_000387,1,12.1527,-2.4917598
347,XLOC_000388,0,0.0,-2.4917598
348,XLOC_000389,1,1.95182,-2.4917598
349,XLOC_000390,0,0.0251358,-2.4917598
350,XLOC_000391,0,0.143557,-2.4917598
351,XLOC_000392,1,10.3176,-0.9750949
352,XLOC_000393,1,283.186,-0.9750949
353,XLOC_000394,1,10.4215,-0.38714126
354,XLOC_000396,0,0.0390648,-2.4917598
355,XLOC_000397,0,0.0,-2.4917598
356,XLOC_000398,0,0.0,-2.4917598
357,XLOC_000399,0,0.0,-2.4917598
358,XLOC_000400,0,0.0,-2.4917598
359,XLOC_000401,0,0.0420161,-2.4917598
360,XLOC_000403,1,92.8442,-0.46404323
361,XLOC_000404,0,0.0,-2.4917598
362,XLOC_000405,0,0.456719,-2.4917598
363,XLOC_000406,1,11.315,-0.2738656
364,XLOC_000407,0,0.0,-2.4917598
365,XLOC_000408,1,7.6761,-1.1772542
366,XLOC_000409,0,0.0,-2.4917598
367,XLOC_000410,1,32.5391,-1.1905887
368,XLOC_000411,0,0.0,-2.462016
369,XLOC_000412,1,53.2904,-2.4917598
370,XLOC_000413,1,38.7378,0.4733194
371,XLOC_000414,1,8.46703,-1.5094192
372,XLOC_000415,1,17.656,-0.86953396
373,XLOC_000416,1,6.90639,-1.5444876
374,XLOC_000417,0,0.0,-2.1495135
375,XLOC_000418,1,6.8974,-1.3343759
376,XLOC_000419,0,0.0823188,-2.4917598
377,XLOC_000420,1,104.052,-1.5738479
378,XLOC_000421,0,0.0,-2.4135456
379,XLOC_000423,1,7.22294,-1.2481914
380,XLOC_000424,0,0.0643091,-1.158209
381,XLOC_000425,0,0.0,-2.4917598
382,XLOC_000426,1,33.1082,-1.4063361
383,XLOC_000427,1,25.1426,-0.9613938
384,XLOC_000428,1,4.77687,-0.03645639
385,XLOC_000429,1,81.6833,-2.4917598
386,XLOC_000430,1,1.62062,-0.88904715
387,XLOC_000431,1,13.4782,-2.4917598
388,XLOC_000432,0,0.0,-2.4917598
389,XLOC_000433,0,0.0,-2.4917598
390,XLOC_000434,0,0.0,-2.4917598
391,XLOC_000435,1,15.2671,-0.13794872
392,XLOC_000438,1,4.94691,-1.4007499
393,XLOC_000439,1,4.87224,-1.5657232
394,XLOC_000440,0,0.0,-2.4917598
395,XLOC_000444,1,6.33662,-0.7064165
396,XLOC_000445,1,18.0819,-0.92742634
397,XLOC_000446,1,3.34477,-2.4917598
398,XLOC_000447,1,3.90843,-1.2988522
399,XLOC_000448,0,0.92021,-2.4917598
400,XLOC_000449,1,28.7819,-1.1482955
401,XLOC_000450,1,1.37359,-1.5887684
402,XLOC_000451,1,6.94836,-1.1511108
403,XLOC_000452,0,0.022237,-2.3159022
404,XLOC_000453,1,4.50815,-1.4516263
405,XLOC_000454,1,2.23246,-1.4516263
406,XLOC_000455,1,2.03669,-1.4516263
407,XLOC_000456,1,32.727,-0.8056897
408,XLOC_000457,0,0.970146,-1.4483548
409,XLOC_000458,0,0.0481977,-2.4917598
410,XLOC_000459,0,0.102471,-2.4997292
411,XLOC_000460,1,8.71239,-1.8155594
412,XLOC_000461,1,48.6022,-1.3069663
413,XLOC_000462,1,1.65636,-2.4917598
414,XLOC_000463,1,27.6502,-0.8614967
415,XLOC_000464,0,0.0137091,-2.4917598
416,XLOC_000465,0,0.0,-2.4917598
417,XLOC_000466,0,0.0,-2.4917598
418,XLOC_000467,0,0.0,-2.4917598
419,XLOC_000468,1,13.0079,-1.0105963
420,XLOC_000469,0,0.0,-2.4917598
421,XLOC_000470,1,5475.9,-2.4917598
422,XLOC_000471,1,44.1261,-0.87361056
423,XLOC_000472,0,0.0,-2.4917598
424,XLOC_000474,0,0.00557245,-2.4917598
425,XLOC_000475,0,0.0,-2.4917598
426,XLOC_000476,1,67.483,-2.4917598
427,XLOC_000477,1,4.35703,-0.81712395
428,XLOC_000478,1,13.2085,-0.1933704
429,XLOC_000480,0,0.0,-2.5026383
430,XLOC_000482,1,6.21198,-1.6995215
431,XLOC_000484,1,5.27784,-1.4430836
432,XLOC_000485,1,26.4901,-0.36581394
433,XLOC_000486,0,0.0,-2.4917598
434,XLOC_000487,1,46.4472,-0.25069186
435,XLOC_000488,1,103.211,-0.25069186
436,XLOC_000489,0,0.0170887,-2.0262718
437,XLOC_000490,0,0.0,-2.4917598
438,XLOC_000492,0,0.0,-2.425861
439,XLOC_000493,1,5.72192,-1.1955433
440,XLOC_000494,0,0.920658,-0.9410055
441,XLOC_000495,1,9.58579,-0.9410055
442,XLOC_000496,1,24.0281,-0.37830573
443,XLOC_000497,0,0.0846917,-2.4917598
444,XLOC_000498,0,0.0,-2.4917598
445,XLOC_000499,0,0.0830178,-2.4917598
446,XLOC_000500,1,6.56271,-2.4917598
447,XLOC_000501,1,4.1697,-0.95274514
448,XLOC_000502,0,0.0456051,-2.0466652
449,XLOC_000503,0,0.0,-2.4917598
450,XLOC_000504,1,18.2912,-1.3567679
451,XLOC_000505,0,0.175381,-1.3567679
452,XLOC_000506,0,0.647069,-1.3567679
453,XLOC_000507,0,0.115911,-2.4917598
454,XLOC_000508,1,4.4787,-1.5822796
455,XLOC_000509,0,0.0468583,-2.4917598
456,XLOC_000510,0,0.0,-2.4917598
457,XLOC_000511,0,0.0,-2.4917598
458,XLOC_000513,1,17.3319,-0.35004854
459,XLOC_000514,1,60.2093,0.21523893
460,XLOC_000515,0,0.0,0.21523893
461,XLOC_000516,1,7.17645,-0.7813868
462,XLOC_000517,1,22.2375,-0.084708266
463,XLOC_000518,0,0.0,-2.4917598
464,XLOC_000519,0,0.0423925,-2.4917598
465,XLOC_000521,1,6.43881,-0.57208467
466,XLOC_000522,0,0.10973,-2.162022
467,XLOC_000523,1,26.8509,-2.3399405
468,XLOC_000524,1,25.0313,-1.5215112
469,XLOC_000525,1,5.90059,-1.9547999
470,XLOC_000527,0,0.0,-2.4917598
471,XLOC_000528,0,0.0400535,-2.539506
472,XLOC_000529,0,0.606088,-1.7683178
473,XLOC_000530,0,0.0,-2.4421103
474,XLOC_000531,1,9.50549,-2.4421103
475,XLOC_000532,1,929.506,-0.8288248
476,XLOC_000533,0,0.0,-0.8288248
477,XLOC_000534,0,0.0,-0.8288248
478,XLOC_000535,1,16.0812,0.2882093
479,XLOC_000536,1,4.01408,0.22103216
480,XLOC_000537,1,26.3733,0.22103216
481,XLOC_000538,1,18.9931,-0.6475909
482,XLOC_000539,1,12.0453,-0.046462752
483,XLOC_000540,0,0.0,-0.046462752
484,XLOC_000541,0,0.0,-0.046462752
485,XLOC_000543,1,64.152,0.38457936
486,XLOC_000544,1,4.2384,-0.87829804
487,XLOC_000546,1,17.2508,-1.2357925
488,XLOC_000548,1,6.17769,-0.56000316
489,XLOC_000554,1,16.9595,-1.3602967
490,XLOC_000555,0,0.0,-2.4917598
491,XLOC_000556,0,0.00982372,-2.4917598
492,XLOC_000557,1,16.6782,-0.46884158
493,XLOC_000558,1,9.18426,-1.5577763
494,XLOC_000559,1,46.546,-1.1905719
495,XLOC_000560,1,8.25586,-0.20798366
496,XLOC_000561,1,21.0285,-0.8288162
497,XLOC_000562,0,0.0,-0.8288162
498,XLOC_000563,1,1.70305,-2.4917598
499,XLOC_000564,0,0.0148986,-2.4917598
500,XLOC_000565,0,0.0,-2.4917598
501,XLOC_000566,1,9.27441,0.16326493
502,XLOC_000567,1,2.8063,-1.0970542
503,XLOC_000568,0,0.0,-2.345746
504,XLOC_000569,0,0.0,-2.4917598
505,XLOC_000570,1,5.99405,-1.9804661
506,XLOC_000571,0,0.0,-1.9804661
507,XLOC_000572,0,0.0,-1.9804661
508,XLOC_000573,0,0.0,-1.9804661
509,XLOC_000577,1,15.6176,-0.8417188
510,XLOC_000578,0,0.0744665,-2.4917598
511,XLOC_000580,0,0.0,-2.4917598
512,XLOC_000581,0,1.06829,-2.5776207
513,XLOC_000582,1,18.9655,-0.6893287
514,XLOC_000583,0,0.0,-2.4917598
515,XLOC_000584,1,16.0867,-0.90257466
516,XLOC_000585,0,0.0,-1.2147831
517,XLOC_000586,1,6.00249,-1.2147831
518,XLOC_000587,1,16.2018,-1.085146
519,XLOC_000589,0,0.134779,-2.4917598
520,XLOC_000590,1,80.984,-0.22797722
521,XLOC_000591,1,2.49262,-2.3715835
522,XLOC_000592,0,0.170266,-2.0603287
523,XLOC_000593,0,1.08083,-2.0105498
524,XLOC_000594,1,2.46103,-2.1629682
525,XLOC_000595,0,0.0131354,-2.4917598
526,XLOC_000596,1,26.6451,-2.4917598
527,XLOC_000597,1,11.3212,-2.4917598
528,XLOC_000598,1,12.1479,-1.5665599
529,XLOC_000599,1,4.21561,-2.4504542
530,XLOC_000600,0,0.522738,-2.4504542
531,XLOC_000601,0,0.0,-2.4917598
532,XLOC_000602,0,0.0412174,-2.4917598
533,XLOC_000603,1,5.71592,-0.7592692
534,XLOC_000604,1,32.1788,-0.8341387
535,XLOC_000605,1,9.01243,-2.2236643
536,XLOC_000606,0,0.0,-2.2236643
537,XLOC_000608,0,0.0,-2.4917598
538,XLOC_000609,0,0.025931,-2.4917598
539,XLOC_000610,0,0.628994,-1.9661305
540,XLOC_000611,1,9.50393,-0.3306959
541,XLOC_000612,0,0.223099,-1.1800371
542,XLOC_000613,0,0.0,-2.4917598
543,XLOC_000615,0,0.0,-2.4917598
544,XLOC_000616,1,22.0642,-1.041273
545,XLOC_000617,0,0.232211,-2.4917598
546,XLOC_000619,0,0.0,-2.4917598
547,XLOC_000620,0,0.373128,-2.65958
548,XLOC_000621,0,0.140106,-0.3555313
549,XLOC_000622,1,101.184,-0.3555313
550,XLOC_000623,0,0.348552,-2.4917598
551,XLOC_000624,0,0.0,-2.4917598
552,XLOC_000625,1,30.096,-2.4917598
553,XLOC_000626,1,9.87524,-1.8018568
554,XLOC_000630,1,3.24191,-1.0350268
555,XLOC_000631,0,0.229331,-2.4917598
556,XLOC_000632,1,69.9618,0.44718844
557,XLOC_000633,1,17.4969,-2.0733533
558,XLOC_000634,0,0.0,-2.4917598
559,XLOC_000636,0,0.40844,0.38577485
560,XLOC_000637,1,1.8528,0.38577485
561,XLOC_000639,1,4.54498,-1.8705121
562,XLOC_000640,1,3.44411,-1.0060875
563,XLOC_000641,1,4.32961,-1.8373959
564,XLOC_000642,1,13.5853,0.06691213
565,XLOC_000643,1,3.20182,-1.855945
566,XLOC_000644,0,0.0,-2.4917598
567,XLOC_000645,0,0.0,-2.4917598
568,XLOC_000646,1,6.11547,-1.2319891
569,XLOC_000647,1,1.86054,-1.1039292
570,XLOC_000648,1,1.39825,-0.42728782
571,XLOC_000649,1,242.145,-1.4179201
572,XLOC_000650,1,1.87644,-1.564076
573,XLOC_000652,0,0.0,-2.4917598
574,XLOC_000653,1,3.06707,-1.2030673
575,XLOC_000654,0,0.0,-2.4917598
576,XLOC_000655,1,8.52065,-1.3461076
577,XLOC_000656,0,0.0,-1.3461076
578,XLOC_000657,1,11.1026,-1.7248757
579,XLOC_000658,0,0.0244386,-1.5782834
580,XLOC_000659,1,21.3658,-1.611078
581,XLOC_000660,1,6.21838,-1.5184773
582,XLOC_000662,0,0.334225,-2.4917598
583,XLOC_000663,0,0.0,-2.4917598
584,XLOC_000664,0,0.0,-2.4917598
585,XLOC_000668,0,0.00811696,-1.0643562
586,XLOC_000669,0,1.07958,-1.0643562
587,XLOC_000670,1,113.997,-2.4917598
588,XLOC_000671,1,1.6711,-2.2411244
