item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max,test_acc_score,test_auc_score
H3K4me3-H3K27me3-H3K9me3-H3K27ac,0.4896,0.5143,0.6841,67.48,77.8096,78.66,0.67,0.7778,0.79,0.5204,0.5302,0.67,74.3,77.1471,77.74,0.74,0.7711,0.78,77.01,0.77
H3K4me3-H3K27me3-H3K27ac-H3K9me3,0.4886,0.5126,0.681,65.25,77.7905,78.7,0.65,0.7776,0.79,0.5195,0.5281,0.6637,75.57,77.2159,77.82,0.76,0.773,0.78,76.97,0.77
H3K9me3-H3K4me3-H3K27ac-H3K27me3,0.4898,0.5137,0.6822,71.09,77.8467,78.66,0.71,0.7779,0.79,0.5202,0.5295,0.6669,76.07,77.2461,77.65,0.76,0.7722,0.78,77.04,0.77
H3K9me3-H3K4me3-H3K27me3-H3K27ac,0.4906,0.5152,0.6886,55.43,77.6524,78.69,0.55,0.7759,0.79,0.5184,0.529,0.682,74.15,77.303,77.73,0.74,0.7744,0.78,77.0,0.77
H3K9me3-H3K27ac-H3K4me3-H3K27me3,0.4865,0.5092,0.6763,64.09,77.8926,79.01,0.64,0.7791,0.79,0.52,0.5273,0.655,75.64,77.3173,77.89,0.76,0.774,0.78,77.04,0.77
H3K9me3-H3K27ac-H3K27me3-H3K4me3,0.4875,0.5116,0.6834,62.06,77.8381,78.69,0.62,0.7778,0.79,0.5193,0.5281,0.6687,75.88,77.3465,77.78,0.76,0.7747,0.78,77.04,0.77
H3K9me3-H3K27me3-H3K4me3-H3K27ac,0.4875,0.5147,0.6879,69.16,77.7957,78.75,0.69,0.7772,0.79,0.5202,0.5314,0.6807,75.26,77.114,77.74,0.75,0.7723,0.78,77.11,0.77
H3K9me3-H3K27me3-H3K27ac-H3K4me3,0.4903,0.515,0.685,71.17,77.7651,78.71,0.71,0.7772,0.79,0.5201,0.5301,0.674,75.59,77.0856,77.77,0.76,0.7715,0.78,77.16,0.77
H3K27ac-H3K4me3-H3K9me3-H3K27me3,0.4903,0.5141,0.6844,59.62,77.733,78.58,0.6,0.7769,0.79,0.52,0.5289,0.6726,75.26,77.2003,77.67,0.75,0.7706,0.78,77.15,0.77
H3K27ac-H3K4me3-H3K27me3-H3K9me3,0.4867,0.5102,0.6755,71.17,77.9196,78.79,0.71,0.7789,0.79,0.5198,0.5275,0.6507,76.06,77.3167,77.71,0.76,0.7747,0.78,77.03,0.77
H3K27ac-H3K9me3-H3K4me3-H3K27me3,0.4834,0.5079,0.663,58.2,77.871,79.05,0.58,0.7789,0.79,0.5211,0.5289,0.635,74.94,77.2295,77.76,0.75,0.7726,0.78,77.04,0.77
H3K27ac-H3K9me3-H3K27me3-H3K4me3,0.491,0.513,0.6859,63.9,77.8132,78.73,0.64,0.7777,0.79,0.5178,0.527,0.6769,72.9,77.3702,77.82,0.73,0.7751,0.78,76.96,0.77
H3K27ac-H3K27me3-H3K4me3-H3K9me3,0.4884,0.5132,0.6773,52.16,77.6099,78.69,0.52,0.776,0.79,0.5212,0.5303,0.6572,70.35,77.1065,77.71,0.7,0.7709,0.78,76.93,0.77
H3K27ac-H3K27me3-H3K9me3-H3K4me3,0.4895,0.5126,0.6828,64.63,77.7882,78.77,0.65,0.7775,0.79,0.5192,0.5285,0.6689,76.07,77.2653,77.81,0.76,0.7734,0.78,77.09,0.77
H3K27me3-H3K4me3-H3K9me3-H3K27ac,0.4891,0.5154,0.6842,61.29,77.748,78.65,0.61,0.7767,0.79,0.5202,0.5314,0.6708,75.79,77.2907,77.81,0.76,0.7743,0.78,77.07,0.77
H3K27me3-H3K4me3-H3K27ac-H3K9me3,0.4876,0.5142,0.6825,59.13,77.6498,78.83,0.59,0.7764,0.79,0.5211,0.5322,0.6697,70.83,77.0568,77.77,0.71,0.7711,0.78,77.01,0.77
H3K27me3-H3K9me3-H3K4me3-H3K27ac,0.4899,0.5136,0.6797,68.77,77.8318,78.62,0.69,0.7783,0.79,0.5207,0.5294,0.663,75.46,77.1454,77.7,0.75,0.7715,0.78,77.04,0.77
H3K27me3-H3K9me3-H3K27ac-H3K4me3,0.4878,0.5111,0.6848,50.01,77.5914,78.85,0.5,0.7762,0.79,0.5196,0.5273,0.6691,49.99,76.9828,77.8,0.5,0.7707,0.78,76.99,0.77
H3K27me3-H3K27ac-H3K4me3-H3K9me3,0.4869,0.5117,0.6846,53.94,77.7367,78.83,0.54,0.7773,0.79,0.519,0.5285,0.6712,74.6,77.2887,77.78,0.75,0.774,0.78,77.07,0.77
H3K27me3-H3K27ac-H3K9me3-H3K4me3,0.4872,0.5119,0.6799,68.68,77.9312,78.88,0.69,0.7795,0.79,0.5202,0.5289,0.6634,75.93,77.354,77.9,0.76,0.7747,0.78,77.05,0.77
H3K9ac-H3K9me3-H3K27ac-H3K27me3,0.4934,0.5171,0.6882,51.12,77.7088,78.86,0.51,0.7771,0.79,0.5204,0.5305,0.6805,71.67,77.283,77.71,0.72,0.7747,0.78,76.84,0.77
H3K9ac-H3K9me3-H3K27me3-H3K27ac,0.4909,0.515,0.6812,70.46,77.954,78.93,0.7,0.7792,0.79,0.5215,0.5305,0.6664,75.46,77.2381,77.63,0.75,0.7713,0.78,76.88,0.77
H3K9ac-H3K27ac-H3K9me3-H3K27me3,0.4918,0.5192,0.6859,58.49,77.7333,78.89,0.58,0.7769,0.79,0.522,0.5342,0.675,74.33,77.1885,77.65,0.74,0.7716,0.78,76.84,0.77
H3K9ac-H3K27ac-H3K27me3-H3K9me3,0.4916,0.5151,0.6872,50.02,77.6209,78.75,0.5,0.7759,0.79,0.5202,0.5291,0.6774,49.99,77.0414,77.71,0.5,0.7704,0.78,76.73,0.77
H3K9ac-H3K27me3-H3K9me3-H3K27ac,0.4878,0.5146,0.6808,64.81,77.9469,79.08,0.65,0.7793,0.79,0.5223,0.532,0.6649,75.84,77.2706,77.62,0.76,0.7716,0.78,76.86,0.77
H3K9ac-H3K27me3-H3K27ac-H3K9me3,0.4904,0.5147,0.6824,72.04,77.9846,78.86,0.72,0.7802,0.79,0.5215,0.5305,0.6678,75.65,77.281,77.66,0.76,0.7741,0.78,76.84,0.77
H3K9me3-H3K9ac-H3K27ac-H3K27me3,0.49,0.5185,0.6843,57.2,77.7421,78.96,0.57,0.7774,0.79,0.5225,0.5346,0.6705,73.92,77.1781,77.71,0.74,0.7732,0.78,76.88,0.77
H3K9me3-H3K9ac-H3K27me3-H3K27ac,0.4926,0.5171,0.689,51.18,77.6279,78.79,0.51,0.7758,0.79,0.521,0.5313,0.6797,61.52,77.0809,77.7,0.62,0.7706,0.78,76.86,0.77
H3K9me3-H3K27ac-H3K9ac-H3K27me3,0.4936,0.5161,0.6867,50.01,77.5134,78.85,0.5,0.775,0.79,0.521,0.5305,0.6758,49.99,77.0433,77.74,0.5,0.7711,0.78,76.94,0.77
H3K9me3-H3K27ac-H3K27me3-H3K9ac,0.4922,0.5146,0.6815,64.31,77.9113,78.82,0.64,0.7789,0.79,0.5213,0.5299,0.6675,75.71,77.2668,77.63,0.76,0.7737,0.78,76.89,0.77
H3K9me3-H3K27me3-H3K9ac-H3K27ac,0.4903,0.5145,0.6845,50.01,77.6891,78.92,0.5,0.7769,0.79,0.5211,0.5301,0.6719,49.99,77.0648,77.76,0.5,0.773,0.78,76.86,0.77
H3K9me3-H3K27me3-H3K27ac-H3K9ac,0.4919,0.5166,0.6834,59.12,77.8392,78.83,0.59,0.7783,0.79,0.5218,0.5321,0.6703,74.2,77.214,77.61,0.74,0.77,0.78,76.85,0.77
H3K27ac-H3K9ac-H3K9me3-H3K27me3,0.4891,0.514,0.6855,69.86,78.0214,78.93,0.7,0.7803,0.79,0.5207,0.5295,0.672,76.07,77.365,77.76,0.76,0.7747,0.78,76.74,0.77
H3K27ac-H3K9ac-H3K27me3-H3K9me3,0.4885,0.5136,0.688,50.01,77.5686,78.93,0.5,0.7756,0.79,0.5204,0.5296,0.6786,49.99,77.0365,77.69,0.5,0.7717,0.78,76.84,0.77
H3K27ac-H3K9me3-H3K9ac-H3K27me3,0.4902,0.5142,0.6885,50.09,77.6889,79.02,0.5,0.7768,0.79,0.5206,0.5298,0.6797,50.03,77.0138,77.67,0.5,0.7708,0.78,76.82,0.77
H3K27ac-H3K9me3-H3K27me3-H3K9ac,0.4939,0.518,0.6866,60.56,77.7475,78.75,0.61,0.7767,0.79,0.5213,0.5319,0.6789,75.68,77.2348,77.73,0.76,0.7717,0.78,76.92,0.77
H3K27ac-H3K27me3-H3K9ac-H3K9me3,0.4876,0.5106,0.6841,50.01,77.8045,79.08,0.5,0.778,0.79,0.5205,0.5283,0.6665,49.99,77.1295,77.73,0.5,0.7735,0.78,77.0,0.77
H3K27ac-H3K27me3-H3K9me3-H3K9ac,0.4923,0.5137,0.6809,70.24,78.0403,78.85,0.7,0.7801,0.79,0.5208,0.5287,0.6649,76.13,77.351,77.86,0.76,0.7737,0.78,76.85,0.77
H3K27me3-H3K9ac-H3K9me3-H3K27ac,0.488,0.515,0.6817,50.16,77.7024,78.96,0.5,0.777,0.79,0.5219,0.5314,0.6695,50.17,76.9771,77.71,0.5,0.7694,0.78,76.85,0.77
