item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max,test_acc_score,test_auc_score
H3K9me3-H3K27me3-H3K27ac,0.5079,0.5298,0.6892,50.01,76.8429,78.06,0.5,0.7689,0.78,0.527,0.5391,0.6827,49.99,76.7718,77.62,0.5,0.7691,0.78,76.94,0.77
H3K27ac-H3K9me3-H3K27me3,0.5078,0.5298,0.6889,58.64,77.0383,78.11,0.59,0.7712,0.78,0.5273,0.539,0.6802,74.47,76.9713,77.71,0.74,0.7706,0.78,76.99,0.77
H3K27ac-H3K27me3-H3K9me3,0.5078,0.5295,0.6893,61.47,77.1075,78.09,0.61,0.7718,0.78,0.5263,0.5381,0.6827,74.52,77.0335,77.69,0.75,0.7721,0.78,77.03,0.77
H3K27me3-H3K9me3-H3K27ac,0.5078,0.5292,0.685,62.39,77.1683,78.09,0.62,0.7721,0.78,0.5274,0.5383,0.6738,74.5,77.0151,77.62,0.75,0.7713,0.78,76.99,0.77
H3K27me3-H3K27ac-H3K9me3,0.5075,0.527,0.6841,58.14,77.1222,78.11,0.58,0.772,0.78,0.5269,0.5364,0.6702,73.35,77.0215,77.67,0.73,0.772,0.78,76.9,0.77
H3K4me3-H3K9ac-H3K9me3-H3K27ac,0.4875,0.5109,0.6799,52.49,77.8293,79.01,0.52,0.7787,0.79,0.5224,0.5295,0.6579,74.54,77.1376,77.69,0.75,0.7701,0.78,76.57,0.77
H3K4me3-H3K9ac-H3K27ac-H3K9me3,0.4887,0.5134,0.683,53.98,77.8246,78.94,0.54,0.7787,0.79,0.5214,0.53,0.6687,74.88,77.1816,77.69,0.75,0.7717,0.78,76.8,0.77
H3K4me3-H3K9me3-H3K9ac-H3K27ac,0.4835,0.5084,0.6767,50.01,77.8818,79.27,0.5,0.7788,0.79,0.5217,0.5292,0.6553,49.99,77.1358,77.81,0.5,0.7723,0.78,76.73,0.77
H3K4me3-H3K9me3-H3K27ac-H3K9ac,0.4894,0.5146,0.6875,49.99,77.5482,78.9,0.5,0.7759,0.79,0.5211,0.5306,0.677,49.99,76.9086,77.63,0.5,0.768,0.78,76.78,0.77
H3K4me3-H3K27ac-H3K9ac-H3K9me3,0.4864,0.5116,0.6799,55.87,77.9208,79.16,0.56,0.7795,0.79,0.5216,0.5301,0.6632,74.52,77.1368,77.84,0.75,0.7694,0.78,76.69,0.77
H3K4me3-H3K27ac-H3K9me3-H3K9ac,0.4873,0.5121,0.6763,54.86,77.7766,79.0,0.55,0.7784,0.79,0.5224,0.5299,0.6546,74.53,77.1159,77.65,0.75,0.7696,0.78,76.62,0.77
H3K9ac-H3K4me3-H3K9me3-H3K27ac,0.488,0.5121,0.6781,71.17,78.0484,78.9,0.71,0.7806,0.79,0.5221,0.53,0.6598,76.02,77.2481,77.69,0.76,0.7715,0.78,76.7,0.77
H3K9ac-H3K4me3-H3K27ac-H3K9me3,0.4906,0.5115,0.6777,63.71,78.0091,78.96,0.64,0.7806,0.79,0.5214,0.5288,0.6575,76.33,77.2727,77.71,0.76,0.7728,0.78,76.77,0.77
H3K9ac-H3K9me3-H3K4me3-H3K27ac,0.488,0.5124,0.6852,60.24,77.9803,79.01,0.6,0.7802,0.79,0.5214,0.5299,0.6688,76.22,77.2493,77.69,0.76,0.7707,0.78,76.84,0.77
H3K9ac-H3K9me3-H3K27ac-H3K4me3,0.49,0.5126,0.6814,70.7,78.0545,78.88,0.71,0.7805,0.79,0.5206,0.5284,0.6641,76.32,77.3371,77.73,0.76,0.7732,0.78,76.88,0.77
H3K9ac-H3K27ac-H3K4me3-H3K9me3,0.4865,0.5111,0.6823,49.66,77.8209,79.05,0.5,0.7788,0.79,0.5217,0.5294,0.6651,49.99,77.05,77.7,0.5,0.7702,0.78,76.62,0.77
H3K9ac-H3K27ac-H3K9me3-H3K4me3,0.4858,0.5107,0.6826,57.89,77.9535,79.13,0.58,0.7802,0.79,0.5209,0.5283,0.6658,75.64,77.2457,77.69,0.76,0.7713,0.78,76.66,0.77
H3K9me3-H3K4me3-H3K9ac-H3K27ac,0.4881,0.5112,0.6842,50.18,77.7868,79.02,0.5,0.7785,0.79,0.5217,0.5293,0.6682,73.34,77.1722,77.63,0.73,0.7706,0.78,76.71,0.77
H3K9me3-H3K4me3-H3K27ac-H3K9ac,0.4849,0.5111,0.6835,66.29,78.0306,79.31,0.66,0.7807,0.79,0.5216,0.5303,0.6681,74.37,77.1956,77.69,0.74,0.7708,0.78,76.61,0.77
H3K9me3-H3K9ac-H3K4me3-H3K27ac,0.4883,0.5118,0.6832,50.03,77.7607,79.12,0.5,0.7783,0.79,0.5213,0.5292,0.667,49.99,76.9931,77.76,0.5,0.7697,0.78,76.85,0.77
