model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
LogisticRegression,42,H3K27ac,,74.7,0.8099,75.5,0.83,0.8105,0.7731,0.6944,0.7317,0.759
RandomForest,42,H3K27ac,,75.9,0.8368,77.3,0.8561,0.8409,0.7995,0.7048,0.7492,0.779
SVM_Linear,42,H3K27ac,,74.5,0.8095,75.7,0.8292,0.8092,0.778,0.6923,0.7327,0.766
DirectRanker,456,H3K27ac,100,74.2,0.84,72.2,0.8106,0.7966,0.6857,0.7901,0.7342,0.868
LogisticRegression,456,H3K27ac,,75.1,0.8144,73.0,0.7899,0.7739,0.7584,0.6523,0.7013,0.772
RandomForest,456,H3K27ac,,76.5,0.8329,74.2,0.8172,0.7992,0.7701,0.6687,0.7159,0.789
SVM_Linear,456,H3K27ac,,74.6,0.8122,72.9,0.7901,0.7746,0.759,0.6481,0.6992,0.771
DirectRanker,789,H3K27ac,100,70.4,0.8,73.8,0.8283,0.8085,0.7156,0.7952,0.7533,0.86
LogisticRegression,789,H3K27ac,,70.7,0.77,72.4,0.8052,0.7866,0.7762,0.6342,0.698,0.775
RandomForest,789,H3K27ac,,72.1,0.8011,74.8,0.8308,0.8214,0.7981,0.668,0.7273,0.764
SVM_Linear,789,H3K27ac,,70.9,0.7714,72.4,0.8042,0.7849,0.7762,0.6342,0.698,0.776
DirectRanker,1011,H3K27me3,100,50.2,0.53,51.1,0.5157,0.5126,0.5066,0.994,0.6711,0.038
LogisticRegression,1011,H3K27me3,,51.9,0.509,50.3,0.5118,0.5101,0.6087,0.0279,0.0533,0.018
RandomForest,1011,H3K27me3,,52.8,0.5285,50.5,0.5157,0.5104,0.6522,0.0299,0.0571,0.031
SVM_Linear,1011,H3K27me3,,52.1,0.5164,50.2,0.5041,0.5119,0.625,0.0199,0.0386,0.019
DirectRanker,123,H3K27me3,100,51.9,0.53,50.4,0.5255,0.5128,0.498,0.9898,0.6626,0.046
LogisticRegression,123,H3K27me3,,50.3,0.5156,51.7,0.5158,0.5086,0.7368,0.0285,0.0548,0.028
RandomForest,123,H3K27me3,,50.6,0.5217,52.2,0.5255,0.5144,0.7917,0.0386,0.0736,0.045
SVM_Linear,123,H3K27me3,,50.4,0.5193,51.5,0.5118,0.5062,0.7059,0.0244,0.0472,0.025
DirectRanker,42,H3K27me3,100,48.3,0.52,49.6,0.5206,0.4928,0.4883,0.9938,0.6548,0.039
LogisticRegression,42,H3K27me3,,53.4,0.5114,51.5,0.5012,0.4862,0.4091,0.0187,0.0358,0.023
RandomForest,42,H3K27me3,,53.9,0.5217,52.5,0.5206,0.4954,0.6667,0.0249,0.0481,0.039
SVM_Linear,42,H3K27me3,,53.5,0.5159,51.5,0.4975,0.4847,0.3889,0.0146,0.0281,0.024
DirectRanker,456,H3K27me3,100,48.8,0.53,49.2,0.5159,0.5017,0.4888,0.9877,0.654,0.038
LogisticRegression,456,H3K27me3,,53.7,0.5175,51.8,0.5034,0.4899,0.6667,0.0165,0.0321,0.016
RandomForest,456,H3K27me3,,54.3,0.5295,52.5,0.5176,0.4981,0.7895,0.0309,0.0594,0.037
SVM_Linear,456,H3K27me3,,53.8,0.5158,51.7,0.5018,0.4919,0.5882,0.0206,0.0398,0.018
DirectRanker,789,H3K27me3,100,48.4,0.52,51.6,0.5186,0.5141,0.5098,0.9861,0.6721,0.049
LogisticRegression,789,H3K27me3,,53.3,0.5118,49.1,0.4935,0.5064,0.35,0.0139,0.0268,0.024
RandomForest,789,H3K27me3,,53.4,0.5154,50.2,0.5165,0.5134,0.6,0.0298,0.0568,0.042
SVM_Linear,789,H3K27me3,,53.1,0.5094,49.7,0.5051,0.5072,0.5,0.0139,0.0271,0.024
DirectRanker,1011,H3K4me3-H3K9ac,42,71.2,0.79,72.2,0.8154,0.8002,0.7059,0.7649,0.7342,0.893
LogisticRegression,1011,H3K4me3-H3K9ac,,69.9,0.7598,72.2,0.796,0.7737,0.7605,0.6514,0.7017,0.752
RandomForest,1011,H3K4me3-H3K9ac,,71.2,0.798,73.7,0.8223,0.7881,0.7685,0.6813,0.7223,0.788
SVM_Linear,1011,H3K4me3-H3K9ac,,70.1,0.7621,72.3,0.7976,0.7801,0.7635,0.6494,0.7018,0.756
DirectRanker,123,H3K4me3-H3K9ac,42,75.5,0.84,72.7,0.8201,0.8056,0.7039,0.7683,0.7347,0.9
LogisticRegression,123,H3K4me3-H3K9ac,,74.5,0.8177,71.9,0.7958,0.7743,0.7381,0.6646,0.6995,0.779
RandomForest,123,H3K4me3-H3K9ac,,76.7,0.8442,74.6,0.8303,0.8279,0.7705,0.689,0.7275,0.808
SVM_Linear,123,H3K4me3-H3K9ac,,75.0,0.8194,72.0,0.7973,0.7754,0.7409,0.6626,0.6996,0.772
DirectRanker,42,H3K4me3-H3K9ac,100,73.7,0.83,71.8,0.8316,0.8241,0.6786,0.7859,0.7283,0.889
LogisticRegression,42,H3K4me3-H3K9ac,,73.3,0.7984,74.9,0.8142,0.7947,0.7567,0.7048,0.7298,0.762
RandomForest,42,H3K4me3-H3K9ac,,74.7,0.8239,76.2,0.8407,0.822,0.7743,0.7131,0.7424,0.806
SVM_Linear,42,H3K4me3-H3K9ac,,73.7,0.7987,74.5,0.8148,0.7952,0.7489,0.7069,0.7273,0.76
DirectRanker,456,H3K4me3-H3K9ac,97,75.2,0.85,71.7,0.8144,0.8042,0.6835,0.7778,0.7276,0.881
LogisticRegression,456,H3K4me3-H3K9ac,,76.3,0.8317,73.6,0.792,0.7734,0.7681,0.6543,0.7067,0.776
RandomForest,456,H3K4me3-H3K9ac,,77.1,0.8486,74.9,0.8157,0.794,0.7617,0.7037,0.7316,0.811
SVM_Linear,456,H3K4me3-H3K9ac,,76.0,0.8308,73.3,0.7915,0.77,0.7651,0.6502,0.703,0.774
DirectRanker,789,H3K4me3-H3K9ac,52,71.8,0.81,73.3,0.8226,0.8044,0.7107,0.7913,0.7488,0.879
LogisticRegression,789,H3K4me3-H3K9ac,,70.7,0.7635,71.9,0.7903,0.7702,0.7707,0.6282,0.6922,0.769
RandomForest,789,H3K4me3-H3K9ac,,72.1,0.7963,74.5,0.8316,0.8214,0.7911,0.67,0.7255,0.798
SVM_Linear,789,H3K4me3-H3K9ac,,70.1,0.765,71.9,0.7926,0.7719,0.7694,0.6302,0.6929,0.761
DirectRanker,1011,H3K4me3-H3K9me3,43,71.8,0.78,71.8,0.8084,0.7957,0.7045,0.755,0.7288,0.903
LogisticRegression,1011,H3K4me3-H3K9me3,,69.7,0.7529,72.1,0.7957,0.7744,0.7494,0.6673,0.706,0.751
RandomForest,1011,H3K4me3-H3K9me3,,70.7,0.7826,73.1,0.8092,0.7966,0.7606,0.6773,0.7165,0.78
SVM_Linear,1011,H3K4me3-H3K9me3,,69.2,0.7463,72.0,0.7906,0.7708,0.7511,0.6614,0.7034,0.753
DirectRanker,123,H3K4me3-H3K9me3,44,73.7,0.83,72.0,0.8108,0.7895,0.6934,0.7724,0.7308,0.903
LogisticRegression,123,H3K4me3-H3K9me3,,72.3,0.7998,71.6,0.7792,0.7582,0.7407,0.6504,0.6926,0.786
RandomForest,123,H3K4me3-H3K9me3,,74.6,0.8343,73.0,0.8073,0.8015,0.7546,0.6687,0.7091,0.81
SVM_Linear,123,H3K4me3-H3K9me3,,71.8,0.7989,71.3,0.7776,0.7468,0.7412,0.6402,0.687,0.78
DirectRanker,42,H3K4me3-H3K9me3,70,73.2,0.82,72.6,0.8206,0.8117,0.6872,0.79,0.735,0.903
LogisticRegression,42,H3K4me3-H3K9me3,,73.5,0.7908,73.5,0.7923,0.7705,0.7318,0.7089,0.7202,0.764
RandomForest,42,H3K4me3-H3K9me3,,74.5,0.8179,74.4,0.8248,0.8053,0.7462,0.7089,0.7271,0.795
SVM_Linear,42,H3K4me3-H3K9me3,,72.7,0.7778,71.9,0.7793,0.7495,0.7146,0.6923,0.7033,0.77
DirectRanker,456,H3K4me3-H3K9me3,94,74.6,0.84,71.4,0.803,0.7959,0.6838,0.7654,0.7223,0.901
LogisticRegression,456,H3K4me3-H3K9me3,,74.8,0.8142,69.6,0.7603,0.7268,0.705,0.644,0.6731,0.791
RandomForest,456,H3K4me3-H3K9me3,,76.3,0.8383,73.3,0.8015,0.769,0.7472,0.6811,0.7126,0.808
SVM_Linear,456,H3K4me3-H3K9me3,,75.2,0.8138,70.3,0.7658,0.7312,0.7114,0.6543,0.6817,0.791
DirectRanker,789,H3K4me3-H3K9me3,49,71.2,0.8,71.7,0.8087,0.7992,0.6943,0.7813,0.7353,0.881
LogisticRegression,789,H3K4me3-H3K9me3,,68.9,0.7534,70.7,0.7815,0.7651,0.7465,0.6322,0.6846,0.773
RandomForest,789,H3K4me3-H3K9me3,,71.2,0.787,73.8,0.8179,0.8168,0.777,0.672,0.7207,0.793
SVM_Linear,789,H3K4me3-H3K9me3,,69.2,0.7562,70.1,0.7751,0.7626,0.7394,0.6262,0.6781,0.759
DirectRanker,1011,H3K4me3-H3K27ac,11,70.7,0.79,72.1,0.809,0.7968,0.7084,0.755,0.731,0.913
LogisticRegression,1011,H3K4me3-H3K27ac,,69.7,0.761,73.3,0.801,0.7785,0.7527,0.6972,0.7239,0.763
RandomForest,1011,H3K4me3-H3K27ac,,71.6,0.7976,73.7,0.8319,0.8151,0.7638,0.6892,0.7246,0.818
SVM_Linear,1011,H3K4me3-H3K27ac,,69.8,0.7628,73.2,0.8016,0.7805,0.7543,0.6912,0.7214,0.764
DirectRanker,123,H3K4me3-H3K27ac,53,75.1,0.84,73.5,0.8339,0.8225,0.7121,0.7744,0.742,0.915
LogisticRegression,123,H3K4me3-H3K27ac,,74.1,0.8042,73.5,0.8074,0.7948,0.7585,0.6768,0.7154,0.784
RandomForest,123,H3K4me3-H3K27ac,,76.7,0.8536,76.0,0.8334,0.8316,0.7864,0.7033,0.7425,0.85
SVM_Linear,123,H3K4me3-H3K27ac,,73.2,0.8037,73.2,0.8074,0.7963,0.7569,0.6707,0.7112,0.781
DirectRanker,42,H3K4me3-H3K27ac,67,75.5,0.84,74.3,0.8439,0.8341,0.7051,0.8004,0.7498,0.913
LogisticRegression,42,H3K4me3-H3K27ac,,74.5,0.8137,76.4,0.8299,0.8177,0.7728,0.7214,0.7462,0.773
RandomForest,42,H3K4me3-H3K27ac,,76.0,0.8442,77.0,0.8541,0.8398,0.7758,0.7339,0.7543,0.828
SVM_Linear,42,H3K4me3-H3K27ac,,74.1,0.8139,75.9,0.8319,0.8166,0.7655,0.7193,0.7417,0.771
DirectRanker,456,H3K4me3-H3K27ac,100,74.8,0.85,73.3,0.8239,0.816,0.7009,0.786,0.741,0.9
LogisticRegression,456,H3K4me3-H3K27ac,,77.0,0.83,73.6,0.7979,0.7837,0.7558,0.6749,0.713,0.796
RandomForest,456,H3K4me3-H3K27ac,,76.4,0.8504,74.9,0.8286,0.8022,0.7617,0.7037,0.7316,0.82
SVM_Linear,456,H3K4me3-H3K27ac,,76.1,0.8281,73.1,0.796,0.7835,0.746,0.677,0.7098,0.793
DirectRanker,789,H3K4me3-H3K27ac,58,72.2,0.81,74.3,0.8313,0.8148,0.7261,0.7853,0.7545,0.9
LogisticRegression,789,H3K4me3-H3K27ac,,71.4,0.7765,73.1,0.805,0.7881,0.7721,0.66,0.7117,0.764
RandomForest,789,H3K4me3-H3K27ac,,73.4,0.8072,76.2,0.8423,0.8364,0.7991,0.7038,0.7484,0.813
SVM_Linear,789,H3K4me3-H3K27ac,,71.0,0.778,72.6,0.8067,0.7906,0.7632,0.66,0.7079,0.764
DirectRanker,1011,H3K4me3-H3K27me3,13,71.3,0.79,72.3,0.804,0.7881,0.7049,0.7709,0.7364,0.896
LogisticRegression,1011,H3K4me3-H3K27me3,,69.5,0.7538,71.1,0.7884,0.7541,0.7404,0.6534,0.6942,0.752
RandomForest,1011,H3K4me3-H3K27me3,,70.7,0.7816,72.2,0.8083,0.7939,0.7523,0.6653,0.7061,0.771
SVM_Linear,1011,H3K4me3-H3K27me3,,69.3,0.7608,70.8,0.796,0.7769,0.7397,0.6454,0.6894,0.753
DirectRanker,123,H3K4me3-H3K27me3,37,74.5,0.83,71.5,0.8096,0.7873,0.6906,0.7622,0.7246,0.9
LogisticRegression,123,H3K4me3-H3K27me3,,72.8,0.8052,72.6,0.7927,0.7824,0.7535,0.6585,0.7028,0.805
RandomForest,123,H3K4me3-H3K27me3,,74.8,0.8324,73.0,0.8068,0.8006,0.7606,0.6585,0.7059,0.806
SVM_Linear,123,H3K4me3-H3K27me3,,72.6,0.8091,72.5,0.7927,0.7795,0.7506,0.6606,0.7027,0.805
DirectRanker,42,H3K4me3-H3K27me3,55,73.4,0.82,72.6,0.8222,0.8128,0.6878,0.7879,0.7345,0.898
LogisticRegression,42,H3K4me3-H3K27me3,,73.9,0.8033,74.2,0.8018,0.7788,0.7451,0.7048,0.7244,0.804
RandomForest,42,H3K4me3-H3K27me3,,74.8,0.8161,75.1,0.8256,0.8053,0.7544,0.7152,0.7343,0.79
SVM_Linear,42,H3K4me3-H3K27me3,,73.9,0.8057,74.0,0.803,0.7848,0.7429,0.7027,0.7222,0.796
DirectRanker,456,H3K4me3-H3K27me3,85,74.2,0.84,71.0,0.8013,0.7933,0.6775,0.7695,0.7206,0.881
LogisticRegression,456,H3K4me3-H3K27me3,,75.0,0.8213,70.8,0.7692,0.7512,0.731,0.6317,0.6777,0.79
RandomForest,456,H3K4me3-H3K27me3,,75.3,0.8366,73.4,0.8008,0.7654,0.7523,0.6749,0.7115,0.795
SVM_Linear,456,H3K4me3-H3K27me3,,74.8,0.8266,70.7,0.7738,0.7681,0.7292,0.6317,0.677,0.788
DirectRanker,789,H3K4me3-H3K27me3,67,70.5,0.8,72.3,0.8097,0.7984,0.7018,0.7813,0.7394,0.88
LogisticRegression,789,H3K4me3-H3K27me3,,70.2,0.7633,70.7,0.78,0.7615,0.7512,0.6243,0.6819,0.773
RandomForest,789,H3K4me3-H3K27me3,,71.0,0.7847,72.7,0.8161,0.814,0.7662,0.6581,0.708,0.783
SVM_Linear,789,H3K4me3-H3K27me3,,70.1,0.7646,70.7,0.7864,0.7678,0.7512,0.6243,0.6819,0.764
DirectRanker,1011,H3K9ac-H3K9me3,95,70.4,0.78,71.3,0.8123,0.7899,0.687,0.7869,0.7335,0.836
LogisticRegression,1011,H3K9ac-H3K9me3,,69.3,0.7533,71.6,0.789,0.7649,0.7633,0.6295,0.69,0.723
RandomForest,1011,H3K9ac-H3K9me3,,70.5,0.7927,72.9,0.8218,0.8045,0.7718,0.6534,0.7077,0.736
SVM_Linear,1011,H3K9ac-H3K9me3,,68.7,0.7459,71.4,0.7826,0.7619,0.77,0.6135,0.6829,0.72
DirectRanker,123,H3K9ac-H3K9me3,51,73.7,0.83,72.3,0.8125,0.7938,0.687,0.8028,0.7404,0.837
LogisticRegression,123,H3K9ac-H3K9me3,,72.9,0.788,70.1,0.7662,0.7419,0.7455,0.5955,0.6621,0.728
RandomForest,123,H3K9ac-H3K9me3,,76.7,0.8412,72.0,0.816,0.8185,0.765,0.622,0.6861,0.757
SVM_Linear,123,H3K9ac-H3K9me3,,72.7,0.7872,68.9,0.7611,0.7265,0.7315,0.5813,0.6478,0.704
DirectRanker,42,H3K9ac-H3K9me3,100,71.2,0.82,70.9,0.8203,0.8087,0.6621,0.8067,0.7273,0.848
LogisticRegression,42,H3K9ac-H3K9me3,,72.0,0.7699,72.4,0.7831,0.742,0.7346,0.6674,0.6993,0.719
RandomForest,42,H3K9ac-H3K9me3,,74.1,0.8141,72.9,0.8222,0.81,0.7442,0.6653,0.7025,0.746
SVM_Linear,42,H3K9ac-H3K9me3,,70.1,0.7513,71.5,0.7657,0.7165,0.7279,0.6507,0.6872,0.716
DirectRanker,456,H3K9ac-H3K9me3,100,74.2,0.84,68.7,0.791,0.7862,0.6515,0.7654,0.7039,0.846
LogisticRegression,456,H3K9ac-H3K9me3,,74.2,0.8008,70.2,0.7536,0.7066,0.7227,0.6276,0.6718,0.74
RandomForest,456,H3K9ac-H3K9me3,,76.7,0.8459,72.5,0.7893,0.7639,0.753,0.6461,0.6955,0.769
SVM_Linear,456,H3K9ac-H3K9me3,,74.2,0.7991,70.1,0.7509,0.7024,0.721,0.6276,0.6711,0.739
DirectRanker,789,H3K9ac-H3K9me3,100,70.3,0.8,73.7,0.826,0.7989,0.7069,0.8151,0.7572,0.826
LogisticRegression,789,H3K9ac-H3K9me3,,70.8,0.7597,71.3,0.7861,0.7497,0.7727,0.6083,0.6808,0.746
RandomForest,789,H3K9ac-H3K9me3,,71.8,0.8001,73.7,0.8262,0.8067,0.8093,0.6243,0.7048,0.753
SVM_Linear,789,H3K9ac-H3K9me3,,70.6,0.7603,70.4,0.78,0.7453,0.7674,0.5905,0.6674,0.737
DirectRanker,1011,H3K9ac-H3K27ac,100,71.3,0.79,73.3,0.8295,0.8052,0.711,0.7888,0.7479,0.87
LogisticRegression,1011,H3K9ac-H3K27ac,,70.4,0.7688,71.8,0.7943,0.7573,0.7558,0.6474,0.6974,0.752
RandomForest,1011,H3K9ac-H3K27ac,,71.1,0.8021,75.2,0.8364,0.8198,0.79,0.6892,0.7362,0.795
SVM_Linear,1011,H3K9ac-H3K27ac,,70.9,0.7713,71.5,0.793,0.7586,0.7565,0.6375,0.6919,0.743
DirectRanker,123,H3K9ac-H3K27ac,51,74.7,0.84,72.5,0.8226,0.8079,0.6969,0.7805,0.7363,0.873
LogisticRegression,123,H3K9ac-H3K27ac,,74.7,0.8043,72.6,0.7934,0.7743,0.7608,0.6463,0.6989,0.741
RandomForest,123,H3K9ac-H3K27ac,,76.2,0.8516,76.0,0.841,0.8408,0.8029,0.6789,0.7357,0.814
SVM_Linear,123,H3K9ac-H3K27ac,,74.2,0.8038,72.7,0.7968,0.7789,0.7601,0.6504,0.701,0.749
DirectRanker,42,H3K9ac-H3K27ac,53,74.9,0.84,74.2,0.8428,0.8321,0.6995,0.8129,0.7519,0.882
LogisticRegression,42,H3K9ac-H3K27ac,,74.5,0.8044,75.5,0.8279,0.801,0.767,0.7048,0.7346,0.748
RandomForest,42,H3K9ac-H3K27ac,,77.2,0.8448,77.9,0.8555,0.8462,0.7955,0.7277,0.76,0.807
SVM_Linear,42,H3K9ac-H3K27ac,,73.6,0.8028,75.8,0.8282,0.801,0.771,0.7069,0.7375,0.746
DirectRanker,456,H3K9ac-H3K27ac,82,74.6,0.85,73.2,0.8203,0.8103,0.6953,0.7984,0.7433,0.879
LogisticRegression,456,H3K9ac-H3K27ac,,76.6,0.8185,73.4,0.7876,0.7714,0.7535,0.6728,0.7109,0.766
RandomForest,456,H3K9ac-H3K27ac,,77.2,0.8536,75.5,0.8287,0.8121,0.7809,0.6893,0.7322,0.816
SVM_Linear,456,H3K9ac-H3K27ac,,76.0,0.817,73.4,0.7846,0.769,0.7546,0.6708,0.7102,0.767
DirectRanker,789,H3K9ac-H3K27ac,100,72.2,0.81,74.8,0.8393,0.818,0.7261,0.8012,0.7618,0.873
LogisticRegression,789,H3K9ac-H3K27ac,,71.3,0.7757,72.0,0.8019,0.7747,0.7852,0.6103,0.6868,0.758
RandomForest,789,H3K9ac-H3K27ac,,73.9,0.816,75.5,0.8471,0.8281,0.8116,0.668,0.7328,0.795
SVM_Linear,789,H3K9ac-H3K27ac,,71.2,0.779,71.6,0.7989,0.7723,0.7801,0.6064,0.6823,0.744
DirectRanker,1011,H3K9ac-H3K27me3,100,71.8,0.79,72.2,0.8171,0.7961,0.6924,0.8028,0.7435,0.826
