model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
DirectRanker,123,H3K9me3,100,58.1,0.61,56.8,0.6128,0.5859,0.5425,0.6618,0.5963,0.78
LogisticRegression,123,H3K9me3,,58.6,0.6138,56.0,0.5775,0.5682,0.5745,0.3361,0.4241,0.524
RandomForest,123,H3K9me3,,57.9,0.6084,58.0,0.6119,0.5818,0.5934,0.4087,0.484,0.594
SVM_Linear,123,H3K9me3,,56.7,0.6177,55.6,0.5789,0.5704,0.5979,0.2407,0.3432,0.392
DirectRanker,42,H3K9me3,100,57.0,0.62,56.5,0.6145,0.538,0.5244,0.6925,0.5968,0.809
LogisticRegression,42,H3K9me3,,59.0,0.5951,57.6,0.5855,0.5251,0.5568,0.4323,0.4867,0.585
RandomForest,42,H3K9me3,,62.1,0.6573,61.8,0.6454,0.5771,0.6101,0.4946,0.5463,0.605
SVM_Linear,42,H3K9me3,,58.5,0.5983,56.8,0.5854,0.5245,0.5559,0.3527,0.4316,0.528
DirectRanker,456,H3K9me3,100,57.1,0.61,55.0,0.5836,0.5466,0.5212,0.6702,0.5864,0.78
LogisticRegression,456,H3K9me3,,58.7,0.596,55.1,0.5601,0.5271,0.5347,0.437,0.4809,0.584
RandomForest,456,H3K9me3,,60.8,0.6379,58.0,0.5991,0.5615,0.5714,0.4706,0.5161,0.595
SVM_Linear,456,H3K9me3,,57.5,0.5932,55.3,0.5583,0.5254,0.5428,0.3866,0.4515,0.569
DirectRanker,789,H3K9me3,97,52.6,0.56,56.5,0.6184,0.5808,0.5342,0.6876,0.6013,0.779
LogisticRegression,789,H3K9me3,,54.6,0.5461,59.1,0.5932,0.5549,0.595,0.4465,0.5102,0.569
RandomForest,789,H3K9me3,,57.3,0.5894,59.7,0.6318,0.5968,0.6022,0.457,0.5197,0.574
SVM_Linear,789,H3K9me3,,55.0,0.5469,57.8,0.5952,0.5566,0.6096,0.3208,0.4203,0.47
DirectRanker,1011,H3K27ac,77,67.2,0.76,67.7,0.7546,0.7237,0.642,0.7521,0.6927,0.866
LogisticRegression,1011,H3K27ac,,68.3,0.7354,68.9,0.7254,0.6809,0.7179,0.5888,0.647,0.71
RandomForest,1011,H3K27ac,,70.5,0.7849,70.1,0.7837,0.742,0.7197,0.626,0.6696,0.734
SVM_Linear,1011,H3K27ac,,68.8,0.7366,69.3,0.7279,0.6831,0.7252,0.5888,0.6499,0.706
DirectRanker,123,H3K27ac,100,67.9,0.73,68.0,0.7536,0.7106,0.6452,0.7469,0.6923,0.87
LogisticRegression,123,H3K27ac,,66.4,0.704,66.7,0.7147,0.6565,0.703,0.5353,0.6078,0.706
RandomForest,123,H3K27ac,,68.2,0.7486,71.1,0.7772,0.7374,0.7249,0.6452,0.6828,0.735
SVM_Linear,123,H3K27ac,,66.6,0.7053,65.8,0.7148,0.656,0.7,0.5083,0.5889,0.683
DirectRanker,42,H3K27ac,100,70.2,0.79,69.2,0.7888,0.7293,0.636,0.7892,0.7044,0.877
LogisticRegression,42,H3K27ac,,71.0,0.7613,70.5,0.7627,0.7055,0.7063,0.6258,0.6636,0.721
RandomForest,42,H3K27ac,,72.5,0.8062,73.3,0.8116,0.7631,0.721,0.6946,0.7076,0.71
SVM_Linear,42,H3K27ac,,71.0,0.7614,71.1,0.762,0.7029,0.7189,0.6215,0.6667,0.709
DirectRanker,456,H3K27ac,100,69.2,0.77,65.7,0.7332,0.6977,0.6157,0.7437,0.6736,0.874
LogisticRegression,456,H3K27ac,,69.3,0.7426,66.6,0.7067,0.6558,0.6732,0.5798,0.623,0.728
RandomForest,456,H3K27ac,,70.4,0.782,68.1,0.7567,0.7094,0.6796,0.6239,0.6506,0.728
SVM_Linear,456,H3K27ac,,68.9,0.7432,66.3,0.708,0.6555,0.6716,0.5714,0.6175,0.731
DirectRanker,789,H3K27ac,100,64.3,0.74,67.4,0.7756,0.7484,0.6304,0.7652,0.6913,0.874
LogisticRegression,789,H3K27ac,,67.0,0.7084,68.4,0.7235,0.6733,0.6912,0.6101,0.6481,0.731
RandomForest,789,H3K27ac,,69.2,0.7675,71.9,0.7849,0.7649,0.7121,0.6897,0.7007,0.724
SVM_Linear,789,H3K27ac,,66.6,0.708,68.0,0.7254,0.6741,0.6892,0.5996,0.6413,0.727
DirectRanker,1011,H3K27me3,100,58.4,0.65,59.9,0.6527,0.6006,0.5601,0.7996,0.6587,0.616
LogisticRegression,1011,H3K27me3,,58.2,0.6192,54.8,0.5927,0.5522,0.5656,0.2851,0.3791,0.432
RandomForest,1011,H3K27me3,,59.0,0.6261,59.6,0.652,0.5911,0.6408,0.376,0.474,0.499
SVM_Linear,1011,H3K27me3,,58.1,0.6145,54.4,0.5934,0.5527,0.5614,0.2645,0.3596,0.409
DirectRanker,123,H3K27me3,100,58.5,0.62,62.1,0.6821,0.6366,0.5752,0.8174,0.6752,0.616
LogisticRegression,123,H3K27me3,,55.6,0.5956,58.9,0.6537,0.6132,0.634,0.3485,0.4498,0.45
RandomForest,123,H3K27me3,,57.4,0.6394,61.4,0.675,0.6167,0.6765,0.3817,0.4881,0.477
SVM_Linear,123,H3K27me3,,55.4,0.5971,58.3,0.6533,0.6138,0.6432,0.3029,0.4118,0.405
DirectRanker,42,H3K27me3,100,60.0,0.67,62.0,0.6801,0.6199,0.5619,0.8301,0.6701,0.618
LogisticRegression,42,H3K27me3,,55.1,0.6046,59.3,0.6474,0.6032,0.609,0.3484,0.4432,0.458
RandomForest,42,H3K27me3,,61.9,0.6781,59.9,0.6636,0.6063,0.6096,0.3828,0.4703,0.499
SVM_Linear,42,H3K27me3,,55.4,0.6079,59.2,0.6402,0.5985,0.6173,0.3226,0.4237,0.448
DirectRanker,456,H3K27me3,100,57.6,0.65,57.6,0.6199,0.5768,0.5363,0.8067,0.6443,0.59
LogisticRegression,456,H3K27me3,,58.8,0.6166,55.9,0.574,0.5574,0.567,0.3109,0.4016,0.433
RandomForest,456,H3K27me3,,61.0,0.6436,58.8,0.6215,0.5558,0.6103,0.3718,0.4621,0.486
SVM_Linear,456,H3K27me3,,58.6,0.6159,55.5,0.5763,0.5564,0.5633,0.2899,0.3828,0.427
DirectRanker,789,H3K27me3,68,59.7,0.66,57.5,0.6559,0.6159,0.5355,0.8218,0.6485,0.598
LogisticRegression,789,H3K27me3,,57.0,0.6231,56.9,0.5902,0.5583,0.5885,0.3208,0.4152,0.39
RandomForest,789,H3K27me3,,60.1,0.6484,62.1,0.6524,0.6036,0.687,0.3774,0.4871,0.452
SVM_Linear,789,H3K27me3,,57.4,0.621,56.7,0.5865,0.5576,0.6019,0.2725,0.3752,0.37
DirectRanker,1011,H3K4me3-H3K9ac,40,67.5,0.77,68.6,0.7619,0.7308,0.6616,0.719,0.6891,0.944
LogisticRegression,1011,H3K4me3-H3K9ac,,68.2,0.7428,68.6,0.7262,0.6671,0.6941,0.6281,0.6594,0.723
RandomForest,1011,H3K4me3-H3K9ac,,71.4,0.7814,70.7,0.7784,0.764,0.7072,0.6736,0.6899,0.776
SVM_Linear,1011,H3K4me3-H3K9ac,,68.0,0.7403,67.4,0.7257,0.6681,0.6899,0.593,0.6378,0.709
DirectRanker,123,H3K4me3-H3K9ac,44,66.2,0.74,68.5,0.7526,0.7109,0.6561,0.7282,0.6903,0.93
LogisticRegression,123,H3K4me3-H3K9ac,,67.0,0.7265,67.8,0.7337,0.6776,0.7051,0.5705,0.6307,0.707
RandomForest,123,H3K4me3-H3K9ac,,68.3,0.7556,70.3,0.7677,0.7379,0.7156,0.6369,0.674,0.772
SVM_Linear,123,H3K4me3-H3K9ac,,66.0,0.7258,67.6,0.7378,0.6826,0.7135,0.5477,0.6197,0.687
DirectRanker,42,H3K4me3-H3K9ac,49,71.0,0.78,68.4,0.7714,0.7145,0.6352,0.7527,0.689,0.954
LogisticRegression,42,H3K4me3-H3K9ac,,71.0,0.7627,68.5,0.7347,0.6773,0.6638,0.6538,0.6587,0.737
RandomForest,42,H3K4me3-H3K9ac,,72.0,0.7922,72.1,0.7981,0.7519,0.6921,0.7204,0.706,0.759
SVM_Linear,42,H3K4me3-H3K9ac,,71.7,0.7662,68.6,0.7362,0.6798,0.6689,0.643,0.6557,0.721
DirectRanker,456,H3K4me3-H3K9ac,57,68.1,0.76,66.3,0.7261,0.6927,0.6294,0.7101,0.6673,0.943
LogisticRegression,456,H3K4me3-H3K9ac,,68.1,0.7357,65.4,0.6974,0.6378,0.6419,0.6176,0.6296,0.723
RandomForest,456,H3K4me3-H3K9ac,,70.6,0.7781,68.3,0.7539,0.7085,0.6717,0.6534,0.6624,0.787
SVM_Linear,456,H3K4me3-H3K9ac,,67.6,0.7357,65.4,0.6986,0.642,0.6457,0.605,0.6247,0.707
DirectRanker,789,H3K4me3-H3K9ac,75,64.0,0.72,70.0,0.785,0.7454,0.6618,0.7589,0.707,0.932
LogisticRegression,789,H3K4me3-H3K9ac,,67.2,0.7098,70.7,0.7596,0.7089,0.711,0.6499,0.6791,0.719
RandomForest,789,H3K4me3-H3K9ac,,67.2,0.756,71.1,0.7859,0.7561,0.6983,0.6939,0.6961,0.756
SVM_Linear,789,H3K4me3-H3K9ac,,67.0,0.7136,70.8,0.7616,0.7093,0.7229,0.6289,0.6726,0.705
DirectRanker,1011,H3K4me3-H3K9me3,68,68.0,0.77,68.3,0.7616,0.7301,0.6597,0.7128,0.6852,0.945
LogisticRegression,1011,H3K4me3-H3K9me3,,69.5,0.7529,67.6,0.7354,0.6789,0.6896,0.6012,0.6424,0.748
RandomForest,1011,H3K4me3-H3K9me3,,70.2,0.7884,69.0,0.774,0.7584,0.6951,0.6405,0.6667,0.756
SVM_Linear,1011,H3K4me3-H3K9me3,,69.9,0.7541,68.2,0.7352,0.683,0.7034,0.593,0.6435,0.728
DirectRanker,123,H3K4me3-H3K9me3,19,66.7,0.73,68.2,0.7505,0.7071,0.6547,0.7199,0.6858,0.943
LogisticRegression,123,H3K4me3-H3K9me3,,66.2,0.708,67.6,0.7242,0.6565,0.6899,0.5954,0.6392,0.721
RandomForest,123,H3K4me3-H3K9me3,,68.0,0.7481,69.7,0.766,0.7293,0.695,0.6618,0.678,0.77
SVM_Linear,123,H3K4me3-H3K9me3,,66.4,0.7109,67.6,0.7247,0.6579,0.6927,0.5892,0.6368,0.71
DirectRanker,42,H3K4me3-H3K9me3,42,70.8,0.78,67.9,0.7755,0.7179,0.6324,0.7398,0.6819,0.966
LogisticRegression,42,H3K4me3-H3K9me3,,69.7,0.7627,69.1,0.7443,0.6802,0.6653,0.6753,0.6702,0.737
RandomForest,42,H3K4me3-H3K9me3,,72.0,0.7954,71.5,0.7941,0.7534,0.6899,0.7032,0.6965,0.76
SVM_Linear,42,H3K4me3-H3K9me3,,69.4,0.7682,69.0,0.7466,0.684,0.6681,0.6624,0.6652,0.73
DirectRanker,456,H3K4me3-H3K9me3,42,68.0,0.75,65.5,0.7204,0.6761,0.6248,0.6891,0.6553,0.952
LogisticRegression,456,H3K4me3-H3K9me3,,67.3,0.7325,65.0,0.7067,0.661,0.6394,0.6071,0.6228,0.762
RandomForest,456,H3K4me3-H3K9me3,,70.1,0.7764,69.4,0.7543,0.7158,0.684,0.6639,0.6738,0.773
SVM_Linear,456,H3K4me3-H3K9me3,,67.0,0.7311,65.2,0.7066,0.6565,0.6422,0.6071,0.6242,0.757
DirectRanker,789,H3K4me3-H3K9me3,40,63.9,0.72,69.9,0.7808,0.7438,0.666,0.74,0.7011,0.936
LogisticRegression,789,H3K4me3-H3K9me3,,64.1,0.6932,69.3,0.7615,0.7231,0.6906,0.6457,0.6674,0.719
RandomForest,789,H3K4me3-H3K9me3,,66.6,0.7469,70.9,0.7864,0.7574,0.6921,0.7023,0.6972,0.734
SVM_Linear,789,H3K4me3-H3K9me3,,64.1,0.6938,69.8,0.7633,0.7262,0.7011,0.6394,0.6689,0.706
DirectRanker,1011,H3K4me3-H3K27ac,100,68.8,0.78,67.4,0.7653,0.7393,0.6468,0.719,0.681,0.919
LogisticRegression,1011,H3K4me3-H3K27ac,,69.4,0.7477,69.9,0.737,0.6849,0.7143,0.6302,0.6696,0.739
RandomForest,1011,H3K4me3-H3K27ac,,71.2,0.7945,69.2,0.7815,0.7613,0.6973,0.6426,0.6688,0.777
SVM_Linear,1011,H3K4me3-H3K27ac,,69.5,0.7503,69.6,0.7409,0.6883,0.7206,0.6074,0.6592,0.731
DirectRanker,123,H3K4me3-H3K27ac,46,67.2,0.74,69.6,0.7612,0.719,0.6624,0.7531,0.7049,0.92
LogisticRegression,123,H3K4me3-H3K27ac,,66.3,0.7117,66.6,0.7154,0.6692,0.685,0.5685,0.6213,0.701
RandomForest,123,H3K4me3-H3K27ac,,68.4,0.7576,71.5,0.7802,0.7544,0.7204,0.668,0.6932,0.761
SVM_Linear,123,H3K4me3-H3K27ac,,65.8,0.714,66.0,0.7167,0.671,0.6868,0.5415,0.6056,0.677
DirectRanker,42,H3K4me3-H3K27ac,23,71.0,0.78,69.5,0.7856,0.7251,0.6455,0.7634,0.6995,0.943
LogisticRegression,42,H3K4me3-H3K27ac,,71.7,0.766,68.7,0.739,0.6744,0.6689,0.6473,0.6579,0.72
RandomForest,42,H3K4me3-H3K27ac,,72.7,0.8119,74.4,0.8114,0.763,0.7238,0.7269,0.7253,0.743
SVM_Linear,42,H3K4me3-H3K27ac,,71.8,0.7701,69.2,0.7419,0.6783,0.683,0.6301,0.6555,0.713
DirectRanker,456,H3K4me3-H3K27ac,29,69.6,0.77,66.2,0.7277,0.6924,0.6245,0.7269,0.6718,0.923
LogisticRegression,456,H3K4me3-H3K27ac,,68.5,0.7444,67.3,0.7212,0.6558,0.6652,0.6303,0.6472,0.743
RandomForest,456,H3K4me3-H3K27ac,,72.9,0.7916,69.0,0.7619,0.7106,0.6804,0.6576,0.6688,0.768
SVM_Linear,456,H3K4me3-H3K27ac,,68.7,0.7438,67.3,0.7176,0.6523,0.6729,0.6092,0.6395,0.727
DirectRanker,789,H3K4me3-H3K27ac,58,64.7,0.73,68.5,0.7821,0.748,0.6462,0.7505,0.6945,0.923
LogisticRegression,789,H3K4me3-H3K27ac,,66.9,0.7001,70.4,0.7474,0.7026,0.7071,0.6478,0.6761,0.718
RandomForest,789,H3K4me3-H3K27ac,,69.5,0.7698,70.9,0.7901,0.7625,0.6954,0.6939,0.6946,0.755
SVM_Linear,789,H3K4me3-H3K27ac,,66.2,0.6987,70.0,0.7478,0.7022,0.7112,0.6247,0.6652,0.704
DirectRanker,1011,H3K4me3-H3K27me3,37,68.0,0.77,69.4,0.7758,0.737,0.6712,0.7211,0.6952,0.97
LogisticRegression,1011,H3K4me3-H3K27me3,,69.5,0.7516,67.0,0.7334,0.674,0.6704,0.626,0.6474,0.772
RandomForest,1011,H3K4me3-H3K27me3,,69.1,0.7841,70.1,0.7893,0.7654,0.7126,0.6405,0.6746,0.756
SVM_Linear,1011,H3K4me3-H3K27me3,,69.5,0.7514,67.2,0.7343,0.6767,0.6765,0.6178,0.6458,0.761
DirectRanker,123,H3K4me3-H3K27me3,84,66.8,0.74,71.2,0.7779,0.738,0.6873,0.7386,0.712,0.977
LogisticRegression,123,H3K4me3-H3K27me3,,66.7,0.7106,68.8,0.7473,0.6988,0.6914,0.6369,0.6631,0.772
RandomForest,123,H3K4me3-H3K27me3,,69.1,0.7557,71.9,0.7912,0.7618,0.731,0.6598,0.6936,0.748
SVM_Linear,123,H3K4me3-H3K27me3,,66.2,0.7104,68.4,0.7491,0.6991,0.6958,0.612,0.6512,0.767
DirectRanker,42,H3K4me3-H3K27me3,56,71.1,0.79,69.0,0.783,0.7392,0.6449,0.7419,0.69,0.984
LogisticRegression,42,H3K4me3-H3K27me3,,68.5,0.7686,69.5,0.7585,0.7055,0.6695,0.6796,0.6745,0.76
RandomForest,42,H3K4me3-H3K27me3,,73.4,0.8046,74.4,0.8158,0.783,0.72,0.7355,0.7277,0.761
SVM_Linear,42,H3K4me3-H3K27me3,,69.3,0.7692,69.8,0.759,0.7064,0.676,0.6731,0.6746,0.752
DirectRanker,456,H3K4me3-H3K27me3,36,69.1,0.77,66.5,0.7261,0.6974,0.6385,0.6828,0.6599,0.974
LogisticRegression,456,H3K4me3-H3K27me3,,66.8,0.7312,65.4,0.7045,0.6602,0.6425,0.6155,0.6288,0.784
RandomForest,456,H3K4me3-H3K27me3,,71.4,0.7844,68.2,0.7529,0.7312,0.6674,0.6618,0.6646,0.773
SVM_Linear,456,H3K4me3-H3K27me3,,66.6,0.7333,66.5,0.7048,0.6579,0.6584,0.6155,0.6363,0.773
DirectRanker,789,H3K4me3-H3K27me3,57,65.1,0.72,70.4,0.7856,0.7458,0.6679,0.7547,0.7087,0.957
LogisticRegression,789,H3K4me3-H3K27me3,,65.7,0.7032,70.9,0.7739,0.7319,0.7076,0.6646,0.6854,0.762
RandomForest,789,H3K4me3-H3K27me3,,68.9,0.7609,70.7,0.7878,0.7712,0.6974,0.6813,0.6893,0.717
SVM_Linear,789,H3K4me3-H3K27me3,,65.6,0.7045,70.7,0.7756,0.7353,0.7072,0.6583,0.6819,0.752
DirectRanker,1011,H3K9ac-H3K9me3,100,67.1,0.76,67.6,0.7435,0.721,0.6538,0.7025,0.6773,0.962
LogisticRegression,1011,H3K9ac-H3K9me3,,67.6,0.7308,67.2,0.7112,0.6674,0.6797,0.6095,0.6427,0.758
RandomForest,1011,H3K9ac-H3K9me3,,69.6,0.7703,69.0,0.7685,0.7471,0.6843,0.6674,0.6757,0.801
SVM_Linear,1011,H3K9ac-H3K9me3,,67.1,0.733,66.8,0.7132,0.6685,0.6818,0.5888,0.6319,0.742
DirectRanker,123,H3K9ac-H3K9me3,100,66.5,0.74,69.0,0.7613,0.7219,0.668,0.7095,0.6881,0.952
LogisticRegression,123,H3K9ac-H3K9me3,,67.5,0.7199,69.2,0.7339,0.675,0.7014,0.6286,0.663,0.747
RandomForest,123,H3K9ac-H3K9me3,,67.2,0.7436,70.2,0.7772,0.7373,0.712,0.6411,0.6747,0.803
SVM_Linear,123,H3K9ac-H3K9me3,,66.9,0.7212,68.2,0.7348,0.6757,0.701,0.5934,0.6427,0.745
DirectRanker,42,H3K9ac-H3K9me3,100,70.8,0.79,69.4,0.7775,0.7352,0.6503,0.7398,0.6922,0.965
LogisticRegression,42,H3K9ac-H3K9me3,,69.6,0.7461,68.6,0.7498,0.6967,0.6704,0.6387,0.6542,0.74
RandomForest,42,H3K9ac-H3K9me3,,71.9,0.7892,72.3,0.7921,0.7436,0.6958,0.7183,0.7069,0.775
SVM_Linear,42,H3K9ac-H3K9me3,,69.0,0.7487,69.4,0.7487,0.6945,0.6862,0.6301,0.657,0.733
DirectRanker,456,H3K9ac-H3K9me3,100,69.7,0.78,65.7,0.7343,0.7078,0.6276,0.687,0.656,0.959
LogisticRegression,456,H3K9ac-H3K9me3,,68.9,0.7465,64.2,0.6818,0.6532,0.6305,0.5987,0.6142,0.757
RandomForest,456,H3K9ac-H3K9me3,,70.5,0.7709,67.7,0.7524,0.7084,0.6617,0.6576,0.6596,0.776
SVM_Linear,456,H3K9ac-H3K9me3,,69.2,0.744,63.7,0.6858,0.6552,0.6287,0.5798,0.6033,0.75
DirectRanker,789,H3K9ac-H3K9me3,100,66.3,0.72,68.0,0.7592,0.7226,0.6462,0.7275,0.6844,0.951
LogisticRegression,789,H3K9ac-H3K9me3,,66.6,0.7017,69.0,0.7301,0.6806,0.6928,0.6289,0.6593,0.742
RandomForest,789,H3K9ac-H3K9me3,,69.1,0.7661,71.7,0.7845,0.759,0.7055,0.6981,0.7018,0.752
SVM_Linear,789,H3K9ac-H3K9me3,,66.3,0.7041,68.2,0.7299,0.6827,0.6934,0.5975,0.6419,0.723
DirectRanker,1011,H3K9ac-H3K27ac,100,68.5,0.77,68.5,0.7623,0.7459,0.6603,0.719,0.6884,0.946
LogisticRegression,1011,H3K9ac-H3K27ac,,67.8,0.7295,68.1,0.7165,0.6723,0.6871,0.626,0.6551,0.728
RandomForest,1011,H3K9ac-H3K27ac,,70.9,0.7881,71.5,0.7871,0.762,0.7122,0.6901,0.7009,0.795
SVM_Linear,1011,H3K9ac-H3K27ac,,68.0,0.7293,67.2,0.718,0.6755,0.684,0.5992,0.6388,0.713
DirectRanker,123,H3K9ac-H3K27ac,80,67.3,0.74,67.9,0.76,0.7274,0.6528,0.7137,0.6819,0.933
LogisticRegression,123,H3K9ac-H3K27ac,,67.2,0.7168,67.3,0.7312,0.6781,0.6942,0.5747,0.6288,0.723
RandomForest,123,H3K9ac-H3K27ac,,68.5,0.7559,71.7,0.7878,0.7522,0.7267,0.6618,0.6927,0.766
SVM_Linear,123,H3K9ac-H3K27ac,,67.0,0.718,66.7,0.7303,0.6774,0.6976,0.5456,0.6123,0.701
DirectRanker,42,H3K9ac-H3K27ac,100,69.8,0.78,70.6,0.7771,0.7162,0.6569,0.7699,0.7089,0.954
LogisticRegression,42,H3K9ac-H3K27ac,,70.7,0.7529,68.6,0.7315,0.6838,0.6776,0.6194,0.6472,0.721
RandomForest,42,H3K9ac-H3K27ac,,72.9,0.8079,72.6,0.8064,0.7554,0.7019,0.714,0.7079,0.775
SVM_Linear,42,H3K9ac-H3K27ac,,70.4,0.7538,69.3,0.7312,0.6826,0.6927,0.6108,0.6491,0.703
DirectRanker,456,H3K9ac-H3K27ac,100,70.0,0.78,66.7,0.7371,0.699,0.6307,0.7248,0.6745,0.939
LogisticRegression,456,H3K9ac-H3K27ac,,68.9,0.747,66.7,0.6994,0.6507,0.6682,0.5966,0.6304,0.73
RandomForest,456,H3K9ac-H3K27ac,,71.2,0.7861,67.9,0.761,0.7139,0.6711,0.6387,0.6545,0.759
SVM_Linear,456,H3K9ac-H3K27ac,,68.7,0.7464,65.8,0.6998,0.6494,0.6595,0.5819,0.6183,0.711
DirectRanker,789,H3K9ac-H3K27ac,100,66.0,0.74,68.4,0.7685,0.737,0.6445,0.7526,0.6944,0.936
LogisticRegression,789,H3K9ac-H3K27ac,,68.1,0.7142,68.5,0.7238,0.6775,0.6901,0.6164,0.6512,0.741
RandomForest,789,H3K9ac-H3K27ac,,70.4,0.7825,71.8,0.7892,0.7708,0.7106,0.6897,0.7,0.76
SVM_Linear,789,H3K9ac-H3K27ac,,67.7,0.7132,67.8,0.7226,0.6752,0.6904,0.5891,0.6357,0.721
DirectRanker,1011,H3K9ac-H3K27me3,100,68.2,0.77,69.3,0.7739,0.7384,0.6692,0.7231,0.6951,0.975
