gene_id,H3K9ac_wc,H3K9me3_wc,H3K4me3_wc,H3K27ac_wc,H3K27me3_wc,value
ENSG00000185201,47,0,39,52,0,846.114
ENSG00000244414,39,0,59,0,0,843.642
ENSG00000171236,55,0,54,83,0,828.261
ENSG00000084674,88,0,80,93,0,820.821
ENSG00000083807,49,0,62,66,0,805.997
ENSG00000170458,49,0,44,84,0,798.851
ENSG00000136881,67,0,50,84,0,797.875
ENSG00000176340,13,0,22,13,0,789.931
ENSG00000114771,34,0,43,38,0,788.552
ENSG00000157131,56,0,56,69,0,787.328
ENSG00000104823,22,0,21,75,0,775.529
ENSG00000099937,61,0,40,80,0,771.084
ENSG00000111640,39,0,48,74,0,765.676
ENSG00000025423,14,0,19,20,0,764.245
ENSG00000173432,0,0,0,0,0,760.094
ENSG00000117592,67,0,54,71,0,758.048
ENSG00000117594,0,0,0,0,0,757.449
ENSG00000132693,19,13,39,60,0,754.706
ENSG00000023330,56,0,58,82,0,751.973
ENSG00000197746,30,0,31,64,0,738.197
ENSG00000165092,8,0,0,9,0,733.511
ENSG00000165828,0,0,15,45,0,717.72
ENSG00000126709,22,0,23,19,0,714.061
ENSG00000167658,52,0,50,62,0,706.975
ENSG00000162267,25,0,30,100,0,693.841
ENSG00000243135,32,0,25,28,0,679.884
ENSG00000143878,82,0,75,88,0,679.395
ENSG00000234745,28,0,35,19,0,678.298
ENSG00000244474,46,0,46,53,0,670.176
ENSG00000170099,48,0,44,61,0,666.253
ENSG00000187048,54,0,47,53,0,665.848
ENSG00000221857,58,0,51,63,0,664.303
ENSG00000171234,18,0,10,30,0,663.921
ENSG00000141505,33,0,56,76,0,662.055
ENSG00000161944,38,0,62,69,0,661.319
ENSG00000240224,0,0,0,9,0,640.139
ENSG00000106538,25,0,30,75,0,636.187
ENSG00000241119,42,0,45,69,0,632.364
ENSG00000204287,43,0,38,21,0,629.216
ENSG00000179218,36,0,47,41,0,629.149
ENSG00000242366,68,0,53,93,0,621.834
ENSG00000122194,75,0,72,83,0,621.306
ENSG00000021852,73,0,69,97,0,621.243
ENSG00000019582,42,0,37,38,0,621.184
ENSG00000147872,12,0,0,100,0,619.555
ENSG00000002933,65,0,71,100,0,611.87
ENSG00000113924,63,0,51,57,0,611.27
ENSG00000101856,30,0,44,53,0,610.034
ENSG00000224389,0,0,0,5,0,607.696
ENSG00000175336,53,0,49,79,0,607.031
ENSG00000072080,33,0,35,22,0,600.546
ENSG00000197408,37,0,62,75,0,590.243
ENSG00000130066,53,0,43,67,0,589.687
ENSG00000021826,20,0,18,8,0,587.618
ENSG00000244731,30,0,16,39,0,583.877
ENSG00000151726,56,0,59,66,0,582.997
ENSG00000169136,62,0,74,100,0,578.681
ENSG00000258818,83,0,84,83,0,573.957
ENSG00000138356,44,0,56,53,0,570.813
ENSG00000105379,59,0,72,76,0,569.365
ENSG00000104904,35,0,53,79,0,567.267
ENSG00000000971,59,0,58,60,0,566.609
ENSG00000169567,21,0,25,15,0,562.49
ENSG00000186910,33,0,32,54,0,555.661
ENSG00000243696,20,0,23,79,0,554.812
ENSG00000126267,32,0,43,30,0,553.802
ENSG00000139644,10,0,26,25,0,542.287
ENSG00000168653,18,0,22,19,0,534.791
ENSG00000156096,0,9,0,0,0,534.704
ENSG00000171766,54,0,40,49,0,526.051
ENSG00000244067,11,0,18,0,0,523.897
ENSG00000132855,70,0,46,46,0,516.542
ENSG00000167468,47,0,28,74,0,509.929
ENSG00000141504,46,0,45,72,0,502.0
ENSG00000164405,54,0,28,61,0,495.012
ENSG00000110955,26,0,28,23,0,494.232
ENSG00000135094,23,0,19,26,0,491.905
ENSG00000169714,47,0,62,88,0,491.253
ENSG00000099795,10,0,18,7,0,490.344
ENSG00000149806,38,0,32,37,0,486.453
ENSG00000242515,0,0,0,0,0,486.352
ENSG00000124713,17,0,24,23,0,481.294
ENSG00000117450,41,0,41,31,0,475.81
ENSG00000127184,12,0,19,14,0,470.47
ENSG00000072778,25,0,45,47,0,469.934
ENSG00000150991,88,0,60,99,0,465.685
ENSG00000005421,58,0,67,76,0,458.575
ENSG00000159189,0,0,12,0,0,458.226
ENSG00000196126,27,0,25,3,0,458.088
ENSG00000176919,79,0,67,100,0,457.605
ENSG00000136156,55,0,54,56,0,455.069
ENSG00000173369,0,0,16,0,0,454.829
ENSG00000129596,61,0,55,54,0,453.054
ENSG00000121691,37,0,49,49,0,453.05
ENSG00000173372,0,0,11,0,0,451.355
ENSG00000090013,27,0,36,46,0,441.344
ENSG00000205403,34,1,41,42,0,440.137
ENSG00000151790,0,0,12,8,0,439.147
ENSG00000101323,59,0,51,62,0,438.901
ENSG00000198258,18,0,25,10,0,438.313
ENSG00000182551,69,0,55,83,0,434.931
ENSG00000105398,61,0,53,39,0,433.805
ENSG00000108518,44,0,52,76,0,433.679
ENSG00000198502,18,0,15,0,0,432.246
ENSG00000039537,0,0,0,0,0,431.99
ENSG00000101981,39,0,39,42,0,428.956
ENSG00000120053,96,0,94,81,0,423.701
ENSG00000204525,35,0,29,23,0,421.26
ENSG00000079557,31,0,43,60,0,419.793
ENSG00000140505,0,0,40,0,0,417.94
ENSG00000060762,65,0,58,61,0,411.06
ENSG00000107223,18,0,23,26,0,410.599
ENSG00000166228,41,0,37,50,0,410.054
ENSG00000128311,76,0,78,88,0,410.023
ENSG00000250644,34,0,25,78,0,409.684
ENSG00000130005,48,0,33,57,0,403.573
ENSG00000126432,27,0,29,31,0,401.097
ENSG00000204592,40,0,42,30,0,399.221
ENSG00000205362,23,0,22,78,0,394.847
ENSG00000117984,41,0,34,57,0,393.054
ENSG00000139209,18,0,24,24,0,389.032
ENSG00000124145,53,0,54,56,0,388.905
ENSG00000116285,100,0,69,97,0,386.661
ENSG00000109181,42,0,48,10,0,386.018
ENSG00000171759,0,4,0,0,0,385.337
ENSG00000135929,51,0,59,42,0,385.149
ENSG00000170296,42,0,62,68,0,385.018
ENSG00000183747,36,0,37,10,0,383.92
ENSG00000161574,21,0,24,56,0,382.423
ENSG00000116785,61,0,58,29,0,380.589
ENSG00000116882,59,0,51,65,0,379.093
ENSG00000131482,35,0,45,71,0,377.495
ENSG00000241635,0,0,0,0,0,375.03
ENSG00000129988,68,0,65,67,0,374.929
ENSG00000111775,16,0,22,8,0,370.806
ENSG00000127540,21,0,29,22,0,365.892
ENSG00000105707,50,0,48,75,0,365.297
ENSG00000100652,48,0,60,63,0,365.202
ENSG00000170509,47,0,37,60,0,365.035
ENSG00000140263,41,0,54,59,0,361.994
ENSG00000164733,46,0,47,46,0,360.45
ENSG00000244122,0,0,0,11,0,359.18
ENSG00000100197,13,0,33,40,0,357.948
ENSG00000196620,54,0,55,40,0,357.05
ENSG00000249319,0,0,0,0,0,356.358
ENSG00000163581,77,0,79,75,0,354.673
ENSG00000100219,84,0,77,80,0,354.001
ENSG00000101608,62,0,50,64,0,348.179
ENSG00000160282,38,0,42,54,0,345.587
ENSG00000005022,33,0,32,34,0,345.41
ENSG00000125356,34,0,33,21,0,344.888
ENSG00000205544,21,0,30,23,0,344.43
ENSG00000146674,61,0,59,53,0,342.791
ENSG00000166794,25,0,25,35,0,337.645
ENSG00000136810,51,0,45,60,0,336.343
ENSG00000115884,56,0,58,63,0,334.785
ENSG00000173812,34,0,40,50,0,333.526
ENSG00000206503,28,0,41,27,0,332.608
ENSG00000204444,46,0,49,61,0,331.407
ENSG00000185432,60,0,52,64,0,330.448
ENSG00000259112,28,0,30,22,0,329.215
ENSG00000139547,36,0,45,46,0,328.283
ENSG00000173915,24,0,28,16,0,327.564
ENSG00000188257,0,0,9,57,0,324.263
ENSG00000233276,33,0,29,43,0,322.468
ENSG00000213398,0,0,19,40,0,320.719
ENSG00000115414,58,0,53,53,0,320.387
ENSG00000167244,0,0,0,27,0,320.174
ENSG00000101160,18,0,29,50,0,319.396
ENSG00000109971,62,0,61,51,0,317.42
ENSG00000131187,23,0,18,45,0,315.765
ENSG00000104870,0,0,0,3,0,314.736
ENSG00000139194,53,0,55,58,0,314.421
ENSG00000140107,37,0,52,58,0,307.215
ENSG00000185624,58,0,53,83,0,305.213
ENSG00000184076,22,0,29,15,0,303.489
ENSG00000169020,17,0,28,13,0,303.488
ENSG00000105852,59,0,67,76,0,300.681
ENSG00000115738,83,0,82,85,0,295.931
ENSG00000169903,59,0,53,100,0,295.904
ENSG00000167863,24,0,30,30,0,294.462
ENSG00000101439,10,0,37,35,0,291.923
ENSG00000169562,47,0,48,61,0,291.269
ENSG00000167165,31,0,44,37,0,290.921
ENSG00000135047,38,0,31,41,0,290.652
ENSG00000152234,16,0,16,11,0,290.267
ENSG00000179918,51,0,47,70,0,290.253
ENSG00000211445,47,0,32,89,0,288.047
ENSG00000011600,13,0,20,61,0,288.021
ENSG00000185885,85,0,73,87,0,287.444
ENSG00000118680,59,0,49,90,0,286.736
ENSG00000166598,49,0,49,40,0,286.425
ENSG00000106327,32,0,40,35,0,286.167
ENSG00000140284,55,0,57,62,0,283.531
ENSG00000100889,16,0,22,45,0,283.138
ENSG00000180432,56,0,62,80,0,280.457
ENSG00000226976,0,0,0,8,0,279.88
ENSG00000130303,34,0,42,39,0,279.27
ENSG00000115718,72,0,49,79,0,279.264
ENSG00000170540,32,0,30,58,0,278.095
ENSG00000165475,52,0,43,66,0,277.409
ENSG00000100665,14,0,21,26,0,277.108
ENSG00000182492,0,0,0,30,0,276.464
ENSG00000198610,49,0,47,51,0,275.367
ENSG00000149124,42,0,57,63,0,275.233
ENSG00000108294,52,0,53,44,0,274.061
ENSG00000140093,79,0,59,100,0,273.173
ENSG00000103569,53,0,53,57,0,272.443
ENSG00000134538,23,0,33,27,0,269.595
ENSG00000147647,58,0,50,69,0,267.611
ENSG00000148175,67,0,47,89,0,265.005
ENSG00000130724,42,0,52,55,0,264.128
ENSG00000125995,24,0,28,16,0,264.017
ENSG00000169564,70,0,57,91,0,263.685
ENSG00000139178,46,0,42,47,0,263.108
ENSG00000080824,31,0,28,14,0,262.746
ENSG00000081041,43,0,49,83,0,262.017
ENSG00000148672,62,0,69,63,0,261.555
ENSG00000111780,16,0,21,8,0,259.463
ENSG00000163453,8,0,39,39,0,259.417
ENSG00000250479,25,0,60,51,0,258.828
ENSG00000188536,0,0,0,0,0,258.619
ENSG00000135404,34,0,35,54,0,257.193
ENSG00000068697,39,0,41,40,0,256.525
ENSG00000142484,13,0,16,28,0,255.454
ENSG00000112245,50,0,11,100,0,255.29
ENSG00000179761,48,0,45,45,0,254.894
ENSG00000166278,26,0,45,45,0,252.946
ENSG00000072506,17,0,20,18,0,252.286
ENSG00000132507,31,0,35,30,0,251.797
ENSG00000125551,0,0,0,15,0,251.091
ENSG00000172955,25,0,28,27,0,249.769
ENSG00000111057,64,0,47,84,0,249.249
ENSG00000106153,24,0,25,20,0,248.862
ENSG00000166595,43,0,54,69,0,248.268
ENSG00000196683,20,0,27,11,0,248.115
ENSG00000092841,36,0,42,55,0,247.557
ENSG00000134333,34,0,33,39,0,247.105
ENSG00000172831,43,0,53,68,0,245.458
ENSG00000060971,77,0,79,74,0,245.274
ENSG00000257529,19,0,21,16,0,244.954
ENSG00000148834,16,0,19,4,0,244.28
ENSG00000182117,14,0,23,14,0,243.753
ENSG00000107537,42,0,44,47,0,243.562
ENSG00000075239,51,0,44,66,0,243.155
ENSG00000164237,66,0,37,78,0,240.892
ENSG00000115255,34,0,41,37,0,239.777
ENSG00000105518,32,0,33,31,0,239.385
ENSG00000162365,22,0,28,14,0,237.156
ENSG00000108953,31,0,35,28,0,237.023
ENSG00000096384,36,0,39,67,0,236.534
ENSG00000123843,54,0,39,56,0,236.343
ENSG00000103363,25,0,30,22,0,236.203
ENSG00000188488,13,0,21,26,0,235.695
ENSG00000181061,50,0,41,53,0,235.693
ENSG00000132840,67,0,52,80,0,234.816
ENSG00000142507,13,0,18,11,0,234.791
ENSG00000143418,69,0,57,100,0,234.64
ENSG00000135940,24,0,28,18,0,233.693
ENSG00000008394,52,0,50,70,0,233.567
ENSG00000165678,24,0,27,19,0,233.565
ENSG00000161960,29,0,38,54,0,233.489
ENSG00000110651,51,0,56,74,0,231.601
ENSG00000123561,37,0,56,21,0,230.666
ENSG00000115541,54,0,46,59,0,229.565
ENSG00000176974,30,0,35,62,0,229.364
ENSG00000154723,45,0,39,37,0,227.859
ENSG00000117289,83,0,77,90,0,227.655
ENSG00000249209,15,0,23,14,0,226.68
ENSG00000105583,29,0,46,25,0,226.656
ENSG00000254772,32,0,32,64,0,225.693
ENSG00000070756,57,0,45,61,0,225.084
ENSG00000063854,64,0,71,82,0,224.15
ENSG00000106853,70,0,74,97,0,223.778
ENSG00000162882,67,0,91,91,0,223.373
ENSG00000142748,7,0,17,36,0,222.944
ENSG00000170439,23,0,31,19,0,222.939
ENSG00000258674,15,0,31,11,0,222.079
ENSG00000140990,17,0,29,33,0,221.164
ENSG00000042753,35,0,19,68,0,220.49
ENSG00000174886,30,0,34,24,0,220.447
ENSG00000196502,0,0,10,0,0,218.476
ENSG00000256632,0,0,39,19,0,217.452
ENSG00000155368,29,0,34,25,0,217.346
ENSG00000165672,19,0,23,24,0,217.21
ENSG00000115457,48,0,53,5,0,216.521
ENSG00000137106,75,0,50,72,0,215.809
ENSG00000204370,20,0,29,11,0,215.765
ENSG00000114786,26,0,33,57,0,214.918
ENSG00000164919,26,0,28,12,0,214.502
ENSG00000135069,30,0,35,53,0,212.869
ENSG00000148702,38,0,39,89,0,212.793
ENSG00000176894,0,0,38,20,0,212.32
ENSG00000066813,24,0,35,16,0,212.288
ENSG00000178719,33,0,39,52,0,211.948
ENSG00000007933,68,0,55,73,0,211.762
ENSG00000111669,26,0,27,42,0,211.736
ENSG00000127948,0,0,0,0,0,211.529
ENSG00000133872,60,0,37,40,0,211.21
ENSG00000178980,19,0,23,38,0,210.881
ENSG00000125166,56,0,47,54,0,209.901
ENSG00000004799,63,0,63,53,0,209.055
ENSG00000101474,62,0,58,60,0,207.576
ENSG00000116133,60,0,61,67,0,207.19
ENSG00000198189,54,0,53,34,0,206.891
ENSG00000146066,25,0,30,18,0,206.461
ENSG00000123144,38,0,51,34,0,205.579
ENSG00000214736,18,0,26,18,0,205.486
ENSG00000132475,36,0,28,42,0,205.173
ENSG00000145741,31,0,28,16,0,204.548
ENSG00000151552,43,0,40,46,0,203.507
ENSG00000129562,28,0,26,23,0,203.037
ENSG00000198546,26,0,30,40,0,202.952
ENSG00000065978,35,0,36,25,0,202.851
ENSG00000241399,39,0,42,40,0,202.089
ENSG00000204628,53,0,55,50,0,201.561
ENSG00000129226,38,0,54,91,0,201.182
ENSG00000187514,68,0,65,66,0,200.711
ENSG00000069535,42,0,47,48,0,200.092
ENSG00000120129,100,0,65,100,0,199.927
ENSG00000140319,38,0,36,39,0,199.595
ENSG00000143742,31,0,29,22,0,199.059
ENSG00000112695,0,0,0,0,0,198.728
ENSG00000244734,0,0,0,0,0,198.61
ENSG00000136305,66,0,44,100,0,198.503
ENSG00000229833,21,0,28,12,0,198.311
ENSG00000084754,40,0,41,46,0,197.612
ENSG00000128272,41,0,48,31,0,197.22
ENSG00000122862,61,0,39,66,0,196.155
ENSG00000206172,0,0,0,0,0,194.667
ENSG00000099860,50,0,53,57,0,194.105
ENSG00000176046,40,0,29,85,0,193.23
ENSG00000108654,55,0,51,43,0,191.688
ENSG00000168994,60,0,50,74,0,191.048
ENSG00000162482,40,0,37,56,0,190.14
ENSG00000167815,12,0,30,17,0,189.94
ENSG00000198077,0,0,0,43,0,189.12
ENSG00000164713,20,0,25,28,0,188.8
ENSG00000116171,45,0,52,58,0,188.562
ENSG00000091483,51,0,39,63,0,187.7
ENSG00000138449,27,0,33,37,0,187.412
ENSG00000092010,40,0,32,49,0,186.854
ENSG00000112299,58,0,33,72,0,186.614
ENSG00000167774,29,0,31,29,0,185.774
ENSG00000143384,62,0,63,62,0,185.422
ENSG00000243678,24,0,23,18,0,185.394
ENSG00000178982,29,0,34,19,0,185.347
ENSG00000114942,32,0,38,31,0,185.255
ENSG00000106804,72,0,56,64,0,183.718
ENSG00000172425,53,0,58,81,0,183.54
ENSG00000086696,56,0,54,65,0,183.335
ENSG00000125743,25,0,30,20,0,183.097
ENSG00000143543,34,0,35,30,0,182.973
ENSG00000067560,41,0,39,41,0,182.509
ENSG00000189043,30,0,33,20,0,182.332
ENSG00000101182,41,0,54,65,0,181.372
ENSG00000179010,27,0,32,24,0,180.396
ENSG00000183978,22,0,25,18,0,179.974
ENSG00000172340,31,0,32,50,0,179.757
ENSG00000148803,35,0,37,79,0,179.606
ENSG00000164344,0,0,0,10,0,179.146
ENSG00000118640,24,0,37,41,0,179.009
ENSG00000143158,65,0,65,56,0,178.504
ENSG00000119711,48,0,49,48,0,178.393
ENSG00000140264,13,0,23,24,0,178.034
ENSG00000164825,22,0,0,53,0,177.755
ENSG00000169021,22,0,27,16,0,177.56
ENSG00000196177,59,0,51,55,0,176.71
ENSG00000163687,13,0,13,32,0,176.629
ENSG00000139344,53,0,59,48,0,175.831
ENSG00000134365,0,0,0,18,0,175.283
ENSG00000214253,16,0,21,14,0,175.04
ENSG00000170421,64,0,47,83,0,173.445
ENSG00000254999,15,0,21,11,0,172.845
ENSG00000079739,31,0,44,59,0,172.334
ENSG00000138030,37,0,56,65,0,172.256
ENSG00000143612,43,0,42,35,0,171.898
ENSG00000152558,0,0,0,19,0,171.491
ENSG00000118514,41,0,73,82,0,170.997
ENSG00000130988,42,0,45,40,0,170.843
ENSG00000143162,7,0,19,37,0,170.439
ENSG00000100714,57,0,61,57,0,170.205
ENSG00000160932,36,0,35,54,0,169.649
ENSG00000113790,12,0,20,10,0,168.716
ENSG00000163347,64,0,63,75,0,168.654
ENSG00000144381,30,0,28,21,0,168.529
ENSG00000145826,29,0,33,38,0,168.441
ENSG00000123131,21,0,20,16,0,168.233
ENSG00000184117,17,0,22,43,0,168.159
ENSG00000186480,69,0,66,68,0,166.866
ENSG00000187446,16,0,30,35,0,166.783
ENSG00000167772,30,0,44,81,0,166.13
ENSG00000169439,52,0,51,54,0,165.295
ENSG00000104805,16,0,23,31,0,165.253
ENSG00000036473,29,0,34,65,0,165.238
ENSG00000188612,30,0,29,21,0,164.95
ENSG00000135423,15,0,24,41,0,164.134
ENSG00000198931,0,0,23,15,0,163.943
ENSG00000106803,39,0,39,22,0,163.544
ENSG00000116209,36,0,33,24,0,163.34
ENSG00000138029,40,0,40,45,0,163.169
ENSG00000105373,11,0,36,41,0,162.961
ENSG00000182566,0,0,25,11,0,162.917
ENSG00000126522,31,0,34,38,0,162.886
ENSG00000126247,21,0,24,22,0,162.598
ENSG00000104325,31,0,26,61,0,162.222
ENSG00000186115,0,0,15,15,0,161.813
ENSG00000030582,16,0,19,12,0,161.661
ENSG00000197111,22,0,24,21,0,161.572
ENSG00000165629,32,0,30,20,0,161.414
ENSG00000178772,15,0,21,30,0,160.463
ENSG00000169976,15,0,30,16,0,158.917
ENSG00000124107,10,0,11,18,0,158.674
ENSG00000089063,23,0,26,20,0,158.042
ENSG00000168509,28,0,34,39,0,156.387
ENSG00000117118,23,0,26,43,0,156.083
ENSG00000063241,27,0,34,28,0,156.05
ENSG00000213494,21,0,25,60,0,156.023
ENSG00000178952,25,0,27,19,0,155.581
ENSG00000141552,21,0,25,14,0,155.417
ENSG00000184500,27,0,27,26,0,154.457
ENSG00000073754,0,4,0,0,0,154.278
ENSG00000216490,12,0,20,55,0,154.034
ENSG00000044574,36,0,49,23,0,154.019
ENSG00000065054,40,0,56,55,0,153.885
ENSG00000105669,24,0,30,17,0,153.254
ENSG00000111897,27,0,32,17,0,152.913
ENSG00000184983,23,0,31,29,0,152.764
ENSG00000126218,9,0,13,16,0,152.592
ENSG00000104964,11,0,27,36,0,152.56
ENSG00000158869,40,0,52,76,0,151.943
ENSG00000138293,63,0,40,63,0,151.869
ENSG00000134463,16,0,30,32,0,151.336
ENSG00000151366,27,0,31,22,0,150.833
ENSG00000196230,56,0,57,56,0,150.498
ENSG00000255526,29,0,32,22,0,150.242
ENSG00000117791,54,0,52,59,0,149.864
ENSG00000073849,38,0,41,43,0,149.795
ENSG00000143761,45,0,45,44,0,149.612
ENSG00000178127,63,0,63,72,0,149.533
ENSG00000130222,51,0,48,68,0,149.499
ENSG00000008517,24,0,34,47,0,149.422
ENSG00000185043,28,0,32,59,0,149.318
ENSG00000113732,17,0,21,15,0,148.93
ENSG00000125868,41,0,38,39,0,148.839
ENSG00000159377,14,0,21,13,0,148.699
ENSG00000135441,32,0,30,54,0,148.396
ENSG00000019169,0,0,0,0,0,147.845
ENSG00000172057,69,0,56,78,0,147.544
ENSG00000143149,28,0,27,35,0,147.487
ENSG00000009724,19,0,23,39,0,147.468
ENSG00000104979,10,0,18,11,0,147.453
ENSG00000109758,16,0,23,28,0,147.329
ENSG00000147155,22,0,27,24,0,146.843
ENSG00000168701,19,0,24,20,0,146.771
ENSG00000099624,23,0,37,73,0,146.51
ENSG00000137880,23,0,30,56,0,146.473
ENSG00000187608,19,0,21,21,0,146.312
ENSG00000161573,43,0,44,62,0,146.224
ENSG00000143278,41,0,50,6,0,146.189
ENSG00000182054,49,0,40,97,0,146.017
ENSG00000116288,16,0,20,13,0,145.968
ENSG00000169223,25,0,32,57,0,145.607
ENSG00000131495,24,0,25,21,0,145.006
ENSG00000163220,0,0,0,56,0,144.964
ENSG00000183044,20,0,31,61,0,144.77
ENSG00000052802,69,0,73,73,0,144.684
ENSG00000104635,91,0,91,92,0,144.669
ENSG00000074800,38,0,42,75,0,143.975
ENSG00000074842,19,0,20,35,0,143.83
ENSG00000128185,22,0,29,18,0,143.055
ENSG00000136371,57,0,39,88,0,142.798
ENSG00000147955,34,0,33,41,0,142.74
ENSG00000166825,0,0,29,29,0,142.224
ENSG00000008018,46,0,43,26,0,140.305
ENSG00000086061,48,0,33,74,0,140.081
ENSG00000104267,23,0,45,26,0,139.533
ENSG00000105258,13,0,30,25,0,139.081
ENSG00000162368,30,0,29,34,0,138.798
ENSG00000138315,29,0,30,35,0,138.751
ENSG00000010256,13,0,16,10,0,138.201
ENSG00000147684,26,0,30,16,0,137.903
ENSG00000174021,40,0,41,33,0,137.86
ENSG00000124299,18,0,26,20,0,137.783
