Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Gene name,Gene stable ID,Gene type,tss,tss -2kb,tss +2kb,test_id,orig_gene_name,locus,orig_start,orig_end
1,6845384,7829766,1,CAMTA1,ENSG00000171735,protein_coding,6845384,6843384,6847384,XLOC_000064,CAMTA1,chr1:6845383-7829766,6845383,7829766
1,7831329,7841492,1,VAMP3,ENSG00000049245,protein_coding,7831329,7829329,7833329,XLOC_000065,VAMP3,chr1:7831328-7841492,7831328,7841492
1,7844380,7905237,1,PER3,ENSG00000049246,protein_coding,7844380,7842380,7846380,XLOC_000066,PER3,chr1:7844253-7905238,7844253,7905238
1,8014351,8045565,1,PARK7,ENSG00000116288,protein_coding,8014351,8012351,8016351,XLOC_000067,PARK7,chr1:8021713-8045342,8021713,8045342
1,8377886,8404227,1,SLC45A1,ENSG00000162426,protein_coding,8377886,8375886,8379886,XLOC_000071,SLC45A1,chr1:8378166-8404227,8378166,8404227
1,9005926,9035151,1,CA6,ENSG00000131686,protein_coding,9005926,9003926,9007926,XLOC_000073,CA6,chr1:9005921-9035148,9005921,9035148
1,9294834,9331396,1,H6PD,ENSG00000049239,protein_coding,9294834,9292834,9296834,XLOC_000075,H6PD,chr1:9294806-9331607,9294806,9331607
1,9352939,9429591,1,SPSB1,ENSG00000171621,protein_coding,9352939,9350939,9354939,XLOC_000076,SPSB1,chr1:9352940-9429590,9352940,9429590
1,9599541,9645237,1,SLC25A33,ENSG00000171612,protein_coding,9599541,9597541,9601541,XLOC_000077,SLC25A33,chr1:9599499-9645386,9599499,9645386
1,9648932,9674935,1,TMEM201,ENSG00000188807,protein_coding,9648932,9646932,9650932,XLOC_000078,TMEM201,chr1:9648848-9675020,9648848,9675020
1,9711790,9789172,1,PIK3CD,ENSG00000171608,protein_coding,9711790,9709790,9713790,XLOC_000079,PIK3CD,chr1:9711789-9884550,9711789,9884550
1,10003486,10045559,1,NMNAT1,ENSG00000173614,protein_coding,10003486,10001486,10005486,XLOC_000080,NMNAT1,chr1:9982188-10049755,9982188,10049755
1,10057264,10076078,1,RBP7,ENSG00000162444,protein_coding,10057264,10055264,10059264,XLOC_000081,RBP7,chr1:10057254-10076078,10057254,10076078
1,10092890,10241297,1,UBE4B,ENSG00000130939,protein_coding,10092890,10090890,10094890,XLOC_000082,UBE4B,chr1:10093040-10241296,10093040,10241296
1,10270863,10441661,1,KIF1B,ENSG00000054523,protein_coding,10270863,10268863,10272863,XLOC_000083,KIF1B,chr1:10270440-10441945,10270440,10441945
1,10458649,10480201,1,PGD,ENSG00000142657,protein_coding,10458649,10456649,10460649,XLOC_000084,PGD,chr1:10459084-10480201,10459084,10480201
1,10490159,10512210,1,APITD1,ENSG00000175279,protein_coding,10490159,10488159,10492159,XLOC_000085,APITD1,chr1:10489915-10513512,10489915,10513512
1,10490159,10512210,1,APITD1-CORT,ENSG00000251503,protein_coding,10490159,10488159,10492159,XLOC_000085,APITD1-CORT,chr1:10489915-10513512,10489915,10513512
1,10509776,10511959,1,CORT,ENSG00000241563,protein_coding,10509776,10507776,10511776,XLOC_000085,CORT,chr1:10489915-10513512,10489915,10513512
1,10532345,10690815,1,PEX14,ENSG00000142655,protein_coding,10532345,10530345,10534345,XLOC_000086,PEX14,chr1:10534929-10691112,10534929,10691112
1,11072414,11085796,1,TARDBP,ENSG00000120948,protein_coding,11072414,11070414,11074414,XLOC_000087,TARDBP,chr1:11071779-11107586,11071779,11107586
1,11249398,11256038,1,ANGPTL7,ENSG00000171819,protein_coding,11249398,11247398,11251398,XLOC_000088,ANGPTL7,chr1:11166587-11323500,11166587,11323500
1,11333263,11356106,1,UBIAD1,ENSG00000120942,protein_coding,11333263,11331263,11335263,XLOC_000089,UBIAD1,chr1:11333209-11359833,11333209,11359833
1,11539223,11597641,1,PTCHD2,ENSG00000204624,protein_coding,11539223,11537223,11541223,XLOC_000090,PTCHD2,chr1:11539294-11597640,11539294,11597640
1,11714432,11723384,1,FBXO44,ENSG00000132879,protein_coding,11714432,11712432,11716432,XLOC_000091,FBXO44,chr1:11705686-11723384,11705686,11723384
1,11724181,11734411,1,FBXO6,ENSG00000116663,protein_coding,11724181,11722181,11726181,XLOC_000092,FBXO6,chr1:11724149-11734448,11724149,11734448
1,11796141,11814859,1,AGTRAP,ENSG00000177674,protein_coding,11796141,11794141,11798141,XLOC_000094,AGTRAP,chr1:11795886-11813153,11795886,11813153
1,11866207,11903201,1,CLCN6,ENSG00000011021,protein_coding,11866207,11864207,11868207,XLOC_000095,CLCN6,chr1:11845656-11908127,11845656,11908127
1,11994262,12035595,1,PLOD1,ENSG00000083444,protein_coding,11994262,11992262,11996262,XLOC_000096,PLOD1,chr1:11994745-12035594,11994745,12035594
1,12040238,12073571,1,MFN2,ENSG00000116688,protein_coding,12040238,12038238,12042238,XLOC_000097,MFN2,chr1:12040206-12073572,12040206,12073572
1,12079523,12092102,1,MIIP,ENSG00000116691,protein_coding,12079523,12077523,12081523,XLOC_000098,MIIP,chr1:12079381-12092204,12079381,12092204
1,12123434,12204264,1,TNFRSF8,ENSG00000120949,protein_coding,12123434,12121434,12125434,XLOC_000099,TNFRSF8,chr1:12123433-12204264,12123433,12204264
1,12227060,12269285,1,TNFRSF1B,ENSG00000028137,protein_coding,12227060,12225060,12229060,XLOC_000100,TNFRSF1B,chr1:12227059-12269277,12227059,12269277
1,12290124,12572099,1,VPS13D,ENSG00000048707,protein_coding,12290124,12288124,12292124,XLOC_000101,VPS13D,chr1:12290074-12572098,12290074,12572098
1,12567300,12567451,1,SNORA59A,ENSG00000239149,snoRNA,12567300,12565300,12569300,XLOC_000102,SNORA59A,chr1:12290074-12572098,12290074,12572098
1,12704566,12727097,1,AADACL4,ENSG00000204518,protein_coding,12704566,12702566,12706566,XLOC_000105,AADACL4,chr1:12704565-12727097,12704565,12727097
1,12776118,12788726,1,AADACL3,ENSG00000188984,protein_coding,12776118,12774118,12778118,XLOC_000106,AADACL3,chr1:12776117-12788726,12776117,12788726
1,12806163,12823847,1,C1orf158,ENSG00000157330,protein_coding,12806163,12804163,12808163,XLOC_000107,C1orf158,chr1:12806162-12821102,12806162,12821102
1,12834984,12838049,1,PRAMEF12,ENSG00000116726,protein_coding,12834984,12832984,12836984,XLOC_000108,PRAMEF12,chr1:12834983-12838048,12834983,12838048
1,12851546,12856777,1,PRAMEF1,ENSG00000116721,protein_coding,12851546,12849546,12853546,XLOC_000109,PRAMEF1,chr1:12851545-12856777,12851545,12856777
1,12916941,12921764,1,PRAMEF2,ENSG00000120952,protein_coding,12916941,12914941,12918941,XLOC_000110,PRAMEF2,chr1:12916940-12921764,12916940,12921764
1,12976450,12980569,1,PRAMEF7,ENSG00000204510,protein_coding,12976450,12974450,12978450,XLOC_000111,PRAMEF7,chr1:12976449-12980568,12976449,12980568
1,13035543,13038381,1,PRAMEF22,ENSG00000204508,protein_coding,13035543,13033543,13037543,XLOC_000112,PRAMEF22,chr1:13035542-13038381,13035542,13038381
1,13359819,13369057,1,PRAMEF5,ENSG00000204502,protein_coding,13359819,13357819,13361819,XLOC_000113,PRAMEF5,chr1:13359818-13369057,13359818,13369057
1,13421176,13428191,1,PRAMEF9,ENSG00000204501,protein_coding,13421176,13419176,13423176,XLOC_000114,PRAMEF9,chr1:13421175-13428191,13421175,13428191
1,13495254,13498260,1,PRAMEF16,ENSG00000204488,protein_coding,13495254,13493254,13497254,XLOC_000115,PRAMEF16,chr1:13495253-13498259,13495253,13498259
1,13516066,13526943,1,PRAMEF21,ENSG00000204486,protein_coding,13516066,13514066,13518066,XLOC_000116,PRAMEF21,chr1:13516065-13526943,13516065,13526943
1,13716092,13719089,1,PRAMEF17,ENSG00000204479,protein_coding,13716092,13714092,13718092,XLOC_000118,PRAMEF17,chr1:13716087-13719064,13716087,13719064
1,13736907,13747803,1,PRAMEF20,ENSG00000204478,protein_coding,13736907,13734907,13738907,XLOC_000119,PRAMEF20,chr1:13736906-13747803,13736906,13747803
1,13909960,13944452,1,PDPN,ENSG00000162493,protein_coding,13909960,13907960,13911960,XLOC_000120,PDPN,chr1:13910251-13944452,13910251,13944452
1,14026693,14151574,1,PRDM2,ENSG00000116731,protein_coding,14026693,14024693,14028693,XLOC_000121,PRDM2,chr1:14026561-14151574,14026561,14151574
1,15479028,15546976,1,TMEM51,ENSG00000171729,protein_coding,15479028,15477028,15481028,XLOC_000123,TMEM51,chr1:14925195-15546974,14925195,15546974
1,15573768,15726779,1,FHAD1,ENSG00000142621,protein_coding,15573768,15571768,15575768,XLOC_000124,FHAD1,chr1:15573767-15724622,15573767,15724622
1,15736391,15756839,1,EFHD2,ENSG00000142634,protein_coding,15736391,15734391,15738391,XLOC_000125,EFHD2,chr1:15736164-15756839,15736164,15756839
1,15764935,15775737,1,CTRC,ENSG00000162438,protein_coding,15764935,15762935,15766935,XLOC_000126,CTRC,chr1:15764937-15773153,15764937,15773153
1,15783223,15798586,1,CELA2A,ENSG00000142615,protein_coding,15783223,15781223,15785223,XLOC_000127,CELA2A,chr1:15783222-15798586,15783222,15798586
1,15792404,15817895,1,CELA2B,ENSG00000215704,protein_coding,15792404,15790404,15794404,XLOC_000128,CELA2B,chr1:15802595-15851285,15802595,15851285
1,15853308,15918874,1,DNAJC16,ENSG00000116138,protein_coding,15853308,15851308,15855308,XLOC_000129,DNAJC16,chr1:15853213-15911818,15853213,15911818
1,15943995,15995539,1,DDI2,ENSG00000197312,protein_coding,15943995,15941995,15945995,XLOC_000130,DDI2,chr1:15943888-15995570,15943888,15995570
1,15986364,15988217,1,RSC1A1,ENSG00000215695,protein_coding,15986364,15984364,15988364,XLOC_000130,RSC1A1,chr1:15943888-15995570,15943888,15995570
1,16010827,16061264,1,PLEKHM2,ENSG00000116786,protein_coding,16010827,16008827,16012827,XLOC_000131,PLEKHM2,chr1:16010808-16061306,16010808,16061306
1,16062900,16067891,1,SLC25A34,ENSG00000162461,protein_coding,16062900,16060900,16064900,XLOC_000132,SLC25A34,chr1:16062734-16076163,16062734,16076163
1,16068917,16074477,1,TMEM82,ENSG00000162460,protein_coding,16068917,16066917,16070917,XLOC_000133,TMEM82,chr1:16062734-16076163,16062734,16076163
1,16083102,16113089,1,FBLIM1,ENSG00000162458,protein_coding,16083102,16081102,16085102,XLOC_000134,FBLIM1,chr1:16082301-16113120,16082301,16113120
1,16174359,16266955,1,SPEN,ENSG00000065526,protein_coding,16174359,16172359,16176359,XLOC_000135,SPEN,chr1:16160709-16302627,16160709,16302627
1,16330731,16335302,1,C1orf64,ENSG00000183888,protein_coding,16330731,16328731,16332731,XLOC_000136,C1orf64,chr1:16330570-16337506,16330570,16337506
1,16345370,16360545,1,CLCNKA,ENSG00000186510,protein_coding,16345370,16343370,16347370,XLOC_000137,CLCNKA,chr1:16348485-16360545,16348485,16360545
1,16370272,16383803,1,CLCNKB,ENSG00000184908,protein_coding,16370272,16368272,16372272,XLOC_000138,CLCNKB,chr1:16370246-16383803,16370246,16383803
1,16767167,16786573,1,NECAP2,ENSG00000157191,protein_coding,16767167,16765167,16769167,XLOC_000141,NECAP2,chr1:16767166-16786754,16767166,16786754
1,16888814,16940057,-1,NBPF1,ENSG00000219481,protein_coding,16940057,16938057,16942057,XLOC_000143,NBPF1,chr1:16890411-16941994,16890411,16941994
1,16972069,16976914,1,MST1P2,ENSG00000186301,pseudogene,16972069,16970069,16974069,XLOC_000145,MST1P2,chr1:16944212-16976917,16944212,16976917
1,17066768,17299474,1,CROCC,ENSG00000058453,protein_coding,17066768,17064768,17068768,XLOC_000147,CROCC,chr1:17240508-17299809,17240508,17299809
1,17531621,17572500,1,PADI1,ENSG00000142623,protein_coding,17531621,17529621,17533621,XLOC_000149,PADI1,chr1:17531580-17572585,17531580,17572585
1,17575593,17610728,1,PADI3,ENSG00000142619,protein_coding,17575593,17573593,17577593,XLOC_000150,PADI3,chr1:17575592-17610728,17575592,17610728
1,17634690,17690499,1,PADI4,ENSG00000159339,protein_coding,17634690,17632690,17636690,XLOC_000151,PADI4,chr1:17634689-17690495,17634689,17690495
1,17698691,17728195,1,PADI6,ENSG00000256049,processed_transcript,17698691,17696691,17700691,XLOC_000152,PADI6,chr1:17698740-17728195,17698740,17728195
1,17866330,18024369,1,ARHGEF10L,ENSG00000074964,protein_coding,17866330,17864330,17868330,XLOC_000153,ARHGEF10L,chr1:17846707-18024371,17846707,18024371
1,18081808,18153558,1,ACTL8,ENSG00000117148,protein_coding,18081808,18079808,18083808,XLOC_000154,ACTL8,chr1:18081807-18153558,18081807,18153558
1,18434240,18704977,1,IGSF21,ENSG00000117154,protein_coding,18434240,18432240,18436240,XLOC_000155,IGSF21,chr1:18434239-18704977,18434239,18704977
1,18807424,18812478,1,KLHDC7A,ENSG00000179023,protein_coding,18807424,18805424,18809424,XLOC_000156,KLHDC7A,chr1:18807287-18813601,18807287,18813601
1,18957500,19075360,1,PAX7,ENSG00000009709,protein_coding,18957500,18955500,18959500,XLOC_000157,PAX7,chr1:18957499-19075360,18957499,19075360
1,19578033,19586622,1,MRTO4,ENSG00000053372,protein_coding,19578033,19576033,19580033,XLOC_000158,MRTO4,chr1:19400083-19591163,19400083,19591163
1,19638820,19655794,1,PQLC2,ENSG00000040487,protein_coding,19638820,19636820,19640820,XLOC_000159,PQLC2,chr1:19638739-19661066,19638739,19661066
1,19967048,19984945,1,NBL1,ENSG00000158747,protein_coding,19967048,19965048,19969048,XLOC_000161,NBL1,chr1:19969725-19984955,19969725,19984955
1,19991780,20006055,1,HTR6,ENSG00000158748,protein_coding,19991780,19989780,19993780,XLOC_000162,HTR6,chr1:19991501-20007374,19991501,20007374
1,20209006,20239438,1,OTUD3,ENSG00000169914,protein_coding,20209006,20207006,20211006,XLOC_000163,OTUD3,chr1:20208868-20239437,20208868,20239437
1,20354672,20417683,1,PLA2G5,ENSG00000127472,protein_coding,20354672,20352672,20356672,XLOC_000164,PLA2G5,chr1:20396700-20418394,20396700,20418394
1,20465819,20476879,1,PLA2G2F,ENSG00000158786,protein_coding,20465819,20463819,20467819,XLOC_000165,PLA2G2F,chr1:20465822-20476879,20465822,20476879
1,20512578,20522541,1,UBXN10,ENSG00000162543,protein_coding,20512578,20510578,20514578,XLOC_000166,UBXN10,chr1:20512577-20519942,20512577,20519942
1,20617412,20681387,1,VWA5B1,ENSG00000158816,protein_coding,20617412,20615412,20619412,XLOC_000167,VWA5B1,chr1:20617411-20681387,20617411,20681387
1,20878932,20881512,1,FAM43B,ENSG00000183114,protein_coding,20878932,20876932,20880932,XLOC_000168,FAM43B,chr1:20878931-20881513,20878931,20881513
1,20915441,20945401,1,CDA,ENSG00000158825,protein_coding,20915441,20913441,20917441,XLOC_000169,CDA,chr1:20915392-20945402,20915392,20945402
1,20959948,20978004,1,PINK1,ENSG00000158828,protein_coding,20959948,20957948,20961948,XLOC_000170,PINK1,chr1:20959947-21044317,20959947,21044317
1,21766621,21811498,1,NBPF3,ENSG00000142794,protein_coding,21766621,21764621,21768621,XLOC_000171,NBPF3,chr1:21766325-21811393,21766325,21811393
1,21835858,21904905,1,ALPL,ENSG00000162551,protein_coding,21835858,21833858,21837858,XLOC_000172,ALPL,chr1:21835510-21904905,21835510,21904905
1,22138758,22151714,1,LDLRAD2,ENSG00000187942,protein_coding,22138758,22136758,22140758,XLOC_000173,LDLRAD2,chr1:22138757-22263788,22138757,22263788
1,22303514,22325135,1,CELA3B,ENSG00000219073,protein_coding,22303514,22301514,22305514,XLOC_000174,CELA3B,chr1:22303417-22315847,22303417,22315847
1,22328149,22339032,1,CELA3A,ENSG00000142789,protein_coding,22328149,22326149,22330149,XLOC_000175,CELA3A,chr1:22328148-22339035,22328148,22339035
1,22379120,22419437,1,CDC42,ENSG00000070831,protein_coding,22379120,22377120,22381120,XLOC_000177,CDC42,chr1:22379119-22419444,22379119,22419444
1,22778344,22857650,1,ZBTB40,ENSG00000184677,protein_coding,22778344,22776344,22780344,XLOC_000178,ZBTB40,chr1:22755340-22857650,22755340,22857650
1,22890057,22930087,1,EPHA8,ENSG00000070886,protein_coding,22890057,22888057,22892057,XLOC_000179,EPHA8,chr1:22890003-22930087,22890003,22930087
1,22962999,22966101,1,C1QA,ENSG00000173372,protein_coding,22962999,22960999,22964999,XLOC_000180,C1QA,chr1:22963117-22966175,22963117,22966175
1,22970123,22974603,1,C1QC,ENSG00000159189,protein_coding,22970123,22968123,22972123,XLOC_000181,C1QC,chr1:22970117-22974603,22970117,22974603
1,22979255,22988031,1,C1QB,ENSG00000173369,protein_coding,22979255,22977255,22981255,XLOC_000182,C1QB,chr1:22979681-22988029,22979681,22988029
1,23037332,23241818,1,EPHB2,ENSG00000133216,protein_coding,23037332,23035332,23039332,XLOC_000183,EPHB2,chr1:23037243-23241823,23037243,23241823
1,23345941,23410182,1,KDM1A,ENSG00000004487,protein_coding,23345941,23343941,23347941,XLOC_000184,KDM1A,chr1:23345657-23504169,23345657,23504169
1,23370798,23370865,1,MIR3115,ENSG00000263793,miRNA,23370798,23368798,23372798,XLOC_000185,MIR3115,chr1:23345657-23504169,23345657,23504169
1,23695490,23698332,1,C1orf213,ENSG00000249087,protein_coding,23695490,23693490,23697490,XLOC_000186,C1orf213,chr1:23685940-23698947,23685940,23698947
1,23707554,23751233,-1,TCEA3,ENSG00000204219,protein_coding,23751233,23749233,23753233,XLOC_000188,TCEA3,chr1:23704674-23751964,23704674,23751964
1,23907985,23967058,1,MDS2,ENSG00000197880,protein_coding,23907985,23905985,23909985,XLOC_000189,MDS2,chr1:23953823-23967056,23953823,23967056
1,24018269,24022915,1,RPL11,ENSG00000142676,protein_coding,24018269,24016269,24020269,XLOC_000190,RPL11,chr1:24018118-24025371,24018118,24025371
1,24069645,24088549,1,TCEB3,ENSG00000011007,protein_coding,24069645,24067645,24071645,XLOC_000191,TCEB3,chr1:24069855-24104797,24069855,24104797
1,24117460,24122029,1,LYPLA2,ENSG00000011009,protein_coding,24117460,24115460,24119460,XLOC_000193,LYPLA2,chr1:24116652-24122031,24116652,24122031
1,24285599,24289952,1,PNRC2,ENSG00000189266,protein_coding,24285599,24283599,24287599,XLOC_000194,PNRC2,chr1:24285515-24290777,24285515,24290777
1,24645812,24690972,1,GRHL3,ENSG00000158055,protein_coding,24645812,24643812,24647812,XLOC_000197,GRHL3,chr1:24645811-24741587,24645811,24741587
1,24742284,24799466,1,NIPAL3,ENSG00000001461,protein_coding,24742284,24740284,24744284,XLOC_000198,NIPAL3,chr1:24741636-24801610,24741636,24801610
1,24829387,24867530,1,RCAN3,ENSG00000117602,protein_coding,24829387,24827387,24831387,XLOC_000199,RCAN3,chr1:24828832-24878547,24828832,24878547
1,24958207,24999758,1,SRRM1,ENSG00000133226,protein_coding,24958207,24956207,24960207,XLOC_000201,SRRM1,chr1:24968919-24999822,24968919,24999822
1,25071848,25170815,1,CLIC4,ENSG00000169504,protein_coding,25071848,25069848,25073848,XLOC_000202,CLIC4,chr1:25071532-25171655,25071532,25171655
1,25598884,25656936,1,RHD,ENSG00000187010,protein_coding,25598884,25596884,25600884,XLOC_000204,RHD,chr1:25598980-25656936,25598980,25656936
1,25664408,25688852,1,TMEM50A,ENSG00000183726,protein_coding,25664408,25662408,25666408,XLOC_000205,TMEM50A,chr1:25664810-25747363,25664810,25747363
1,25757388,25826700,1,TMEM57,ENSG00000204178,protein_coding,25757388,25755388,25759388,XLOC_000206,TMEM57,chr1:25756851-25826703,25756851,25826703
1,25870071,25895377,1,LDLRAP1,ENSG00000157978,protein_coding,25870071,25868071,25872071,XLOC_000207,LDLRAP1,chr1:25870075-25895423,25870075,25895423
1,25943959,26112698,1,MAN1C1,ENSG00000117643,protein_coding,25943959,25941959,25945959,XLOC_000209,MAN1C1,chr1:25943291-26112697,25943291,26112697
1,26126667,26144713,1,SEPN1,ENSG00000162430,protein_coding,26126667,26124667,26128667,XLOC_000210,SEPN1,chr1:26126666-26185951,26126666,26185951
